ticker,series,t,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19
FYBR,halluc,13,0.02358017,-0.010217339,0.012985596,0.021740146,0.011995103,-0.0076012714,-0.007207918,0.00040384196,-0.020814976,-0.022469398,-0.0013926851,-0.0030921863,0.0038226508,0.0081102215,-0.0077989083,-0.013710498,-0.019254202,0.01544185,0.008166602,-0.060264923
G,real,13,-0.019007964,7.275958e-12,0.008069698,0.004642338,0.0021030502,-0.010772098,-0.00810239,0.006189327,0.00466993,-0.0063735084,0.007854833,0.010726783,-0.014328101,0.007189712,-0.009526907,0.011631727,0.010041926,0.002287141,0.0043518874,-0.013112895
G,halluc,13,-0.01848259,0.0004388783,0.008561889,0.0050555007,0.0024161,-0.01040044,-0.007710553,0.006723823,0.0050009685,-0.0058752717,0.008359949,0.011163095,-0.014183677,0.007595457,-0.009219589,0.011850291,0.010441153,0.0027343147,0.004504277,-0.013112691
GBCI,real,13,-0.008563012,-0.018247057,0.023525275,0.015669527,0.0400011,-0.0041580102,-0.0073183808,0.002096437,-0.011585175,-0.013222628,0.010677017,0.0050847568,-0.0074239396,0.009956654,-0.01016958,0.0036135656,0.0010603331,-0.004035261,0.009320127,0.00042158517
GBCI,halluc,13,-0.0074005104,-0.017042218,0.02274913,0.014952,0.039123643,-0.004624022,-0.0072548003,0.001311299,-0.0125349695,-0.014130051,0.009783368,0.004474227,-0.008341595,0.009072853,-0.011118964,0.0031412137,-4.2010564e-05,-0.004813762,0.008301491,-0.0005078056
GGG,real,13,0.008817214,-0.00956802,0.025948524,0.03211913,0.012256264,-0.0015413719,-0.0043566925,-0.0021149106,-0.009644097,-0.017394245,0.026614819,0.017218877,-0.0022231494,0.0077594956,-0.013618887,0.013894902,-0.030258648,0.0015632776,-0.0017055147,-0.009145534
GGG,halluc,13,0.00992414,-0.008435899,0.027169041,0.033209365,0.013445231,-0.00042426214,-0.003255738,-0.00092627015,-0.008529773,-0.016324874,0.02773957,0.01839276,-0.0011119812,0.008904873,-0.012488601,0.015047351,-0.029085692,0.0026671235,-0.00045375875,-0.007923264
GME,real,13,0.13140519,-0.07128045,0.028758937,-0.0018306641,0.039079756,-0.020022916,0.069861405,-0.11725928,-0.0056710923,-0.07017841,-0.02054515,0.021561408,0.009100163,0.09269891,-0.009216656,0.01789449,-0.06238834,-0.0067994436,-0.018692134,-0.03024424
GME,halluc,13,0.13519241,-0.06801346,0.03284863,0.0022762823,0.04288274,-0.017418208,0.07265111,-0.113833815,-0.0025445612,-0.06715184,-0.016976977,0.025278976,0.012446417,0.096464194,-0.006086531,0.021425562,-0.05958793,-0.003759869,-0.015169688,-0.028377783
GMED,real,13,0.009004297,-0.026447382,0.0216905,0.020711185,0.01940062,0.01314644,-0.034885027,0.012663303,-0.011883374,-0.20062737,-0.043658048,-0.014201225,0.011210691,0.022376714,-0.015743192,-0.005303294,-0.017601661,0.005060738,0.0018492062,-0.013187004
GMED,halluc,13,0.0126145445,-0.023676805,0.025154,0.024450036,0.022932528,0.015658505,-0.032939482,0.016174182,-0.009124736,-0.15381771,-0.039957058,-0.010302918,0.014547752,0.02556658,-0.013283266,-0.0017258385,-0.017792616,0.008739706,0.005408868,-0.010348756
GNTX,real,13,-0.02814151,-0.0024695727,0.041514087,0.0060810996,0.019016419,-0.0013227515,-0.031599265,-0.0037639053,-0.014155251,-0.005578815,-0.010544913,0.008795131,-0.0056199655,-0.0049435124,0.008810629,0.005249356,-0.02152138,0.009229742,0.0035273402,0.003164003
GNTX,halluc,13,-0.026871393,-0.0017689775,0.04067464,0.007441216,0.019087598,-0.0026223604,-0.030427098,-0.004974248,-0.015206529,-0.006922771,-0.010596298,0.010097977,-0.006538964,-0.0050307335,0.0075002564,0.0042138677,-0.022827543,0.007827543,0.004411458,0.0018783521
GO,real,13,0.012460171,0.0043412987,0.012582947,0.035556428,0.014815086,-0.019909017,-0.023576096,-0.0049140146,-0.011893103,-0.0070035304,-0.021309786,0.02064022,-0.017908908,0.031876545,-0.0016526198,-0.019710008,-0.02010632,-0.005522969,-0.023818988,-0.0056878934
GO,halluc,13,0.013664338,0.0055138506,0.0137701435,0.036753513,0.016010754,-0.018730853,-0.022397302,-0.0037128127,-0.0107056685,-0.00582812,-0.020115562,0.021813568,-0.016707938,0.033060953,-0.00045446632,-0.018523674,-0.018936608,-0.0043305038,-0.022639122,-0.00451285
GPS,real,13,-0.015783867,-0.009897302,0.038278595,0.041822966,0.04420609,0.031262938,-0.047612075,-0.0075836284,-0.060624618,-0.017056402,0.0014947685,0.02507506,0.01947411,0.0035650658,-0.017953804,-0.0043573054,-0.047699057,0.009874747,-0.00758729,0.008342862
GPS,halluc,13,-0.013711893,-0.008216156,0.04054204,0.043785267,0.04616403,0.0328541,-0.045530483,-0.005515851,-0.05871023,-0.015157554,0.0033398683,0.02706122,0.020955885,0.0059530414,-0.016389439,-0.0022788886,-0.048154343,0.011631745,-0.0051497393,0.0060172095
GT,real,13,-0.03713955,-0.038572278,0.051995292,0.022848096,0.0120899575,-0.016443469,-0.022948934,0.028170878,-0.036239054,-0.03387052,0.011111225,0.03171992,0.03935794,0.01362883,-0.010204171,0.00851069,-0.0575573,0.014260491,0.0,0.0
GT,halluc,13,-0.034997996,-0.036359996,0.054295413,0.025059093,0.014563499,-0.01420928,-0.021782177,0.029851118,-0.03382506,-0.032033637,0.013587273,0.03413388,0.039255507,0.01593976,-0.00974887,0.010038605,-0.06006465,0.016372893,0.0023533183,-0.0023257025
HAE,real,13,-0.03143314,-0.011096797,0.0042643994,-0.0033151817,0.024021309,0.008760863,0.0072045596,-0.0609594,0.004953197,-0.031461067,0.0021119337,0.013313807,0.015914813,0.005408992,-0.024512816,-0.001475289,-0.010388419,-0.0016174184,0.00112003,-0.018832948
HAE,halluc,13,-0.029938515,-0.010311562,0.005563136,-0.0018712229,0.025528438,0.008697606,0.007265605,-0.0598412,0.0056818733,-0.030889481,0.0027174884,0.014685773,0.01710182,0.006825884,-0.024090748,-0.00031185336,-0.010330327,-0.00049733045,0.0020011393,-0.018208995
HBI,real,13,0.030002246,-0.004938282,0.043590434,0.031489477,-0.3271018,0.042095065,-0.07446035,-0.016584128,-0.015164571,-0.029287193,-0.019418087,0.03674954,-0.0051679704,0.027258927,-0.037675686,-0.003496508,-0.05582007,-0.0037105791,0.016590243,0.0072860066
HBI,halluc,13,0.023558179,-0.0114020035,0.037144884,0.025013657,-0.25074553,0.035636745,-0.08092721,-0.023027875,-0.021631578,-0.035681218,-0.025813142,0.030309776,-0.01165951,0.02076056,-0.044143036,-0.009992953,-0.06215518,-0.010187997,0.010073172,0.0008202456
HE,real,13,0.0038498605,-0.0040909695,0.01910734,0.018052302,0.008790248,-0.0013828073,-0.0027713643,0.0048448592,-0.011108655,-0.02784512,0.014727107,0.0142809395,-0.029486746,-0.004559096,-0.0048216106,0.021989414,-0.013566791,-0.0026624715,-0.002183672,-0.01640786
HE,halluc,13,0.003808203,-0.0038627454,0.018206652,0.01822844,0.008958362,-0.0013475636,-0.0027319808,0.0060279462,-0.009936693,-0.027629815,0.014812014,0.013361238,-0.028352452,-0.0041875597,-0.0048410706,0.023135798,-0.013423191,-0.002699602,-0.0030888282,-0.01708925
HELE,real,13,0.020048056,-0.0141743235,0.034447398,0.015875436,0.07773745,-0.03640044,-0.0072063324,-0.056747906,-0.016512984,-0.044501122,-0.022193374,0.048615113,0.020970862,0.03780382,-0.0028711897,0.016847778,-0.065224156,0.021083891,0.0105104735,-0.020951612
HELE,halluc,13,0.022278583,-0.011992725,0.0372286,0.018686995,0.077769585,-0.033713367,-0.005646172,-0.055438805,-0.013595898,-0.042716138,-0.019275308,0.048106506,0.023031006,0.039597083,-0.005964283,0.01398301,-0.063541085,0.022842793,0.012901899,-0.019336281
HIW,real,13,0.036723007,-0.013655499,0.018275969,0.0026307148,0.036438014,-0.02500932,-0.026650697,-0.0050142175,-0.0050394866,-0.012881534,0.012544664,0.017699575,-0.009311673,0.004999177,-0.026272982,-0.013282262,-0.027829124,-0.010913167,0.00036569755,-0.011029523
HIW,halluc,13,0.03802559,-0.012359027,0.01957349,0.003922553,0.037728734,-0.023719445,-0.025352323,-0.0037146953,-0.0037452506,-0.011592332,0.013839155,0.018985987,-0.008018763,0.0063030194,-0.024963567,-0.011981849,-0.026522242,-0.009624345,0.0016728998,-0.009729441
HOMB,real,13,0.0030728735,0.011548227,0.03449352,0.012065884,0.029944185,0.0026054732,-0.013298605,0.012497643,-0.014934687,-0.018883977,0.00020718947,0.015622105,-0.008668497,0.015628532,-0.012111407,0.014760416,-0.020767683,-0.0064617214,0.002088992,0.0037492234
HOMB,halluc,13,0.004275631,0.010195641,0.035690695,0.012239683,0.03124965,0.0039022584,-0.014611537,0.012609683,-0.014629371,-0.01755658,0.00015742308,0.014925204,-0.008748507,0.015879363,-0.013028394,0.014092647,-0.021817539,-0.0077176937,0.003410694,0.0027842326
HQY,real,13,0.01840748,-0.017563384,0.026477277,-0.03104388,-0.001526847,0.019169915,0.011756076,0.027118653,-0.003691521,-0.030364722,0.042511266,0.0028553319,0.0074173776,0.032333236,0.00622204,-0.00045396108,-0.006377185,-0.005345564,-0.0004595234,-0.009235097
HQY,halluc,13,0.016812854,-0.01915811,0.024879783,-0.03263746,-0.0031171353,0.017575486,0.010162182,0.025523126,-0.005285378,-0.031966366,0.040912174,0.0012592131,0.0058254544,0.030742275,0.00462972,-0.0020443955,-0.007977691,-0.0069420296,-0.0020470968,-0.010827212
HR,real,13,0.016862227,-0.02017427,0.02017427,0.010166446,0.009153382,-0.016073825,-0.007901506,-0.017416302,-0.006669868,-0.023211874,0.012156727,0.0048216097,-0.011611162,0.0140132755,0.0038314222,0.0019102201,-0.015384919,-0.02303459,-0.0004959088,-0.02409755
HR,halluc,13,0.01777402,-0.01927087,0.02102212,0.011042218,0.010017281,-0.015186443,-0.0070006046,-0.01650292,-0.0057627372,-0.022313824,0.013054285,0.0056727193,-0.0107258465,0.014917847,0.0047094766,0.0027908005,-0.014494721,-0.0221658,0.00033006654,-0.023235243
HRB,real,13,-0.00807191,0.00052273925,0.018382395,0.012238808,-0.009420821,0.006120907,0.0010165186,0.0038027677,-0.0030410567,-0.044371013,0.031599443,0.02161559,-0.0025188932,0.0015120972,-0.0096154595,-0.008425941,-0.043228734,0.008000043,0.00026556896,-0.014981555
HRB,halluc,13,-0.008136959,0.00063638645,0.01811475,0.012349453,-0.009356431,0.0060556456,0.000888329,0.004729215,-0.0014573337,-0.04425549,0.031594384,0.021349292,-0.00092319446,0.0021969106,-0.009736287,-0.006860218,-0.043195937,0.007798492,-2.7810456e-06,-0.014968614
HUBB,real,13,0.00060616573,-0.004946638,-0.0042720195,0.04041127,-0.00610207,0.018112725,0.0040129963,0.010064786,-0.02307222,0.00646253,0.009101503,0.010406092,0.00024450943,0.02252175,-0.0030323607,0.007206736,-0.013299182,-0.0054019317,0.011294559,0.012945422
HUBB,halluc,13,0.0015519937,-0.0040666517,-0.0031377329,0.04150658,-0.00500801,0.018907359,0.0046941373,0.010981373,-0.023225265,0.0073784995,0.009910746,0.011425194,0.001239585,0.023532368,-0.002128045,0.007998465,-0.0126608815,-0.004342851,0.012169437,0.01349247
HXL,real,13,-0.0002951594,0.015233926,0.025688434,0.00902686,0.00084210513,-0.021555005,-0.0025836101,0.022313155,-0.02116406,0.0016525411,0.00043063215,0.013683224,0.016287921,0.013419307,-0.0010999592,-0.0062099146,-0.021972755,0.0071907258,0.017132532,-0.00013811211
HXL,halluc,13,0.00066622556,0.016041603,0.02683616,0.009986598,0.0019043892,-0.020872118,-0.0016983717,0.023310315,-0.02013527,0.0025183908,0.0013594471,0.014722195,0.017283851,0.01434042,-0.00035935128,-0.005257883,-0.02290299,0.008128954,0.018062782,0.000594598
IAA,real,13,0.009016755,5.820766e-11,0.0122967195,0.01616389,0.0014137608,0.0021169009,-0.009442941,0.0049686604,0.010798227,0.009295907,-0.0060325013,0.018674895,0.0013695506,-0.011239939,-0.026412658,-0.018164936,-0.0045932634,0.012281913,0.010949884,-0.018397365
IAA,halluc,13,0.010047032,-0.0010865183,0.01338183,0.017208986,0.002508152,0.0010426792,-0.010063876,0.003940665,0.00974699,0.009064674,-0.007086154,0.01852988,0.0024530655,-0.010150203,-0.027493007,-0.017198838,-0.00536902,0.01285119,0.010303496,-0.017339442
IART,real,13,0.024160383,-0.02697927,0.010879209,0.021921996,0.03225544,-0.0146547165,-0.026690917,0.01928223,0.0052254647,-0.024163162,-0.0005168404,0.0051564225,-0.005845959,-0.0029358452,-0.009383214,0.0045288354,-0.014529796,-0.011706412,0.013644227,-0.0015852051
IART,halluc,13,0.025349382,-0.02577776,0.01206876,0.023096666,0.033479515,-0.013484306,-0.025525194,0.020418392,0.0062701344,-0.022976771,0.0006509489,0.006359979,-0.0046469374,-0.0016892136,-0.008243942,0.0056801615,-0.013402019,-0.01056599,0.014689252,-0.0004844681
IBKR,real,13,-0.017774269,0.002962965,0.027906425,0.028730169,-0.016298383,0.039249223,0.004385712,0.016422655,0.0048746616,-0.00023158873,-0.0016226242,0.0030113528,-0.001736212,0.008306462,0.0046994183,-0.008382663,0.0037981286,-0.010973254,-0.00046468386,0.0037114401
IBKR,halluc,13,-0.016806308,0.003883717,0.028950445,0.029711384,-0.015316297,0.04025951,0.005117713,0.017341807,0.005660366,0.00060888287,-0.0006914479,0.003979877,-0.00080066314,0.009353244,0.0055289064,-0.007436092,0.0044959066,-0.010026552,0.0005661547,0.0043336595
IBOC,real,13,0.008867272,-0.0015461075,0.03539616,0.0031952313,0.011629268,0.015436268,-0.016908867,-0.001474771,-0.012944477,-0.010736629,0.00323311,0.0034371677,0.002388405,-0.0006508294,-0.010252025,0.014150667,-0.015247518,0.0059087602,0.011498121,0.024713658
IBOC,halluc,13,0.009697091,-0.00065439264,0.036410827,0.0041608987,0.012578833,0.016368985,-0.01634742,-0.0005239977,-0.012006083,-0.009929726,0.0041527366,0.004433194,0.0031027233,0.00037106453,-0.009322647,0.015043183,-0.01480012,0.006765477,0.011988273,0.024998922
ICUI,real,13,0.028081816,-0.007980639,0.011869575,0.008810629,0.016635254,-0.0056665977,-0.02621719,-0.010577122,-0.021334568,-0.030299557,-0.00066537317,0.005145097,-0.021473816,0.015884891,-0.00992647,0.0049197837,-0.021762049,-0.003826062,0.018704847,-0.005970167
ICUI,halluc,13,0.029197972,-0.0068773353,0.01299426,0.009931097,0.017769946,-0.0045546973,-0.025094986,-0.009439858,-0.02022151,-0.029177712,0.00045776088,0.006266881,-0.020341797,0.017022837,-0.008822356,0.0060371524,-0.02064819,-0.0027230757,0.01981698,-0.0048497533
IDA,real,13,0.002283975,-0.006197874,0.011979607,0.016682675,0.015860176,-0.022835333,0.0009423295,-0.0006595374,-0.02510033,-0.022578293,0.020159213,0.0071435776,-0.028984707,0.0076938635,0.018014997,0.019401383,-0.010466319,0.001911133,-0.006801118,0.0022082482
IDA,halluc,13,0.0032904367,-0.005193099,0.013042095,0.017711958,0.016873412,-0.021828495,0.0019526503,0.0003684063,-0.024090234,-0.021570038,0.021194236,0.008190444,-0.027937809,0.0086479,0.018961798,0.020425474,-0.009563309,0.002905606,-0.005753698,0.0031159832
IPGP,real,13,0.005217716,-0.014278211,0.020093482,0.023800153,0.01349735,-0.009758702,-0.017420672,0.006425795,-0.013960289,-0.007771019,0.000358616,0.008746151,0.10939537,0.043256305,0.01821599,-0.01768219,-0.039418947,-0.0031771269,0.0012720623,-0.014888613
IPGP,halluc,13,0.00410723,-0.012334773,0.022619115,0.026278105,0.015685428,-0.011252319,-0.018877245,0.008986286,-0.012313478,-0.005791655,-0.0009916909,0.011281213,0.09509887,0.045734815,0.016542256,-0.015205625,-0.041519895,-0.00097643584,-0.00022489997,-0.016532611
IRT,real,13,0.012779727,-0.027354883,0.023644302,0.014760415,0.01866306,-0.014485509,-0.0020865945,0.0031282613,-0.0052192183,0.002613014,-0.0036601347,0.011458458,-1.1641532e-10,0.0020693233,-0.019833636,-0.012198506,-0.028689384,-0.019407319,0.021053407,-0.014356955
IRT,halluc,13,0.013757748,-0.026310576,0.02470224,0.015875582,0.019615505,-0.013598747,-0.0011091593,0.0036417777,-0.004393167,0.0036210613,-0.0026947716,0.012605714,0.00086273404,0.0032140603,-0.018723357,-0.0110836495,-0.027867299,-0.01833419,0.022253148,-0.013716402
JAZZ,real,13,0.0060606245,-0.011637812,0.018619873,0.0070604244,-0.0087214485,-0.00487118,-0.016258415,0.008971585,-0.022978982,-0.006511218,-6.665988e-05,0.009487549,-0.0049647605,-0.008530541,-0.0208982,0.009590279,-0.018514618,0.0033731489,0.004662332,-0.016136054
JAZZ,halluc,13,0.0068243155,-0.01089656,0.019319674,0.0078116534,-0.008054219,-0.004143192,-0.015549791,0.009745347,-0.022231704,-0.0058079455,0.00066305837,0.010215206,-0.0042062313,-0.007806407,-0.020139277,0.010325895,-0.017848533,0.004091986,0.005342381,-0.015428503
JBGS,real,13,0.022872662,-0.0116251,0.023613255,-0.0074757393,0.038758837,-0.035761833,-0.01964304,0.00406092,0.010080731,-0.018729983,0.0045883334,-0.0010178117,-0.017981477,0.0020714663,-0.015641613,-0.015890166,-0.028704925,0.0032912814,0.0060060243,-0.030958803
JBGS,halluc,13,0.024186237,-0.010321778,0.024925893,-0.006160752,0.040069856,-0.034448773,-0.0183349,0.005374012,0.011384465,-0.01742275,0.005905003,0.00031146826,-0.016669895,0.0033946182,-0.014331693,-0.014563164,-0.027375543,0.0045904717,0.007338607,-0.029629158
JBLU,real,13,-0.046577048,-0.015170962,0.01892801,0.030771662,0.11116184,-0.054609668,-0.011520865,0.020642936,-0.014865912,-0.022132527,-0.020226747,0.026098754,0.018562019,0.008013781,-0.0160923,-0.0011594205,-0.04873216,-0.0012187692,0.008500354,-0.014616583
JBLU,halluc,13,-0.04500111,-0.013773436,0.019881483,0.032085586,0.10371326,-0.053183924,-0.010102729,0.022260059,-0.013288703,-0.020759955,-0.018800475,0.027117565,0.019889377,0.009370812,-0.014633988,0.00022595399,-0.047132146,-0.00032170123,0.0098324055,-0.013296633
JHG,real,13,0.005443248,-0.008958191,0.013986243,0.018349139,0.12549731,-0.026749521,-0.014169928,0.013483351,-0.011049837,-0.02176288,0.00071938825,0.022400938,-0.0059954333,0.0070497296,0.0028060349,0.018049778,-0.047913354,-0.0003609457,-0.0025302744,-0.013114942
JHG,halluc,13,0.0029575857,-0.011453792,0.011504325,0.015845535,0.099887714,-0.029241879,-0.016668025,0.01100157,-0.013546763,-0.024217308,-0.0017347932,0.019926222,-0.0085055735,0.004535257,0.00031113275,0.015538691,-0.050321758,-0.0028684763,-0.0050596404,-0.015604194
KBH,real,13,0.002136753,-0.019669231,0.04522047,0.013743265,0.040378936,-0.018472817,-0.017281244,0.010962507,-0.045385722,-0.01040148,0.0016072863,0.021449253,-0.018242408,-0.009651549,-0.014654266,-0.02547203,-0.032780476,0.0075058085,0.021340972,-0.009049835
KBH,halluc,13,0.0024877666,-0.02169744,0.04413934,0.01573058,0.038822193,-0.020121947,-0.017630635,0.00939058,-0.04667986,-0.012081111,0.00012932904,0.019979417,-0.019557482,-0.0076366626,-0.016371556,-0.026384957,-0.03448909,0.0059327525,0.019310798,-0.010683643
KBR,real,13,-0.01706052,0.0027972048,0.02190517,0.00039032008,0.0038948446,-0.007217432,0.0054666284,0.013537241,-0.008294001,-0.0005812263,0.012900921,0.0070536947,-0.011655811,-0.0052028256,0.07156555,-0.0012597856,-0.009953933,0.013010666,-0.005581075,0.0025243433
KBR,halluc,13,-0.015840711,0.004054099,0.022789812,0.0015646741,0.0050066016,-0.005946309,0.006620151,0.014691649,-0.0072390414,0.0005292108,0.014166489,0.008041086,-0.010523299,-0.003987038,0.058695406,4.3961685e-05,-0.00898819,0.014118133,-0.0048979274,0.0038149478
KEX,real,13,0.01675081,-0.020289006,0.08688295,0.018893572,0.014315454,0.010874105,-0.0066463463,0.0012240736,-0.008737258,-0.011030031,0.015681203,-0.0020493208,-0.00068404153,0.008042025,0.000949861,-0.008991886,-0.021021381,-0.0018185643,0.01872584,-0.0045451494
KEX,halluc,13,0.0182288,-0.0186003,0.07177536,0.020635944,0.016140038,0.011988406,-0.0050598998,0.0031743434,-0.0068594515,-0.009544657,0.016279612,-0.00013455702,0.0009419839,0.009884443,0.0015635116,-0.0070661753,-0.022191374,-0.00035209488,0.019831236,-0.002628591
KMT,real,13,0.00972455,-0.0050305533,0.026307954,0.014975032,0.05546708,-0.011842244,-0.021743622,-0.016709682,0.00068752153,-0.0166324,-0.007364578,0.023126503,-0.005905871,0.011432655,-0.007954392,0.005194817,-0.04558288,0.008639363,0.0067869527,-0.0024951003
KMT,halluc,13,0.010727681,-0.0041810516,0.02696632,0.015787207,0.056181364,-0.010966296,-0.020864757,-0.01577989,0.0015697898,-0.015795564,-0.0064752228,0.023824112,-0.0051365322,0.0122335795,-0.007064046,0.0059604654,-0.044644188,0.009289091,0.007598209,-0.0017129659
KNSL,real,13,0.0016135541,0.00054948125,0.020659644,0.011591335,0.0042108307,0.027685238,0.02231485,0.016786966,-0.011493998,-0.016507028,-0.014093412,0.026750742,-0.024754664,0.03297169,-0.028033072,0.13482632,-0.043911062,0.0071281022,-0.0029509086,-0.014570894
KNSL,halluc,13,0.0042223213,0.0031940797,0.0231519,0.014387345,0.0065187174,0.029752498,0.024676716,0.018583003,-0.009188972,-0.014637483,-0.011677807,0.029213514,-0.022840679,0.035110086,-0.02594434,0.11398075,-0.04203938,0.0097462535,-0.0007846644,-0.012608515
KRC,real,13,0.04203771,-0.023804743,0.029424796,-0.0009751341,0.03593201,-0.044751275,-0.024661854,0.0020156216,0.0060226023,-0.013602224,0.008334434,0.004516945,-0.0110776555,0.0075662406,-0.018512003,-0.01964395,-0.028059013,-0.005383593,0.0037715558,-0.021196444
KRC,halluc,13,0.043533377,-0.02230734,0.03092716,0.0005271968,0.03744221,-0.04324266,-0.023158412,0.0035158421,0.0075119287,-0.012114493,0.0098356,0.00603496,-0.009566521,0.009079189,-0.01701958,-0.018118056,-0.026545854,-0.003896747,0.0052996892,-0.019684134
KRG,real,13,0.025353469,-0.018718375,0.024727175,0.014184634,0.023794612,-0.011153362,-0.004947165,0.001351656,-0.01496966,-0.011029523,0.011029523,0.011812949,0.0027063615,0.017857617,0.0057357317,-0.011949689,-0.04554521,0.0,0.015719233,-0.0027560876
KRG,halluc,13,0.026456071,-0.01754718,0.026104422,0.015484692,0.024919873,-0.009907425,-0.0038440991,0.0026239054,-0.013682353,-0.009879164,0.011969849,0.013180671,0.0039367136,0.019034076,0.00673112,-0.010702393,-0.045320645,0.0012792464,0.01705202,-0.0019045764
KSS,real,13,-0.015753318,-0.0022254023,0.029787436,0.02531781,0.025867358,0.020050071,-0.010701476,0.0046417266,-0.04166654,-0.01704241,-0.018587895,0.030183997,0.018040176,-0.003283095,-0.030351344,-0.000616523,-0.10457281,0.015962303,-0.006083155,-0.009536857
KSS,halluc,13,-0.01501009,-0.0010983264,0.032250166,0.027672812,0.028126173,0.021626987,-0.00902213,0.0064558554,-0.039758105,-0.015288621,-0.016251538,0.032606475,0.019650057,-0.0009794468,-0.028313167,0.0012443629,-0.09562217,0.018002622,-0.0036129053,-0.007731379
LAMR,real,13,0.0037354573,-0.010765194,0.029142145,0.0015943733,0.04130543,-0.014491694,-0.014334528,0.008845539,-0.009308394,-0.013704591,0.0010320402,0.0014056135,0.0015906435,0.007173164,-0.008295708,0.008295709,-0.024906132,0.00028545607,-0.003621811,-0.02768812
LAMR,halluc,13,0.0044947155,-0.010115085,0.029637922,0.002216026,0.041859813,-0.013825384,-0.013663281,0.00955835,-0.008638173,-0.013066838,0.0017042898,0.0019439782,0.0021676724,0.007786434,-0.0076175705,0.008880382,-0.024201434,0.0007775668,-0.002997732,-0.02708369
LANC,real,13,-0.013703111,-0.003560213,0.006534775,0.007475506,-0.03757325,0.0003221477,0.00085855345,-0.0093765855,0.010663033,0.0025145134,0.013796982,0.018329017,-0.0011390112,0.001811454,0.0039736866,0.011470834,-0.010595652,0.010290106,-0.012247457,-0.007919911
LANC,halluc,13,-0.014650093,-0.004509515,0.005596482,0.006523216,-0.037304115,-0.0006263438,-9.1741385e-05,-0.010322884,0.009711048,0.001582231,0.0128625855,0.017392062,-0.0020948465,0.00085507997,0.0030237653,0.010513172,-0.011515674,0.009340526,-0.013210703,-0.008867672
LEA,real,13,0.030716054,-0.011453239,0.048344385,0.024930162,-0.031192008,-0.026226195,-0.0047590383,0.007306811,-0.010230267,-0.013805223,-0.006245935,0.022760995,0.0118227275,0.011545452,-0.0053013517,0.0053013517,-0.012460784,0.010510923,-0.018147787,-0.0055520106
LEA,halluc,13,0.031406295,-0.010782433,0.049065284,0.025604242,-0.030454557,-0.025516393,-0.0040490474,0.0080264155,-0.009608741,-0.013149051,-0.0055558877,0.023447804,0.012470833,0.012338436,-0.004654255,0.0060198405,-0.013921469,0.011140713,-0.017359987,-0.004949068
LECO,real,13,0.01476201,-0.001902483,0.024754038,0.016050754,0.015100368,0.013558551,-0.011527505,0.0069324365,-0.00797646,-0.0019750223,0.0020910788,0.009011151,0.0023549017,0.009478202,-0.0090767,0.0108935395,-0.07629645,0.0043373415,0.013682256,-0.0024080435
LECO,halluc,13,0.016202541,-0.00037497364,0.026274147,0.017661195,0.014727015,0.011881871,-0.010122704,0.008510174,-0.009316843,-0.00018962682,0.0012410923,0.010774678,0.0039558886,0.008215336,-0.007368743,0.009510759,-0.0588473,0.0061264457,0.012242163,-0.003344582
LEG,real,13,0.011261381,-0.00871649,0.03196048,0.023517774,0.016165717,-0.02152335,-0.034429632,-0.032780558,-0.0060510198,-0.018081566,-0.0029472467,0.017844556,-0.0031944271,0.0066676587,0.0040369146,-0.0037480223,-0.03199099,0.0145080285,0.017482962,-0.008120694
LEG,halluc,13,0.012574732,-0.0077766506,0.033262976,0.024724552,0.017718893,-0.02021851,-0.033074323,-0.031468842,-0.004857106,-0.016784629,-0.0017409121,0.019175092,-0.001802128,0.008207528,0.005063,-0.0030003865,-0.03184848,0.015701447,0.017488606,-0.007503839
LFUS,real,13,0.0018166744,-0.02675143,0.039493453,0.018067896,0.03949732,-0.0016195527,-0.025822328,0.026080161,-0.0044291955,0.00029589084,-0.010894528,0.0055922302,3.7176826e-05,-0.00037183013,0.004674986,-0.0022234584,-0.035533957,-0.004015103,0.004169246,-0.008977693
LFUS,halluc,13,0.0033797605,-0.025197862,0.041044187,0.01964934,0.041055243,-8.212292e-05,-0.024265897,0.027634542,-0.0029098652,0.0018282068,-0.009339606,0.0071725096,0.0015790721,0.0011994438,0.0061775115,-0.000658479,-0.03397876,-0.0024875323,0.0057256334,-0.0074237986
LII,real,13,0.003618967,-0.01606314,0.061111562,0.028520409,0.038839124,-0.01441577,-0.023491507,-0.019031717,-0.0010257775,-0.0015596771,-0.011448388,0.023181168,-0.005281636,0.0063722106,0.0029648554,0.009399197,-0.057571225,-0.002480463,0.0044447137,-0.014548012
LII,halluc,13,0.005301437,-0.014763636,0.062796384,0.030109005,0.040424097,-0.012822306,-0.022225495,-0.017338548,-0.0006441528,0.00012537741,-0.009449097,0.025103197,-0.0037406345,0.008087869,0.004066192,0.01055582,-0.057073135,-0.0008306974,0.0061195167,-0.013058964
LIVN,real,13,-0.0075689675,-0.0050779944,0.021583572,-0.008039347,0.0404273,0.0015491871,-0.059346203,0.016113322,0.0019736253,-0.0115378965,-0.003815065,-0.0010926975,-0.004016803,-0.00036596507,-0.006978908,0.029777076,-0.023896866,-0.11563255,0.014497447,-0.010802103
