ticker,series,t,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19
CIEN,real,13,-0.00078354497,-0.0062905652,0.025505133,0.00019221567,-0.010821361,-0.0225965,-0.016429942,0.014241542,-0.017276444,-0.013053418,-0.0034961472,0.018776063,-0.009548066,-0.0018387989,-0.01920158,-0.0045967484,-0.0006284695,0.0031384071,0.0031285882,-0.039070785
CIEN,halluc,13,5.1238574e-05,-0.005351392,0.026443437,0.0012694872,-0.009907076,-0.02173968,-0.015481257,0.015273607,-0.016366735,-0.012107457,-0.0025694002,0.01987286,-0.008627352,-0.00082021905,-0.018507062,-0.0036970591,0.0001618755,0.004032287,0.0040914025,-0.03814246
CLF,real,13,0.015851147,-0.01867468,0.006107607,0.024978172,-0.011948671,-0.0013879254,-0.0358191,-0.032677867,0.0019811792,-0.01646333,0.0030135633,0.008489439,0.014807772,0.003423823,0.0053567206,-0.03811399,0.0010085725,0.005027663,0.009483474,-0.02057789
CLF,halluc,13,0.014592344,-0.019928353,0.0048670517,0.023724396,-0.013219507,-0.0026448115,-0.037077658,-0.033918977,0.0007382296,-0.017687166,0.0017802082,0.0072518727,0.013555553,0.0021548113,0.0040945727,-0.039370857,-0.00020633824,0.0037745177,0.008202612,-0.02182505
CMC,real,13,-0.008529223,-0.0182074,0.0072122365,0.031558655,0.0005354751,0.009413088,-0.011199121,0.019473089,-0.013946734,-0.02265469,0.013905415,0.015128883,0.0026462039,-0.001234024,0.007381404,-0.0005254401,-0.026990274,0.0005398111,-0.058333665,-0.00592906
CMC,halluc,13,-0.009861571,-0.019540466,0.005878185,0.030219704,-0.0008063656,0.008076177,-0.012531561,0.018142642,-0.015279621,-0.023977935,0.012580481,0.0137961935,0.0013060833,-0.0025666356,0.0060489457,-0.0018642473,-0.028287144,-0.00080472487,-0.05967217,-0.007260291
CNO,real,13,0.006301714,-0.014235115,0.025556728,0.013495482,-0.03151399,-0.0011864743,-0.00079176563,0.007496583,0.008220834,-0.0050811134,0.013621538,0.008851319,-0.020515526,-0.0035259589,-0.0011780876,-0.0015729455,-0.031583678,0.016116384,0.016254075,0.020627312
CNO,halluc,13,0.005042103,-0.01550297,0.024335237,0.012220942,-0.03280675,-0.0024515516,-0.002061346,0.0062346277,0.0069425246,-0.006285586,0.012411098,0.0076335864,-0.02180145,-0.0048134057,-0.0024446547,-0.002865035,-0.03273585,0.014856931,0.014954962,0.019360103
CNX,real,13,0.018931864,0.0,0.012026602,-0.029110603,0.007357482,-0.005513031,-0.03691379,0.030752346,-0.01682807,0.013733048,0.014769499,-0.012292718,-0.0018570108,-0.0055918135,0.024616625,-0.046028025,-0.061022535,0.01610773,0.011912781,0.031728137
CNX,halluc,13,0.017036166,-0.0019003055,0.010157295,-0.031014614,0.005431125,-0.007410328,-0.038815532,0.02886394,-0.018730331,0.011879355,0.012913138,-0.014163103,-0.0037710906,-0.0075123496,0.022711813,-0.047951363,-0.06284735,0.014213274,0.009977324,0.029827777
CNXC,real,13,-0.018359624,0.009168462,0.011061588,0.032537296,0.032899912,-0.010223816,-0.022130169,0.011733323,-0.010642364,0.0012259078,-0.005117893,0.006138336,-0.016038727,-0.0029754718,-0.026544638,0.015604905,-0.031963427,-0.0015202523,0.004553841,-0.011752039
CNXC,halluc,13,-0.016881455,0.007664769,0.012542256,0.031282406,0.032697365,-0.008780636,-0.020984005,0.010770878,-0.01198504,-0.00019545935,-0.0062219026,0.0051289387,-0.017228158,-0.0026497464,-0.027512964,0.0144054135,-0.033052802,-0.0027071503,0.003309688,-0.01285158
COKE,real,13,-0.01179306,-0.018937614,0.0377206,0.02380763,0.013226465,-0.01832625,0.008850042,-0.016763521,-0.008862456,-0.004460857,-0.0053953393,0.037189167,-0.01206878,0.020959252,-0.010079306,0.017591523,-0.021551697,0.0016359533,0.09338525,-0.010866322
COKE,halluc,13,-0.011804907,-0.016887683,0.040096797,0.0261396,0.015511604,-0.017954832,0.011007313,-0.0145479385,-0.008533372,-0.002195262,-0.0053133504,0.036914643,-0.0121684205,0.021109158,-0.010764409,0.016409425,-0.022757005,0.0038757422,0.08656232,-0.012112988
COLM,real,13,0.008221477,0.013338592,0.032536115,0.015520227,-0.013332841,-0.027638888,-0.02436108,0.0015332386,-0.0097872885,-0.005318572,-0.0046770684,0.020220565,-0.0059243175,0.010725724,-0.013259741,0.0041831853,-0.03932178,0.001027808,0.003645897,0.0004548038
COLM,halluc,13,0.0071365414,0.011855593,0.03143456,0.01460516,-0.01387444,-0.028688796,-0.023210043,0.0008935317,-0.011108714,-0.0064250585,-0.005737214,0.019447254,-0.0046585286,0.009637972,-0.014312094,0.0030255201,-0.040619507,0.0002143617,0.0026789298,-0.0006801623
COTY,real,13,-0.010090902,-0.003047234,0.013138138,0.028700633,0.013566099,-0.016497219,-0.005888143,0.018528078,-0.018528078,0.016593842,0.0077145994,0.07046473,0.008912715,0.010591449,-0.014147008,-0.01615834,0.0036133735,0.008082666,0.01773096,-0.02041793
COTY,halluc,13,-0.010549573,-0.0044158357,0.014838887,0.028203364,0.012756616,-0.018188618,-0.007465746,0.018076245,-0.019969225,0.0149311945,0.006396615,0.066619605,0.0077506416,0.00981183,-0.01560675,-0.016932312,0.0021063604,0.00969797,0.016952239,-0.022011956
CR,real,13,-0.030915976,0.0045758616,0.017493159,0.009872596,0.011044204,0.00799432,0.0033470034,0.0038352557,-0.0050890693,-0.0110173095,0.0059862747,0.013940708,0.00016578249,0.00033148256,-0.005733532,0.0032447302,-0.028648011,0.005030492,0.005343751,-0.0011850348
CR,halluc,13,-0.030609624,0.0047823396,0.017784081,0.010150102,0.011200795,0.008044306,0.0034518063,0.004171328,-0.0050492277,-0.010681016,0.0063252444,0.014099972,0.00042206375,0.00066207285,-0.005634435,0.003201954,-0.0285331,0.005358359,0.005181622,-0.0021346246
CRI,real,13,0.009017417,0.008571131,0.01632541,0.01900972,0.003172554,-0.011563551,-0.038717635,-0.0029651616,-0.039755378,0.00012874138,-0.0036110433,0.018687345,-0.0076375115,0.008651454,-0.015575445,0.0015428131,-0.058050536,0.0014964975,0.0021727332,0.0013555647
CRI,halluc,13,0.010586705,0.008707874,0.01789672,0.020689085,0.0047598723,-0.010579071,-0.038330257,-0.0016117045,-0.038759436,0.0012353901,-0.0026568493,0.020260155,-0.006371243,0.008095379,-0.014440935,0.002746189,-0.059706908,0.0030135545,0.0039029084,0.001292712
CROX,real,13,0.0022279995,-0.027069323,0.030771662,0.02809788,0.0014362087,-0.02781101,-0.02700509,0.015295547,-0.03322677,-0.015903533,0.004520175,0.028640559,0.031361457,0.026119987,0.043063454,0.0020558124,-0.10201091,0.052984927,0.0023139848,-0.025099166
CROX,halluc,13,0.004778257,-0.024729216,0.033488456,0.030795377,0.0040700934,-0.02523555,-0.024639847,0.017761348,-0.030675475,-0.013556842,0.00700609,0.031153802,0.033743642,0.028219637,0.045320686,0.0045727524,-0.10034335,0.05525679,0.0047773533,-0.022380726
CRUS,real,13,-0.0042273947,-0.00963377,0.017296644,0.031043174,0.017541511,0.075973056,-9.7679906e-05,0.040958744,-0.014545023,-0.0012375652,-0.0045827846,0.015571905,-0.0027359794,0.001510432,-0.011765957,-0.011906045,-0.018227512,0.0012779557,0.009581614,-0.006736662
CRUS,halluc,13,-0.0027876808,-0.008241704,0.018873332,0.032442518,0.018882895,0.07193751,0.0012057237,0.0423955,-0.013159357,0.000100893434,-0.0031320867,0.017027827,-0.0012405538,0.0031243577,-0.010361329,-0.010424752,-0.016958008,0.0027311225,0.010915414,-0.0053612874
CSL,real,13,0.021602452,-0.015411751,0.02498465,0.018562201,0.0067466376,-0.026824776,-0.015084457,0.015882604,0.0022314321,0.009664973,0.0076965746,0.0066668214,-0.0012442167,0.014522676,-0.00073085306,0.024105798,-0.024567708,-0.010683284,-0.0010902155,0.0031894231
CSL,halluc,13,0.022682495,-0.014419226,0.024157831,0.019632839,0.006066837,-0.025566954,-0.014205797,0.014916528,0.0011142079,0.008403519,0.006730041,0.0060629314,-0.0023056134,0.015606558,-0.0019485634,0.02281722,-0.025736772,-0.0111623155,0.000110313296,0.0020748093
CUZ,real,13,0.042496145,-0.021768061,0.022497721,-0.008791265,0.033288166,-0.037343472,-0.024683377,-0.005315122,0.0037993966,-0.022628002,0.02490073,0.022077603,-0.012288369,0.0074655064,-0.027522942,-0.0061349887,-0.024135076,-0.0011827322,-0.00078926596,-0.011514917
CUZ,halluc,13,0.0439854,-0.020280328,0.023982447,-0.007304208,0.034774102,-0.03585687,-0.023200933,-0.0038273416,0.005275632,-0.021144127,0.02637465,0.023548497,-0.010802271,0.00895405,-0.026030632,-0.00465612,-0.022643615,0.0002863661,0.0007120494,-0.010029787
CVLT,real,13,0.03691289,-0.008103643,-0.007205219,0.019099737,0.039263155,-0.02036668,-0.015748356,0.016521571,-0.002941406,-0.004350535,-0.003900465,0.0021861347,-0.009088123,-0.00015741837,-0.0107630035,-0.008148962,-0.01113184,-0.012242053,-0.018899765,0.0
CVLT,halluc,13,0.03804382,-0.006984562,-0.0060622096,0.020229416,0.04039699,-0.01924812,-0.014628003,0.017653795,-0.0018123036,-0.0032468361,-0.0027644231,0.0033220982,-0.007966963,0.0009867845,-0.009626806,-0.0070190644,-0.010021018,-0.011117939,-0.017716885,0.0011495596
CW,real,13,-0.011781621,0.012089796,0.021520626,0.0025299694,0.007611436,0.012695946,0.0036483505,0.016023649,-0.015436451,-0.0118694,0.015502359,0.0024535588,-0.0063800737,0.007254888,0.0013398973,0.0149084,-0.013163402,0.035734393,0.0010088559,-0.0055613434
CW,halluc,13,-0.010823784,0.013058355,0.022497322,0.0034876803,0.008550806,0.013658037,0.0046065315,0.017001688,-0.014468708,-0.010900928,0.016487738,0.0034323153,-0.0054491106,0.00822057,0.002304527,0.015857857,-0.012201822,0.036655433,0.0019273495,-0.0046190685
DAN,real,13,0.028268397,-0.020690393,0.05204794,0.035205368,0.0063660694,-0.0037086133,-0.008528836,0.016459092,-0.0116526745,-0.011251124,-0.02897169,0.023027334,0.0048661893,0.013394254,-0.002131061,0.0053191623,-0.19373928,0.027938325,-0.011335134,-0.012105914
DAN,halluc,13,0.032012913,-0.01775847,0.05624212,0.039071504,0.010600044,0.00017652335,-0.008814584,0.019877404,-0.0111956885,-0.00737773,-0.024874493,0.027245302,0.0079706125,0.017686136,0.0016562389,0.009371822,-0.14784382,0.03189589,-0.00705812,-0.00908445
DAR,real,13,-0.023288516,-0.00291121,0.017039815,0.017495774,-0.0066929674,-0.008091144,-0.0010536615,-0.0051336363,-0.008971398,-0.013996999,0.017047176,0.024963703,0.0153282285,0.0014615612,-0.0110141365,-0.01742801,-0.023566274,0.025217803,0.013411018,-0.008771334
DAR,halluc,13,-0.022318281,-0.0018489524,0.018218357,0.01863203,-0.0054784804,-0.006992314,-4.412943e-05,-0.003960087,-0.007924336,-0.012896571,0.0181451,0.026103262,0.01635148,0.0025878637,-0.009823718,-0.016200565,-0.024903016,0.026117267,0.014516736,-0.0076755527
DCI,real,13,0.002597404,-0.0114137875,0.02221773,0.013224122,0.010705392,-0.002665623,-0.01343575,0.0061870585,-0.0023751096,-0.00382591,0.008429473,0.0111821,-0.0047095846,0.0045529553,-0.0021953904,0.008908397,-0.023934381,0.0023875856,0.0011122588,-0.00047653075
DCI,halluc,13,0.0033286773,-0.0107015055,0.022053653,0.01395083,0.010568882,-0.0026130928,-0.01287254,0.005965724,-0.0031573628,-0.0031539747,0.007752824,0.012068544,-0.0050396114,0.0053862673,-0.00221179,0.009401835,-0.024618676,0.003141852,0.0019372257,-0.0012156231
DECK,real,13,0.012955476,-0.014548116,0.016819807,0.002126492,-0.016617622,-0.016681213,0.0044788057,0.003334016,-0.006823833,0.014433512,-0.015012313,0.015962431,0.005044237,-0.01869347,-0.020620793,-0.004012856,-0.014661198,0.00780465,0.0035455315,-0.009549461
DECK,halluc,13,0.013357919,-0.015582867,0.017926807,0.0032200352,-0.016434135,-0.015756197,0.0034015318,0.0027674981,-0.007843065,0.013371801,-0.013935062,0.015342087,0.004057794,-0.018594502,-0.021717034,-0.004825722,-0.015692733,0.008395547,0.0029706731,-0.010561581
DEI,real,13,0.061422814,-0.027111951,0.045184735,0.016578237,0.038588148,-0.041528456,-0.027464414,-0.0012113873,0.0012113876,-0.026995506,0.004343786,0.0018558619,-0.01118719,0.0062305494,-0.027071217,-0.01608269,-0.032292757,-0.014845077,0.0013586958,-0.020576859
DEI,halluc,13,0.063255504,-0.02530229,0.04701613,0.018408889,0.04044808,-0.0397123,-0.025643773,0.00062685274,0.0030331928,-0.025180446,0.0061855153,0.0037258775,-0.009340614,0.0080794245,-0.025234818,-0.014229719,-0.030472085,-0.013031667,0.003228684,-0.018759383
DKS,real,13,0.0019031011,0.0055301134,0.029727828,0.028349305,-0.0032016705,0.012303743,-0.006800233,-0.0037897127,-0.017574618,-0.016732635,-0.003937165,0.0046303524,-0.0034707529,0.015866658,-0.011395481,0.0010762608,-0.003926253,-0.0025487558,0.0050140885,-0.013089295
DKS,halluc,13,0.0027035258,0.0062867356,0.03061801,0.029219374,-0.002337993,0.013228351,-0.0059989085,-0.0028958076,-0.016669715,-0.015885387,-0.0031120721,0.005491033,-0.0026467678,0.01666239,-0.01056223,0.0018504042,-0.0037293802,-0.0017562073,0.0056880764,-0.0121803535
DT,real,13,-0.0036544027,-0.005506767,0.010463083,0.14754927,0.039186172,0.0190319,-0.018816035,0.034786116,-0.08434282,0.0004535145,-0.017379813,0.0041436525,0.019113211,-0.0015788884,-0.012036026,-0.02451557,-0.00492901,0.013090416,0.0074040135,-0.010194712
DT,halluc,13,-0.00059274305,-0.0025675762,0.013515735,0.12868917,0.042225372,0.022031311,-0.015785523,0.03783751,-0.08130078,0.0034784717,-0.01432974,0.0071830344,0.022120219,0.0014935606,-0.008990729,-0.021480273,-0.0019182847,0.016057268,0.010465703,-0.0071411543
DY,real,13,0.009426365,-0.00021570316,0.028287722,0.00031451462,-0.036289997,-0.011698598,-0.03730898,-0.0014851207,-0.049207535,-0.02320459,0.01136584,0.019733524,-0.010058761,-0.033034563,-0.0011201694,0.032347832,-0.025274528,0.005303089,0.03552385,0.010039652
DY,halluc,13,0.011050615,0.0010310565,0.030376682,0.0021111015,-0.03429332,-0.010021606,-0.03676687,0.00028295396,-0.04764446,-0.022021784,0.013122093,0.021757502,-0.009007797,-0.030927058,-0.0006136957,0.03361124,-0.027399069,0.0067461706,0.033510473,0.007951915
EEFT,real,13,-0.008473493,-0.0072819134,0.016554449,0.024285594,0.026497278,-0.0117942905,-0.031913914,0.033789925,-0.06830547,0.027440883,0.0038088534,-0.0046967166,-0.015486144,0.012995926,-0.008585279,-0.010473191,-0.01076751,-0.013299052,-0.0028862737,-0.0020533889
EEFT,halluc,13,-0.0069362344,-0.00587915,0.018300764,0.025907101,0.02806139,-0.010235772,-0.030349577,0.034819204,-0.067091584,0.028674789,0.0050865,-0.002938454,-0.013843295,0.014516025,-0.0072933948,-0.008637169,-0.010151284,-0.011605598,-0.0014967186,-0.0008859788
EGP,real,13,0.01060291,-0.013721728,0.010635857,0.0142808985,0.018173344,-0.017002178,0.004379696,0.0006989747,-0.008772499,-0.013602432,-0.0039974996,0.011058377,0.00059108634,-0.0019519127,-0.01479211,-0.0022257657,-0.012483497,-0.0024421527,0.009672491,-0.011263094
EGP,halluc,13,0.011261093,-0.013088818,0.011070496,0.014897814,0.018723322,-0.016395468,0.0049712188,0.001502622,-0.007945712,-0.012953771,-0.003362489,0.011487925,0.0012854891,-0.0012809339,-0.014141258,-0.0014599704,-0.011739159,-0.002054797,0.010286679,-0.0106414305
ENR,real,13,-0.0041045346,-0.00936646,0.026493425,0.009122683,0.0029337266,-0.008021434,-0.050375313,-0.0019782402,-0.012238662,0.0020025754,0.014470391,0.0159288,-0.009470823,0.0036317958,-0.004751931,0.02511303,-0.007745544,-0.00027773922,0.0044345967,-0.0024920409
ENR,halluc,13,-0.002838988,-0.008187737,0.026745832,0.010410823,0.002772817,-0.0066157426,-0.046969235,-0.0029845093,-0.013175948,0.00060727587,0.013198491,0.017155096,-0.010299628,0.0049904063,-0.005966473,0.023843145,-0.00912148,-0.0007282379,0.0031894664,-0.003550865
ENS,real,13,0.0050006355,-0.020536156,0.055218883,0.018970922,0.01489851,-0.0015148874,0.009401729,0.004955354,-0.009239009,0.05353582,-0.0067310594,0.026009552,-0.008123523,0.003907527,-0.009360103,-0.0049328683,-0.03762199,0.0060292543,0.015306995,-0.019170638
ENS,halluc,13,0.0038849139,-0.02202518,0.05407536,0.017829046,0.01371428,-0.0031800233,0.0077359774,0.0035715755,-0.010515767,0.05200641,-0.008197105,0.02502056,-0.009547151,0.0026517923,-0.010847162,-0.0063504633,-0.03909891,0.0045205695,0.013842424,-0.020470964
ENV,real,13,0.0043803407,-0.012435708,-0.008120784,0.026417203,0.028362317,-0.010983489,-0.003983775,0.019762043,-0.016514808,-0.009178451,-0.008063355,0.008212066,-0.004620323,-0.018697772,-0.005341485,-0.0036792927,-0.026614286,-0.011740576,0.0050939303,-0.01972324
ENV,halluc,13,0.004953295,-0.011905931,-0.007888244,0.026911894,0.028779948,-0.010452649,-0.0034645402,0.0204332,-0.015838698,-0.008662263,-0.0075295223,0.008488279,-0.004080635,-0.01817096,-0.004798483,-0.0030765713,-0.025986772,-0.011512492,0.0055705803,-0.019224806
EPR,real,13,0.015346778,-0.0148485415,0.016615622,0.0042283363,0.019729085,-0.019026097,0.0065374975,0.0037166127,-0.008381888,-0.015789181,0.0071006217,0.01614259,-0.011906293,0.012834151,-0.014714736,-0.004480611,-0.016202403,0.00072037464,0.01121864,-0.028896786
EPR,halluc,13,0.016343549,-0.01386518,0.01761212,0.0052298415,0.020712681,-0.018051704,0.007507944,0.004662971,-0.0074037528,-0.014811171,0.008034712,0.017088188,-0.010894963,0.013822738,-0.013723423,-0.0034808498,-0.015231897,0.001676693,0.012187654,-0.028003955
ESNT,real,13,0.0065405513,-0.006540551,0.03137512,0.005887698,0.0004514673,-0.0029381872,-0.028934278,0.013652878,-0.012488599,-0.012646538,-0.0023596047,0.02657499,0.0041322373,0.0022883303,-0.009415616,0.0036849417,-0.02750115,0.0035381566,0.013331971,-0.003491217
ESNT,halluc,13,0.007411892,-0.0056443824,0.030603858,0.0069831437,-0.0003687843,-0.004233046,-0.027848937,0.013233391,-0.01364014,-0.011683204,-0.0027014222,0.025479823,0.0031485206,0.003256318,-0.008756605,0.004763447,-0.02855677,0.0037718434,0.014332449,-0.0045814957
ETRN,real,13,-0.004140793,-0.018144252,0.020906687,-0.023727562,0.019581046,-0.01568105,-0.027678385,0.016117565,-4.656613e-10,-0.032499168,0.025205187,-0.019217148,0.007434977,-0.011922644,-0.010550211,-0.016807117,-0.061973758,0.017872121,-0.0016116044,0.0048270402
ETRN,halluc,13,-0.0057484386,-0.019759394,0.019313812,-0.02534508,0.017940916,-0.017295236,-0.029295515,0.014510573,-0.0016245474,-0.034073506,0.02362131,-0.020807145,0.0058033364,-0.013554977,-0.012170302,-0.018445024,-0.06353842,0.01625947,-0.003256431,0.0032095034
EVR,real,13,0.0019587108,-0.0059664175,0.021884758,0.015062023,0.006881715,0.011539166,-0.0020881505,-0.006215619,-0.011028134,-0.014228037,0.0073687774,0.03501748,0.0055230446,-0.019652825,-0.022418387,0.001377727,-0.03423393,-0.0019014424,0.010630888,-0.0012634239
EVR,halluc,13,0.0028566492,-0.0053107585,0.020902451,0.016345998,0.00600864,0.010210674,-0.00229587,-0.006958936,-0.012241895,-0.014730182,0.00688308,0.033998255,0.004254996,-0.018407742,-0.022937791,0.0005861288,-0.03541622,-0.0031304683,0.009602878,-0.002361087
EWBC,real,13,0.017534986,-0.0104574375,0.043867253,0.017547632,-0.012719773,0.00063736853,-0.0022965053,0.021106629,-0.0135988,-0.012245051,-0.0038575332,0.0060368814,-0.00346354,0.008445348,-0.008830927,0.0047451193,-0.023429977,-0.0074936254,0.0071006212,0.0066601615
EWBC,halluc,13,0.017307749,-0.010690217,0.043644436,0.017310541,-0.012968365,0.00040624652,-0.002525328,0.020882955,-0.013833933,-0.012452291,-0.0040649846,0.005823914,-0.0037076997,0.008207621,-0.0090559,0.0044991756,-0.02356866,-0.0077358596,0.006855211,0.0064347824
EXEL,real,13,-0.013644327,-0.0045897956,0.013139292,-0.0034110323,0.002843334,-0.0034129724,-0.016083058,0.0011574074,0.026820438,-0.010186845,-0.0017079423,0.007945558,0.021806845,-0.017294712,-0.014739495,-0.0011428572,-0.0022896403,-0.0045950683,0.0034482793,-0.017361546
EXEL,halluc,13,-0.012715337,-0.0038645105,0.014014827,-0.0024808457,0.0037819508,-0.0026504663,-0.015206186,0.002065383,0.02777839,-0.009360002,-0.00087797805,0.008810949,0.022616105,-0.016337672,-0.013915243,-0.0002771801,-0.0016007713,-0.003755419,0.004209471,-0.016516156
EXLS,real,13,-0.010997479,-0.007320418,0.010784795,-0.00753122,0.022252342,-0.0066064214,-0.014524414,0.011613034,0.006335942,-0.0019139871,0.005269113,0.014618887,-0.016584318,-0.0045817103,-0.008523111,-0.00023453526,-0.005999312,0.0035333645,0.010932905,-0.020739222
EXLS,halluc,13,-0.010193317,-0.006576407,0.011622452,-0.0067064054,0.023093788,-0.0058934866,-0.013768106,0.012373079,0.007045201,-0.0012231598,0.006034772,0.015362006,-0.01581806,-0.0037930063,-0.00776653,0.00057048013,-0.005444157,0.0042757,0.011643146,-0.01993074
FAF,real,13,-0.003417694,-0.015939867,0.024543118,0.01619274,0.014054712,-0.014691047,-0.020417074,0.0016228501,-0.002110219,-0.067207016,0.04502587,0.019088944,-0.0034288547,-0.0016369296,-0.023873813,0.007022266,-0.02548016,-0.0034240745,-0.03153297,0.0001769755
FAF,halluc,13,-0.005013651,-0.0175385,0.022948507,0.014594236,0.012449941,-0.016287992,-0.022014929,3.094133e-05,-0.0037101964,-0.06879595,0.043437842,0.017495088,-0.0050309477,-0.0032362905,-0.025470091,0.0054211817,-0.027061548,-0.0050285966,-0.033137247,-0.0014209363
FFIN,real,13,0.014123308,-0.0097786235,0.029053597,0.016151842,0.033146203,-0.0075107645,-0.012462908,0.032191623,-0.0029081316,-0.0066410135,-0.0042735115,0.007732341,-0.0018609604,0.017148554,-0.0150220245,0.013451344,-0.021449255,-0.0021436238,0.0058839433,-0.0096463775
FFIN,halluc,13,0.015281912,-0.008678347,0.030256245,0.017405208,0.034421712,-0.0063790735,-0.011372459,0.03334821,-0.001847792,-0.005548112,-0.00305979,0.008937772,-0.00066218944,0.018361213,-0.013827451,0.014605189,-0.02035457,-0.0010324544,0.0070510656,-0.0085272705
FHI,real,13,0.011440583,-0.006484266,0.022386115,0.026614677,0.0009905895,0.006906786,-0.009881503,0.0042399075,-0.015550852,-0.0119518265,0.019004753,0.025035389,-0.012315427,-0.010713943,0.0012517213,0.00025015627,-0.017663846,-0.011779905,0.000772499,0.0010290713
FHI,halluc,13,0.012259363,-0.0055910135,0.023256864,0.027464353,0.002072879,0.0076327943,-0.009061725,0.005082177,-0.014605107,-0.011125342,0.019928666,0.025968732,-0.011392016,-0.009646465,0.0016625006,0.0013681313,-0.017772118,-0.010751866,0.001899281,-0.00017311098
FIVE,real,13,0.008125945,-0.011021949,0.02070701,0.0061697373,0.012126828,-0.00529366,-0.002406378,-0.0045780484,0.003623922,0.006360357,0.006617763,0.026283173,-0.0027572883,0.009353523,-0.003461209,0.013440999,-0.013826318,-0.002749706,-0.0023698413,0.0026113465
FIVE,halluc,13,0.008965703,-0.010153412,0.021586256,0.0070488085,0.0129879275,-0.005654048,-0.0032844495,-0.0053514363,0.003365276,0.0057028313,0.005982375,0.026150627,-0.0035109634,0.008987758,-0.0036367227,0.012663403,-0.014643222,-0.0018720494,-0.0015919309,0.001831669
FLO,real,13,-0.00037460215,0.011918205,0.02486417,-0.0010840108,-0.002171554,-0.0025394533,0.010838256,-0.009749129,-0.0036350458,-0.0054774648,0.007660078,0.012278955,-0.0104637435,0.008307796,-0.0057720216,0.0239511,0.0,0.003526097,0.007015111,-0.009834993
FLO,halluc,13,-0.00041140616,0.012061873,0.024224875,-0.0009623405,-0.0020523064,-0.002518376,0.010857852,-0.008907936,-0.0028137423,-0.0053425496,0.00770278,0.011626668,-0.009668171,0.008549175,-0.0057905326,0.024757346,9.724777e-05,0.0034960692,0.0063776043,-0.0103175705
FLR,real,13,0.02051908,-0.032869995,0.014802903,0.013245228,-0.029429918,0.002485846,-0.0069204434,0.0030508973,-0.015629679,-0.009042164,0.01157061,0.012270093,0.008555316,0.010116287,-0.0073720473,0.0043751784,-0.0019117855,-0.026594365,0.025226563,-0.021303892
FLR,halluc,13,0.01906781,-0.034322895,0.013344461,0.0117922835,-0.030878471,0.0010335462,-0.008371303,0.0015975179,-0.01708164,-0.010500225,0.010114019,0.010813052,0.007103295,0.008670733,-0.008821296,0.0029266784,-0.003365814,-0.028052561,0.023784082,-0.022754686
FLS,real,13,0.002699057,0.016926907,0.013454429,0.015280678,-0.0057388972,0.0057388963,-0.015861906,0.019859625,-0.018407194,-0.019936163,0.081567705,-0.012081422,-0.009715552,0.024794659,-0.018676732,-0.00500279,-0.029118666,-0.019699363,0.033091787,-0.011386404
FLS,halluc,13,0.0006758566,0.014908953,0.011498441,0.013265441,-0.007784823,0.0037128963,-0.017892888,0.017849626,-0.020427898,-0.021882711,0.075821415,-0.01406249,-0.011742727,0.022736335,-0.020718124,-0.007052309,-0.03114132,-0.021654483,0.031018887,-0.013429947
FOXF,real,13,0.045653682,-0.007818374,0.040613845,0.010613307,0.042486303,-0.008467452,-0.0032446496,-0.011111226,-0.010737693,-0.0049115606,-0.017680205,0.025079949,0.0040507643,0.02130432,-0.009412598,0.0005705204,-0.022078497,0.0020803004,0.018122409,-0.08836294
FOXF,halluc,13,0.047515832,-0.006074471,0.042462382,0.012580605,0.04430185,-0.006774675,-0.001371943,-0.009222535,-0.008932661,-0.0032426147,-0.015743094,0.026924353,0.0058766976,0.023238044,-0.007665421,0.0024064013,-0.020423435,0.0039949385,0.019938469,-0.08299891
FR,real,13,0.008305069,-0.014770199,0.01758578,0.013035566,0.016332136,-0.020968212,-0.0018604656,-0.0056022555,0.005788458,-0.0054139965,-0.0039388593,0.005809067,0.0033575855,0.019729597,-0.014158552,-0.0022246952,-0.0096979495,-0.01055021,0.008298803,-0.0136159435
FR,halluc,13,0.009139764,-0.013990842,0.018380597,0.013842876,0.017136948,-0.020158986,-0.0010569063,-0.0047874576,0.0065425728,-0.004637073,-0.0031309202,0.0066277334,0.0041243522,0.020503271,-0.013335627,-0.0014417837,-0.008974362,-0.009765988,0.009157868,-0.012851186
FULT,real,13,0.00061823823,-0.0030950191,0.036522623,0.010701647,0.01990698,0.00173762,-0.0011580777,0.0017366142,-0.002316156,-0.01283565,0.016307874,0.0063346024,-0.0057570687,0.008623221,-0.0155757405,0.009835197,-0.008673081,-0.0034904047,0.0005825809,0.0034883758
FULT,halluc,13,0.0014996595,-0.0022675982,0.037364572,0.011604067,0.020826953,0.0025777575,-0.0003325378,0.0026396872,-0.001480218,-0.012007946,0.017156377,0.007283962,-0.004860575,0.0095056845,-0.014699241,0.010728204,-0.007859519,-0.0026150984,0.0014801444,0.0043456373
FYBR,real,13,0.022196574,-0.011549041,0.011549043,0.020391814,0.010533343,-0.008880177,-0.008626464,-0.0010001666,-0.022260616,-0.023814758,-0.002798183,-0.004563813,0.0024600262,0.006646868,-0.009106893,-0.015245819,-0.02057463,0.014122995,0.0068088425,-0.06263557
