avg_epoch_s,eval_acc,eval_g_neg,eval_g_pos,eval_neg_mode_effective,eval_objective,eval_sc_acc,eval_sc_gap,eval_sc_loss,eval_sc_neg,eval_sc_pos,eval_sep,goodness_target,goodness_temp,graphs_per_s,hall_lr,hall_node_fraction,hall_steps,layerwise_hall_corr,layerwise_hall_mean,layerwise_hall_std,layerwise_neg_mode,layerwise_noise_std,mode,neg_gate_margin,neg_mix_end,neg_mode,neg_mode_effective,score
1.0556091170000552,0.6944837340876945,2.0756396849950156,3.862278620402018,shuffle,ff,,,,,,1.7866389354070025,3.993000000000001,0.12800000000000003,2675.373249451142,0.048999999999999995,0.1,12,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,1.3,0.5,self_contrastive,shuffle,0.5480588860460243
0.8782691013333684,1.0,0.28035787989695865,0.994682768980662,self_contrastive,self_contrastive,1.0,0.7143248890837033,1.5880867838859558,0.28035787989695865,0.994682768980662,0.7143248890837033,3.993000000000001,0.12800000000000003,3215.448045508609,0.048999999999999995,0.1,12,0.0,0.006,0.006,shuffle,0.05,ff_e2e,1.3,0.5,self_contrastive,self_contrastive,0.3412959941751587
1.0493024700000053,0.6838755304101839,1.920588990052541,3.441931168238322,shuffle,ff,,,,,,1.5213421781857808,3.630000000000001,0.12800000000000003,2691.3734655336266,0.048999999999999995,0.1,10,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,1.3,0.6,self_contrastive,shuffle,0.4254091356445129
0.8793431766666799,1.0,0.2782847185929616,0.9948769807815552,self_contrastive,self_contrastive,1.0,0.7165922621885936,1.5798677206039429,0.2782847185929616,0.9948769807815552,0.7165922621885936,3.630000000000001,0.12800000000000003,3211.5148929561833,0.048999999999999995,0.1,10,0.0,0.006,0.006,shuffle,0.05,ff_e2e,1.3,0.6,self_contrastive,self_contrastive,0.3400365286497102
1.049624670666617,0.6803394625176803,1.9379691084225972,3.4768365224202475,shuffle,ff,,,,,,1.5388674139976504,3.630000000000001,0.16000000000000003,2690.522578895203,0.024499999999999997,0.1,10,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.7,0.5,self_contrastive,shuffle,0.43363651769144096
0.8735221296666774,1.0,0.27822527041037876,0.9949549734592438,self_contrastive,self_contrastive,1.0,0.7167297030488651,1.5801180005073547,0.27822527041037876,0.9949549734592438,0.7167297030488651,3.630000000000001,0.16000000000000003,3232.8895864388537,0.024499999999999997,0.1,10,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.7,0.5,self_contrastive,self_contrastive,0.35309801349086534
1.0538774139999987,0.7312588401697313,2.0966559847195945,4.109854698181152,shuffle,ff,,,,,,2.013198713461558,3.993000000000001,0.12800000000000003,2679.6998161240704,0.024499999999999997,0.25,12,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.7,0.35,self_contrastive,shuffle,0.6637358794824422
0.8770907063333956,1.0,0.2749081725875537,0.9948398172855377,self_contrastive,self_contrastive,1.0,0.719931644697984,1.5672803322474163,0.2749081725875537,0.9948398172855377,0.719931644697984,3.993000000000001,0.12800000000000003,3219.763590731983,0.024499999999999997,0.25,12,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.7,0.35,self_contrastive,self_contrastive,0.3467168737035719
1.0517976553333028,0.6393210749646393,2.1711254715919495,3.624889532725016,shuffle,ff,,,,,,1.4537640611330667,3.993000000000001,0.16000000000000003,2684.9474264253017,0.024499999999999997,0.1,10,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.7,0.35,self_contrastive,shuffle,0.387783376781727
0.8869476356666534,1.0,0.27141637603441876,0.9948621888955435,self_contrastive,self_contrastive,1.0,0.7234458128611247,1.5522231062253316,0.27141637603441876,0.9948621888955435,0.7234458128611247,3.993000000000001,0.16000000000000003,3183.9648889939454,0.024499999999999997,0.1,10,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.7,0.35,self_contrastive,self_contrastive,0.3267096055527066
1.0590677896667937,0.6619519094766619,2.002431054910024,3.402326464653015,shuffle,ff,,,,,,1.399895409742991,3.630000000000001,0.16000000000000003,2666.6049531610347,0.024499999999999997,0.25,10,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.7,0.6,self_contrastive,shuffle,0.34975468930730697
0.8891187060000144,1.0,0.2789367859562238,0.9949913918972015,self_contrastive,self_contrastive,1.0,0.7160546059409778,1.5799239873886108,0.2789367859562238,0.9949913918972015,0.7160546059409778,3.630000000000001,0.16000000000000003,3176.1847560228653,0.024499999999999997,0.25,10,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.7,0.6,self_contrastive,self_contrastive,0.3182923364375364
1.061097519333316,0.727015558698727,1.9146570364634197,3.104366421699524,shuffle,ff,,,,,,1.1897093852361043,3.0855000000000006,0.19200000000000003,2661.5126989245855,0.024499999999999997,0.25,8,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,1.3,0.5,self_contrastive,shuffle,0.24178230973261716
0.8856018056666622,1.0,0.28222332149744034,0.9950126111507416,self_contrastive,self_contrastive,1.0,0.7127892896533012,1.5948988199234009,0.28222332149744034,0.9950126111507416,0.7127892896533012,3.0855000000000006,0.19200000000000003,3188.8070282185604,0.024499999999999997,0.25,8,0.0,0.006,0.006,shuffle,0.05,ff_e2e,1.3,0.5,self_contrastive,self_contrastive,0.324335658677689
