scenario_id,graph_index,date,ticker,series,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19
63,2523,2022-01-28,UBSI,halluc,-0.0024749085,0.01692642,0.02407177,-0.011696041,0.027948039,0.011118408,0.012266956,0.0010154864,-0.014568949,0.0107555445,0.0005092947,-0.009207226,-0.021293975,-0.029566675,-0.011692859,0.020306643,0.00026798877,-0.022765212,-0.035718087,-0.000852636
63,2523,2022-01-28,UE,real,0.007985137,0.0183877,0.020608664,-0.01334722,0.0036110436,0.0051361183,-0.00051242637,-0.0020523353,-0.0025713565,0.01735623,-0.014271394,-0.016563525,-0.024836153,-0.02546873,-0.0010982978,0.0049328683,0.00054659747,-0.0076796864,-0.015538603,0.02812427
63,2523,2022-01-28,UE,halluc,0.0057624686,0.015264601,0.021349985,-0.015597631,0.007818286,0.0049646487,-0.00012052542,-0.00066414964,-0.0018726876,0.016833425,-0.012718825,-0.017421197,-0.023968311,-0.024040658,-0.005754159,0.0063216356,0.00049762434,-0.007958397,-0.015560543,0.028063212
63,2523,2022-01-28,UGI,real,0.0017444402,-0.0054615103,0.0021881848,0.0063187922,-0.013778239,-0.0128547875,0.007112722,0.001549187,0.014053811,-0.0010908695,0.009775249,0.0015120426,-0.005627721,-0.007844887,-0.01055651,-0.018295914,-0.0011265068,0.007411601,-0.009894392,0.01614023
63,2523,2022-01-28,UGI,halluc,0.0017444402,-0.0054615103,0.0021881848,0.0063187922,-0.013778239,-0.0128547875,0.007112722,0.001549187,0.014053811,-0.0010908695,0.009775249,0.0015120426,-0.005627721,-0.007844887,-0.01055651,-0.018295914,-0.0011265068,0.007411601,-0.009894392,0.01614023
63,2523,2022-01-28,UMBF,real,-0.0068374733,0.009633895,0.006494734,-0.016880792,0.0348448,-0.005008434,-0.005951581,0.006864073,0.0017314446,0.0065341913,0.0077491836,-0.019029208,-0.050470285,-0.027211903,-0.0060495054,0.026600184,-0.017490309,-0.05324066,-0.00083203334,0.021716492
63,2523,2022-01-28,UMBF,halluc,-0.0068374733,0.009633895,0.006494734,-0.016880792,0.0348448,-0.005008434,-0.005951581,0.006864073,0.0017314446,0.0065341913,0.0077491836,-0.019029208,-0.050470285,-0.027211903,-0.0060495054,0.026600184,-0.017490309,-0.05324066,-0.00083203334,0.021716492
63,2523,2022-01-28,UMPQ,real,0.0031088106,0.0077300044,0.0071611553,-0.0020408172,0.04396312,-0.0009779949,0.019860182,0.0071684895,0.014184634,0.00046937342,-0.0070638396,-0.0080664735,-0.028021155,-0.013813736,0.0059435535,0.008360019,0.02753132,-0.017784653,-0.031029329,0.0074757384
63,2523,2022-01-28,UMPQ,halluc,0.0031088106,0.0077300044,0.0071611553,-0.0020408172,0.04396312,-0.0009779949,0.019860182,0.0071684895,0.014184634,0.00046937342,-0.0070638396,-0.0080664735,-0.028021155,-0.013813736,0.0059435535,0.008360019,0.02753132,-0.017784653,-0.031029329,0.0074757384
63,2523,2022-01-28,UNM,real,-0.0012158056,0.0256219,0.034955017,0.0015255534,0.031879693,0.029103547,-0.017725188,0.0036429912,-0.007299303,0.016349139,0.0125337355,-0.01578225,-0.02563304,-0.010814948,-0.037048347,-0.0019474205,0.020834086,0.0026692105,-0.024962297,-0.013118853
63,2523,2022-01-28,UNM,halluc,-0.0012158056,0.0256219,0.034955017,0.0015255534,0.031879693,0.029103547,-0.017725188,0.0036429912,-0.007299303,0.016349139,0.0125337355,-0.01578225,-0.02563304,-0.010814948,-0.037048347,-0.0019474205,0.020834086,0.0026692105,-0.024962297,-0.013118853
