amp,amp_dtype,avg_epoch_s,composite_econ_metric,composite_sep_metric,critic_dropout,critic_ensemble_seed_stride,critic_ensemble_size,critic_hidden_dim,critic_num_layers,critic_positive_activation,distance_forward_interval,distance_forward_max_graphs,early_stop_best_metric,early_stop_enabled,early_stop_epoch,early_stop_eval_every,early_stop_metric_name,early_stop_min_epochs,early_stop_patience,early_stop_rank_mode,early_stop_triggered,econ_ann_return_uplift,econ_avg_cost_bps_applied,econ_bh_ann_return,econ_bh_ann_vol,econ_bh_calmar,econ_bh_cvar_95_daily,econ_bh_hit_rate_daily,econ_bh_max_drawdown,econ_bh_max_drawdown_duration_days,econ_bh_sharpe,econ_bh_sortino,econ_bh_total_return,econ_calmar_uplift,econ_cvar_95_daily_delta,econ_eval_topk,econ_hit_rate_delta,econ_max_drawdown_delta,econ_max_drawdown_duration_delta,econ_num_days,econ_pre_rank_metric,econ_pre_rank_value,econ_regime_confidence_mean,econ_regime_confidence_temp,econ_regime_exposure_mean,econ_regime_gate_enabled,econ_regime_high_count,econ_regime_high_quantile,econ_regime_low_count,econ_regime_low_quantile,econ_regime_mid_count,econ_regime_min_confidence,econ_regime_neutral_exposure,econ_regime_threshold_quantile,econ_regime_threshold_window,econ_regime_thresholding_enabled,econ_regime_vol_window,econ_sharpe_uplift,econ_signal_quantile,econ_signal_window,econ_slippage_bps,econ_slippage_vol_lookback,econ_slippage_vol_scale,econ_sortino_uplift,econ_strategy_ann_return,econ_strategy_ann_vol,econ_strategy_calmar,econ_strategy_cvar_95_daily,econ_strategy_hit_rate_daily,econ_strategy_max_drawdown,econ_strategy_max_drawdown_duration_days,econ_strategy_sharpe,econ_strategy_sortino,econ_strategy_total_return,econ_ticker_effective,econ_ticker_requested,econ_ticker_rows,econ_ticker_source,econ_turnover_cost_bps,econ_turnover_mean_daily,econ_weight,epochs_run,epochs_target,eval_acc,eval_acc_agg,eval_acc_agg_max,eval_acc_agg_mean,eval_acc_agg_median,eval_acc_agg_min,eval_acc_agg_std,eval_auprc,eval_auroc,eval_brier,eval_ece,eval_g_neg,eval_g_pos,eval_neg_aggregate_count,eval_neg_aggregate_include_base,eval_neg_aggregate_mode,eval_neg_eval_topk,eval_neg_mode,eval_neg_mode_effective,eval_neg_modes_aggregated,eval_neg_modes_configured,eval_neg_modes_enabled,eval_neg_modes_reported,eval_neg_modes_skipped,eval_neg_topk_enabled,eval_objective,eval_sc_acc,eval_sc_gap,eval_sc_loss,eval_sc_neg,eval_sc_pos,eval_sc_view_mode,eval_sc_view_noise_std,eval_sep,eval_sep_agg,eval_sep_agg_max,eval_sep_agg_mean,eval_sep_agg_median,eval_sep_agg_min,eval_sep_agg_std,ff_block_size,ff_blockwise,fused_optimizer,goodness_target,goodness_temp,graphs_per_s,hall_attack_edge_drop_prob,hall_attack_hub_fraction,hall_attack_hub_weight_scale,hall_attack_noise_mult,hall_attack_sign_flip_prob,hall_attack_timeflip_prob,hall_lr,hall_node_fraction,hall_steps,layerwise_hall_corr,layerwise_hall_mean,layerwise_hall_std,layerwise_neg_mode,layerwise_noise_std,mode,neg_mix_end,neg_mode,neg_mode_effective,objective_track,primary_eval_metric,primary_eval_metric_name,primary_eval_metric_robust,primary_eval_metric_robust_name,rank_base_metric,rank_base_value,rank_gate_failed,rank_gate_reasons,rank_metric,rank_mode,rank_value,residual_edge_detach_features,residual_edge_hidden_dim,residual_edge_max_delta,residual_edge_weight_enabled,score,self_contrastive_ff_neg_mode,self_contrastive_ff_noise_std,self_contrastive_ff_target,self_contrastive_ff_weight,self_contrastive_max_graphs,sep_weight,sequence_critic_dropout,sequence_critic_enabled,sequence_critic_force_chrono,sequence_critic_hidden_dim,sequence_critic_num_layers,sequence_critic_positive_activation,sequence_critic_weight,speed_weight,successive_halving_enabled,successive_halving_pruned,successive_halving_pruned_stage,successive_halving_rank_metric,successive_halving_rank_value,successive_halving_stage,successive_halving_stage_epochs,successive_halving_stage_frac,successive_halving_target_epochs
True,float16,1.693388959999993,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,3,1,,3,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.55,126,True,21,,,,,,,,,,,,,,,,,,AAON,"SPY,MDY,AUTO",6546.0,auto_max_rows,,,0.62,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,nan,nan,nan,0.7679749429225922,0.9999911983807882,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,0,self_contrastive,1.0,0.23201625545819604,3.300524353981018,0.7679749429225922,0.9999911983807882,noise,0.05,0.23201625545819604,0.23201625545819604,0.23201625545819604,0.23201625545819604,0.23201625545819604,0.23201625545819604,0.0,2,True,True,2.0,0.052428800000000025,1674.3154279573341,0.2,0.2,0.5,3.0,0.2,0.5,0.025,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.6,mix,mix,encoder,0.23201625545819604,eval_sc_gap,0.23201625545819604,eval_sc_gap,primary_eval_metric_robust,0.23201625545819604,1,"successive_halving_pruned,econ_not_evaluated",primary_eval_metric_robust,finance_first,-999999.7679837445,True,32,0.25,False,0.042534416164157554,shuffle+noise,0.05,2.697421237500001,0.1,96,0.28,0.0,False,True,128,1,softplus,0.0,0.1,1,1,1,primary_eval_metric_robust,0.23201625545819604,1,3,0.3,10
True,float16,1.749194392833412,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,7,1,,7,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.55,126,True,21,,,,,,,,,,,,,,,,,,AAON,"SPY,MDY,AUTO",6546.0,auto_max_rows,,,0.62,7,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,nan,nan,nan,0.18600055575370789,0.9999423821767172,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,0,self_contrastive,1.0,0.8139418264230093,0.5445125500361124,0.18600055575370789,0.9999423821767172,noise,0.05,0.8139418264230093,0.8139418264230093,0.8139418264230093,0.8139418264230093,0.8139418264230093,0.8139418264230093,0.0,2,True,True,2.0,0.052428800000000025,1615.8128545941554,0.2,0.2,0.5,3.0,0.2,0.5,0.025,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.6,self_contrastive,self_contrastive,encoder,0.8139418264230093,eval_sc_gap,0.8139418264230093,eval_sc_gap,primary_eval_metric_robust,0.8139418264230093,1,"successive_halving_pruned,econ_not_evaluated",primary_eval_metric_robust,finance_first,-999999.1860581735,True,32,0.25,False,0.2720023771752675,shuffle+noise,0.05,2.697421237500001,0.1,96,0.28,0.0,False,True,128,1,softplus,0.0,0.1,1,1,2,primary_eval_metric_robust,0.8139418264230093,2,7,0.65,10
True,float16,1.2421431875000053,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,3,1,,3,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.55,126,True,21,,,,,,,,,,,,,,,,,,AAON,"SPY,MDY,AUTO",6546.0,auto_max_rows,,,0.62,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,nan,nan,nan,0.8177094558874766,0.9999938408533732,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,0,self_contrastive,1.0,0.1822843849658966,3.594370484352112,0.8177094558874766,0.9999938408533732,noise,0.05,0.1822843849658966,0.1822843849658966,0.1822843849658966,0.1822843849658966,0.1822843849658966,0.1822843849658966,0.0,2,True,True,2.0,0.052428800000000025,2273.496530400753,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.25,3,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.6,mix,mix,encoder,0.1822843849658966,eval_sc_gap,0.1822843849658966,eval_sc_gap,primary_eval_metric_robust,0.1822843849658966,1,"successive_halving_pruned,econ_not_evaluated",primary_eval_metric_robust,finance_first,-999999.817715615,True,32,0.25,False,0.09772551002359695,shuffle+noise,0.05,2.697421237500001,0.1,96,0.28,0.0,False,True,128,1,softplus,0.0,0.1,1,1,1,primary_eval_metric_robust,0.1822843849658966,1,3,0.3,10
True,float16,1.756808554000069,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,7,1,,7,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.55,126,True,21,,,,,,,,,,,,,,,,,,AAON,"SPY,MDY,AUTO",6546.0,auto_max_rows,,,0.62,7,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,nan,nan,nan,0.18413849920034409,0.9999408920605978,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,0,self_contrastive,1.0,0.8158023928602537,0.536874900261561,0.18413849920034409,0.9999408920605978,noise,0.05,0.8158023928602537,0.8158023928602537,0.8158023928602537,0.8158023928602537,0.8158023928602537,0.8158023928602537,0.0,2,True,True,2.0,0.052428800000000025,1608.1476394534918,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.25,3,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.6,self_contrastive,self_contrastive,encoder,0.8158023928602537,eval_sc_gap,0.8158023928602537,eval_sc_gap,primary_eval_metric_robust,0.8158023928602537,1,"successive_halving_pruned,econ_not_evaluated",primary_eval_metric_robust,finance_first,-999999.1841976071,True,32,0.25,False,0.2717946174527389,shuffle+noise,0.05,2.697421237500001,0.1,96,0.28,0.0,False,True,128,1,softplus,0.0,0.1,1,1,2,primary_eval_metric_robust,0.8158023928602537,2,7,0.65,10
True,float16,1.2511173010002494,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,3,1,,3,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.55,126,True,21,,,,,,,,,,,,,,,,,,AAON,"SPY,MDY,AUTO",6546.0,auto_max_rows,,,0.62,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,nan,nan,nan,0.7295684317747752,0.9999900062878927,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,0,self_contrastive,1.0,0.27042157451311755,3.076527992884318,0.7295684317747752,0.9999900062878927,noise,0.05,0.27042157451311755,0.27042157451311755,0.27042157451311755,0.27042157451311755,0.27042157451311755,0.27042157451311755,0.0,2,True,True,2.0,0.052428800000000025,2257.4550282490322,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.6,mix,mix,encoder,0.27042157451311755,eval_sc_gap,0.27042157451311755,eval_sc_gap,primary_eval_metric_robust,0.27042157451311755,1,"successive_halving_pruned,econ_not_evaluated",primary_eval_metric_robust,finance_first,-999999.7295784255,True,32,0.25,False,0.13157623547315755,shuffle+noise,0.05,2.697421237500001,0.1,96,0.28,0.0,False,True,128,1,softplus,0.0,0.1,1,1,1,primary_eval_metric_robust,0.27042157451311755,1,3,0.3,10
True,float16,1.750315854666648,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,7,1,,7,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.55,126,True,21,,,,,,,,,,,,,,,,,,AAON,"SPY,MDY,AUTO",6546.0,auto_max_rows,,,0.62,7,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,nan,nan,nan,0.1885827655593554,0.9999420742193857,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,0,self_contrastive,1.0,0.8113593086600304,0.5589437484741211,0.1885827655593554,0.9999420742193857,noise,0.05,0.8113593086600304,0.8113593086600304,0.8113593086600304,0.8113593086600304,0.8113593086600304,0.8113593086600304,0.0,2,True,True,2.0,0.052428800000000025,1614.0337781447033,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.6,self_contrastive,self_contrastive,encoder,0.8113593086600304,eval_sc_gap,0.8113593086600304,eval_sc_gap,primary_eval_metric_robust,0.8113593086600304,1,"successive_halving_pruned,econ_not_evaluated",primary_eval_metric_robust,finance_first,-999999.1886406913,True,32,0.25,False,0.27072737225529475,shuffle+noise,0.05,2.697421237500001,0.1,96,0.28,0.0,False,True,128,1,softplus,0.0,0.1,1,1,2,primary_eval_metric_robust,0.8113593086600304,2,7,0.65,10
True,float16,1.2291284080001788,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,3,1,,3,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.55,126,True,21,,,,,,,,,,,,,,,,,,AAON,"SPY,MDY,AUTO",6546.0,auto_max_rows,,,0.62,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,nan,nan,nan,0.768242617448171,0.9999901056289673,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,0,self_contrastive,1.0,0.23174748818079627,3.301336089769999,0.768242617448171,0.9999901056289673,noise,0.05,0.23174748818079627,0.23174748818079627,0.23174748818079627,0.23174748818079627,0.23174748818079627,0.23174748818079627,0.0,2,True,True,2.0,0.052428800000000025,2297.6047563281636,0.2,0.2,0.5,3.0,0.2,0.5,0.025,0.25,2,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.75,mix,mix,encoder,0.23174748818079627,eval_sc_gap,0.23174748818079627,eval_sc_gap,primary_eval_metric_robust,0.23174748818079627,1,"successive_halving_pruned,econ_not_evaluated",primary_eval_metric_robust,finance_first,-999999.7682525119,True,32,0.25,False,0.1208910610031254,shuffle+noise,0.05,2.697421237500001,0.1,96,0.28,0.0,False,True,128,1,softplus,0.0,0.1,1,1,1,primary_eval_metric_robust,0.23174748818079627,1,3,0.3,10
True,float16,1.748340249499961,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,7,1,,7,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.55,126,True,21,,,,,,,,,,,,,,,,,,AAON,"SPY,MDY,AUTO",6546.0,auto_max_rows,,,0.62,7,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,nan,nan,nan,0.18660691132148108,0.9999401966730753,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,0,self_contrastive,1.0,0.8133332853515942,0.547913650671641,0.18660691132148108,0.9999401966730753,noise,0.05,0.8133332853515942,0.8133332853515942,0.8133332853515942,0.8133332853515942,0.8133332853515942,0.8133332853515942,0.0,2,True,True,2.0,0.052428800000000025,1615.4918016591316,0.2,0.2,0.5,3.0,0.2,0.5,0.025,0.25,2,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.75,self_contrastive,self_contrastive,encoder,0.8133332853515942,eval_sc_gap,0.8133332853515942,eval_sc_gap,primary_eval_metric_robust,0.8133332853515942,1,"successive_halving_pruned,econ_not_evaluated",primary_eval_metric_robust,finance_first,-999999.1866667146,True,32,0.25,False,0.27171429487668625,shuffle+noise,0.05,2.697421237500001,0.1,96,0.28,0.0,False,True,128,1,softplus,0.0,0.1,1,1,2,primary_eval_metric_robust,0.8133332853515942,2,7,0.65,10
True,float16,1.4483612039998661,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,3,1,,3,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.55,126,True,21,,,,,,,,,,,,,,,,,,AAON,"SPY,MDY,AUTO",6546.0,auto_max_rows,,,0.62,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,nan,nan,nan,0.7684043149153391,0.9999901453653971,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,0,self_contrastive,1.0,0.23158583045005798,3.3004509607950845,0.7684043149153391,0.9999901453653971,noise,0.05,0.23158583045005798,0.23158583045005798,0.23158583045005798,0.23158583045005798,0.23158583045005798,0.23158583045005798,0.0,2,True,True,2.0,0.052428800000000025,1991.573840102682,0.2,0.2,0.5,3.0,0.2,0.5,0.025,0.35,2,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.75,mix,mix,encoder,0.23158583045005798,eval_sc_gap,0.23158583045005798,eval_sc_gap,primary_eval_metric_robust,0.23158583045005798,1,"successive_halving_pruned,econ_not_evaluated",primary_eval_metric_robust,finance_first,-999999.7684141695,True,32,0.25,False,0.0822989712059573,shuffle+noise,0.05,2.697421237500001,0.1,96,0.28,0.0,False,True,128,1,softplus,0.0,0.1,1,1,1,primary_eval_metric_robust,0.23158583045005798,1,3,0.3,10
True,float16,1.748608842333321,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,7,1,,7,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.55,126,True,21,,,,,,,,,,,,,,,,,,AAON,"SPY,MDY,AUTO",6546.0,auto_max_rows,,,0.62,7,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,nan,nan,nan,0.18526959915955862,0.999940554300944,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,0,self_contrastive,1.0,0.8146709551413853,0.5416912535826365,0.18526959915955862,0.999940554300944,noise,0.05,0.8146709551413853,0.8146709551413853,0.8146709551413853,0.8146709551413853,0.8146709551413853,0.8146709551413853,0.0,2,True,True,2.0,0.052428800000000025,1615.2255035984638,0.2,0.2,0.5,3.0,0.2,0.5,0.025,0.35,2,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.75,self_contrastive,self_contrastive,encoder,0.8146709551413853,eval_sc_gap,0.8146709551413853,eval_sc_gap,primary_eval_metric_robust,0.8146709551413853,1,"successive_halving_pruned,econ_not_evaluated",primary_eval_metric_robust,finance_first,-999999.1853290448,True,32,0.25,False,0.27222517723193174,shuffle+noise,0.05,2.697421237500001,0.1,96,0.28,0.0,False,True,128,1,softplus,0.0,0.1,1,1,2,primary_eval_metric_robust,0.8146709551413853,2,7,0.65,10
True,float16,1.5338114384999244,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,3,1,,3,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.55,126,True,21,,,,,,,,,,,,,,,,,,AAON,"SPY,MDY,AUTO",6546.0,auto_max_rows,,,0.62,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,nan,nan,nan,0.7651948630809784,0.9999910493691763,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,0,self_contrastive,1.0,0.23479618628819787,3.2841292222340903,0.7651948630809784,0.9999910493691763,noise,0.05,0.23479618628819787,0.23479618628819787,0.23479618628819787,0.23479618628819787,0.23479618628819787,0.23479618628819787,0.0,2,True,True,2.0,0.052428800000000025,1908.4249672008514,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.25,2,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.75,mix,mix,encoder,0.23479618628819787,eval_sc_gap,0.23479618628819787,eval_sc_gap,primary_eval_metric_robust,0.23479618628819787,1,"successive_halving_pruned,econ_not_evaluated",primary_eval_metric_robust,finance_first,-999999.7652038137,True,32,0.25,False,0.07313789664297023,shuffle+noise,0.05,2.697421237500001,0.1,96,0.28,0.0,False,True,128,1,softplus,0.0,0.1,1,1,1,primary_eval_metric_robust,0.23479618628819787,1,3,0.3,10
True,float16,1.8571428401112624,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,10,1,,10,2,objective,0,-0.269690996613687,0.4200250507154104,0.1425527115714671,0.4701569836489937,0.2917807107031862,-0.06818260951831497,0.5361702127659574,-0.48856112259072115,307.0,0.3032023696959334,0.4257787458491052,0.45182973302614804,-0.5305008921935535,0.027685991525732,1,-0.28652482269503543,-0.044021771107146335,-18.0,705.0,primary_eval_metric_robust,0.8666950029631456,0.4999794107254972,1.0,0.3240010308963996,1.0,212.0,0.7,212.0,0.3,281.0,0.1,0.0,0.55,126.0,1.0,21.0,-0.8276601852378997,0.55,126.0,0.5,21.0,0.2,-1.0880845008633069,-0.1271382850422199,0.2424185154164158,-0.23872018149036728,-0.040496617992582966,0.24964539007092199,-0.5325828936978675,289.0,-0.5244578155419664,-0.6623057550142016,-0.3164223537834545,AAON,"SPY,MDY,AUTO",6546.0,auto_max_rows,1.0,0.20568026178003435,0.62,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,nan,nan,nan,0.13322976604104042,0.999924769004186,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,0,self_contrastive,1.0,0.8666950029631456,0.4201185901959737,0.13322976604104042,0.999924769004186,noise,0.05,0.8666950029631456,0.8666950029631456,0.8666950029631456,0.8666950029631456,0.8666950029631456,0.8666950029631456,0.0,2,True,True,2.0,0.052428800000000025,1531.3974779571186,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.25,2,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.75,self_contrastive,self_contrastive,encoder,0.8666950029631456,eval_sc_gap,0.8666950029631456,eval_sc_gap,econ_sharpe_uplift,-0.8276601852378997,0,,econ_sharpe_uplift,finance_first,-0.8276601852378997,True,32,0.25,False,0.9028439813746099,shuffle+noise,0.05,2.697421237500001,0.1,96,0.28,0.0,False,True,128,1,softplus,0.0,0.1,1,0,,,,3,10,1.0,10
True,float16,1.2514823389997218,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,3,1,,3,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.55,126,True,21,,,,,,,,,,,,,,,,,,AAON,"SPY,MDY,AUTO",6546.0,auto_max_rows,,,0.62,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,nan,nan,nan,0.7577540576457977,0.9999912679195404,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,0,self_contrastive,1.0,0.24223721027374268,3.2386990785598755,0.7577540576457977,0.9999912679195404,noise,0.05,0.24223721027374268,0.24223721027374268,0.24223721027374268,0.24223721027374268,0.24223721027374268,0.24223721027374268,0.0,2,True,True,2.0,0.052428800000000025,2256.7309841723372,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.35,2,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.75,mix,mix,encoder,0.24223721027374268,eval_sc_gap,0.24223721027374268,eval_sc_gap,primary_eval_metric_robust,0.24223721027374268,1,"successive_halving_pruned,econ_not_evaluated",primary_eval_metric_robust,finance_first,-999999.7577627897,True,32,0.25,False,0.12001457440717207,shuffle+noise,0.05,2.697421237500001,0.1,96,0.28,0.0,False,True,128,1,softplus,0.0,0.1,1,1,1,primary_eval_metric_robust,0.24223721027374268,1,3,0.3,10
True,float16,1.8011859704444457,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,10,1,,10,2,objective,0,-0.18097718050579015,0.37525396886081636,0.1425527115714671,0.4701569836489937,0.2917807107031862,-0.06818260951831497,0.5361702127659574,-0.48856112259072115,307.0,0.3032023696959334,0.4257787458491052,0.45182973302614804,-0.3801834081979523,0.03203437455457004,1,-0.29219858156028367,0.05390844769244707,0.0,705.0,primary_eval_metric_robust,0.8675055243074894,0.49685710828923424,1.0,0.3176698221068759,1.0,212.0,0.7,212.0,0.3,281.0,0.1,0.0,0.55,126.0,1.0,21.0,-0.47028545528104865,0.55,126.0,0.5,21.0,0.2,-0.6596217874479874,-0.03842446893432305,0.22997222489495447,-0.08840269749476613,-0.036148234963744925,0.24397163120567375,-0.4346526748982741,307.0,-0.16708308558511525,-0.23384304159888222,-0.103822480855293,AAON,"SPY,MDY,AUTO",6546.0,auto_max_rows,1.0,0.18351563635805937,0.62,10,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,nan,nan,nan,0.13242333754897118,0.9999288618564606,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,0,self_contrastive,1.0,0.8675055243074894,0.41517889002958935,0.13242333754897118,0.9999288618564606,noise,0.05,0.8675055243074894,0.8675055243074894,0.8675055243074894,0.8675055243074894,0.8675055243074894,0.8675055243074894,0.0,2,True,True,2.0,0.052428800000000025,1575.0368564024047,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.35,2,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.75,self_contrastive,self_contrastive,encoder,0.8675055243074894,eval_sc_gap,0.8675055243074894,eval_sc_gap,econ_sharpe_uplift,-0.47028545528104865,0,,econ_sharpe_uplift,finance_first,-0.47028545528104865,True,32,0.25,False,0.9086678403006213,shuffle+noise,0.05,2.697421237500001,0.1,96,0.28,0.0,False,True,128,1,softplus,0.0,0.1,1,0,,,,3,10,1.0,10
True,float16,1.242005079999899,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,3,1,,3,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.55,126,True,21,,,,,,,,,,,,,,,,,,AAON,"SPY,MDY,AUTO",6546.0,auto_max_rows,,,0.62,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,nan,nan,nan,0.7852807144323984,0.9999924500783285,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,0,self_contrastive,1.0,0.21471173564593005,3.4018323024113974,0.7852807144323984,0.9999924500783285,noise,0.05,0.21471173564593005,0.21471173564593005,0.21471173564593005,0.21471173564593005,0.21471173564593005,0.21471173564593005,0.0,2,True,True,2.0,0.052428800000000025,2273.778183999701,0.2,0.2,0.5,3.0,0.2,0.5,0.025,0.25,3,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.75,mix,mix,encoder,0.21471173564593005,eval_sc_gap,0.21471173564593005,eval_sc_gap,primary_eval_metric_robust,0.21471173564593005,1,"successive_halving_pruned,econ_not_evaluated",primary_eval_metric_robust,finance_first,-999999.7852882644,True,32,0.25,False,0.11095829486576861,shuffle+noise,0.05,2.697421237500001,0.1,96,0.28,0.0,False,True,128,1,softplus,0.0,0.1,1,1,1,primary_eval_metric_robust,0.21471173564593005,1,3,0.3,10
