amp,amp_dtype,avg_epoch_s,composite_econ_metric,composite_sep_metric,critic_dropout,critic_ensemble_seed_stride,critic_ensemble_size,critic_hidden_dim,critic_num_layers,critic_positive_activation,distance_forward_interval,distance_forward_max_graphs,early_stop_best_metric,early_stop_enabled,early_stop_epoch,early_stop_eval_every,early_stop_metric_name,early_stop_min_epochs,early_stop_patience,early_stop_rank_mode,early_stop_triggered,econ_ann_return_uplift,econ_avg_cost_bps_applied,econ_bh_ann_return,econ_bh_ann_vol,econ_bh_calmar,econ_bh_cvar_95_daily,econ_bh_hit_rate_daily,econ_bh_max_drawdown,econ_bh_max_drawdown_duration_days,econ_bh_sharpe,econ_bh_sortino,econ_bh_total_return,econ_calmar_uplift,econ_cvar_95_daily_delta,econ_eval_topk,econ_hit_rate_delta,econ_max_drawdown_delta,econ_max_drawdown_duration_delta,econ_num_days,econ_pre_rank_metric,econ_pre_rank_value,econ_regime_confidence_mean,econ_regime_confidence_temp,econ_regime_exposure_mean,econ_regime_gate_enabled,econ_regime_high_count,econ_regime_high_quantile,econ_regime_low_count,econ_regime_low_quantile,econ_regime_mid_count,econ_regime_min_confidence,econ_regime_neutral_exposure,econ_regime_threshold_quantile,econ_regime_threshold_window,econ_regime_thresholding_enabled,econ_regime_vol_window,econ_sharpe_uplift,econ_signal_polarity,econ_signal_polarity_effective,econ_signal_polarity_requested,econ_signal_quantile,econ_signal_window,econ_slippage_bps,econ_slippage_vol_lookback,econ_slippage_vol_scale,econ_sortino_uplift,econ_strategy_ann_return,econ_strategy_ann_vol,econ_strategy_calmar,econ_strategy_cvar_95_daily,econ_strategy_hit_rate_daily,econ_strategy_max_drawdown,econ_strategy_max_drawdown_duration_days,econ_strategy_sharpe,econ_strategy_sortino,econ_strategy_total_return,econ_ticker_effective,econ_ticker_requested,econ_ticker_rows,econ_ticker_source,econ_turnover_cost_bps,econ_turnover_mean_daily,econ_weight,epochs_run,epochs_target,eval_acc,eval_acc_agg,eval_acc_agg_max,eval_acc_agg_mean,eval_acc_agg_median,eval_acc_agg_min,eval_acc_agg_std,eval_auprc,eval_auprc_agg,eval_auprc_agg_max,eval_auprc_agg_mean,eval_auprc_agg_median,eval_auprc_agg_min,eval_auprc_agg_std,eval_auroc,eval_auroc_agg,eval_auroc_agg_max,eval_auroc_agg_mean,eval_auroc_agg_median,eval_auroc_agg_min,eval_auroc_agg_std,eval_brier,eval_brier_agg,eval_brier_agg_max,eval_brier_agg_mean,eval_brier_agg_median,eval_brier_agg_min,eval_brier_agg_std,eval_ece,eval_ece_agg,eval_ece_agg_max,eval_ece_agg_mean,eval_ece_agg_median,eval_ece_agg_min,eval_ece_agg_std,eval_g_neg,eval_g_pos,eval_neg_aggregate_count,eval_neg_aggregate_include_base,eval_neg_aggregate_mode,eval_neg_eval_topk,eval_neg_mode,eval_neg_mode_effective,eval_neg_modes_aggregated,eval_neg_modes_configured,eval_neg_modes_enabled,eval_neg_modes_reported,eval_neg_modes_skipped,eval_neg_topk_enabled,eval_objective,eval_sc_acc,eval_sc_gap,eval_sc_loss,eval_sc_neg,eval_sc_pos,eval_sc_view_mode,eval_sc_view_noise_std,eval_sep,eval_sep_agg,eval_sep_agg_max,eval_sep_agg_mean,eval_sep_agg_median,eval_sep_agg_min,eval_sep_agg_std,ff_block_size,ff_blockwise,fused_optimizer,goodness_target,goodness_temp,graphs_per_s,hall_attack_edge_drop_prob,hall_attack_hub_fraction,hall_attack_hub_weight_scale,hall_attack_noise_mult,hall_attack_sign_flip_prob,hall_attack_timeflip_prob,hall_lr,hall_node_fraction,hall_steps,layerwise_hall_corr,layerwise_hall_mean,layerwise_hall_std,layerwise_neg_mode,layerwise_noise_std,mode,neg_mix_end,neg_mode,neg_mode_effective,objective_track,primary_eval_metric,primary_eval_metric_name,primary_eval_metric_robust,primary_eval_metric_robust_name,rank_base_metric,rank_base_value,rank_gate_failed,rank_gate_floor,rank_gate_metric,rank_gate_reasons,rank_gate_value,rank_metric,rank_mode,rank_value,residual_edge_detach_features,residual_edge_hidden_dim,residual_edge_max_delta,residual_edge_weight_enabled,score,self_contrastive_ff_neg_mode,self_contrastive_ff_noise_std,self_contrastive_ff_target,self_contrastive_ff_weight,self_contrastive_max_graphs,sep_weight,sequence_critic_dropout,sequence_critic_enabled,sequence_critic_force_chrono,sequence_critic_hidden_dim,sequence_critic_num_layers,sequence_critic_positive_activation,sequence_critic_weight,speed_weight,successive_halving_enabled,successive_halving_pruned,successive_halving_pruned_stage,successive_halving_rank_metric,successive_halving_rank_value,successive_halving_stage,successive_halving_stage_epochs,successive_halving_stage_frac,successive_halving_target_epochs
True,float16,1.2446020669999598,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,2,1,,2,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.6,252,True,21,,low,,,,,,,,,,,,,,,,,,,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,,,0.7000000000000001,2,2,0.5007082152974505,0.5007082152974505,0.5007082152974505,0.5007082152974505,0.5007082152974505,0.5007082152974505,0.0,0.509232013819672,0.509232013819672,0.509232013819672,0.509232013819672,0.509232013819672,0.509232013819672,0.0,0.5151233057002303,0.5151233057002303,0.5151233057002303,0.5151233057002303,0.5151233057002303,0.5151233057002303,0.0,0.290513369916935,0.290513369916935,0.290513369916935,0.290513369916935,0.290513369916935,0.290513369916935,0.0,0.1913100275888871,0.1913100275888871,0.1913100275888871,0.1913100275888871,0.1913100275888871,0.1913100275888871,0.0,3.026413679122925,3.04124124844869,1,1,mean,0,time_flip+noise,time_flip+noise,time_flip+noise,time_flip,0,,time_flip,1,ff,,,,,,,,0.014827569325765122,0.014827569325765122,0.014827569325765122,0.014827569325765122,0.014827569325765122,0.014827569325765122,0.0,2,True,True,2.2,0.052428800000000025,2268.9983207300033,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.75,time_flip+noise,time_flip+noise,critic,0.014827569325765122,eval_sep,0.014827569325765122,eval_sep_agg_min,eval_sep,0.014827569325765122,1,,,"successive_halving_pruned,eval_neg_not_evaluated,econ_not_evaluated",,eval_sep,finance_first,-999999.9851724306,True,32,0.25,False,0.08219247264515019,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,1,1,eval_sep,0.014827569325765122,1,2,0.3,5
True,float16,1.7503466855000624,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,5,1,,5,2,objective,0,-0.17231840812638088,0.3055897966202289,0.30119691412727856,0.2633303422058212,1.0374576826471418,-0.035809911917099896,0.5191489361702127,-0.2903221202803711,165.0,1.1437987419310023,1.7636829728786543,1.0887584687806555,0.17998422325012609,0.01976625526424552,1,-0.012765957446808529,0.18446203334183842,-19.0,705.0,primary_eval_metric_robust,0.77755073706309,0.4968243288273201,1.0,0.3502145840245253,1.0,212.0,0.7,212.0,0.3,281.0,0.05,0.2,0.6,252.0,1.0,21.0,-0.07693601363234803,low,low,low,0.6,252.0,0.5,21.0,0.2,0.10362690179259348,0.12887850600089767,0.12080139513958146,1.2174419058972679,-0.016043656652854375,0.5063829787234042,-0.10586008693853266,146.0,1.0668627282986543,1.8673098746712478,0.4037404703916996,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,1.0,0.16840597558797568,0.7000000000000001,5,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,,,,,,,nan,,,,,,,nan,,,,,,,nan,,,,,,,0.2224010725816091,0.9999518096446991,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,1,self_contrastive,1.0,0.77755073706309,0.6559663514296213,0.2224010725816091,0.9999518096446991,noise,0.05,0.77755073706309,0.77755073706309,0.77755073706309,0.77755073706309,0.77755073706309,0.77755073706309,0.0,2,True,True,2.2,0.052428800000000025,1618.1962677706388,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.75,self_contrastive,self_contrastive,encoder,0.77755073706309,eval_sc_gap,0.77755073706309,eval_sc_gap,econ_sharpe_uplift,-0.07693601363234803,1,0.0,econ_sharpe_uplift,econ_sharpe_uplift,-0.07693601363234803,econ_sharpe_uplift,finance_first,-1000000.0769360136,True,32,0.25,False,0.9365760421386272,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,0,,,,3,5,1.0,5
True,float16,1.6274090909998904,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,2,1,,2,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.6,252,True,21,,low,,,,,,,,,,,,,,,,,,,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,,,0.7000000000000001,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5013374997745446,0.5013374997745446,0.5013374997745446,0.5013374997745446,0.5013374997745446,0.5013374997745446,0.0,0.5034517972217095,0.5034517972217095,0.5034517972217095,0.5034517972217095,0.5034517972217095,0.5034517972217095,0.0,0.3094586381410671,0.3094586381410671,0.3094586381410671,0.3094586381410671,0.3094586381410671,0.3094586381410671,0.0,0.23263231848995566,0.23263231848995566,0.23263231848995566,0.23263231848995566,0.23263231848995566,0.23263231848995566,0.0,3.3613502184549966,3.359249711036682,1,1,mean,0,time_flip+noise,time_flip+noise,time_flip+noise,time_flip,0,,time_flip,1,ff,,,,,,,,-0.002100507418314468,-0.002100507418314468,-0.002100507418314468,-0.002100507418314468,-0.002100507418314468,-0.002100507418314468,0.0,2,True,True,2.3,0.052428800000000025,1735.2735803294036,0.2,0.2,0.5,3.0,0.2,0.5,0.025,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.6,time_flip+noise,time_flip+noise,critic,-0.002100507418314468,eval_sep,-0.002100507418314468,eval_sep_agg_min,eval_sep,-0.002100507418314468,1,0.01,eval_sep_agg_min,"successive_halving_pruned,eval_neg_not_evaluated,econ_not_evaluated,eval_sep_agg_min",-0.002100507418314468,eval_sep,finance_first,-1000000.0021005074,True,32,0.25,False,0.029768924043346863,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,1,1,eval_sep,-0.002100507418314468,1,2,0.3,5
True,float16,1.9632782189999791,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,4,1,,4,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.6,252,True,21,,low,,,,,,,,,,,,,,,,,,,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,,,0.7000000000000001,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,,,,,,,nan,,,,,,,nan,,,,,,,nan,,,,,,,0.25488929202159244,0.9999553163846334,1,1,mean,0,self_contrastive,self_contrastive,self_contrastive,time_flip,0,,time_flip,1,self_contrastive,1.0,0.7450660243630409,0.7633498311042786,0.25488929202159244,0.9999553163846334,noise,0.05,0.7450660243630409,0.7450660243630409,0.7450660243630409,0.7450660243630409,0.7450660243630409,0.7450660243630409,0.0,2,True,True,2.3,0.052428800000000025,1464.8446709029342,0.2,0.2,0.5,3.0,0.2,0.5,0.025,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.6,self_contrastive,self_contrastive,encoder,0.7450660243630409,eval_sc_gap,0.7450660243630409,eval_sc_gap,primary_eval_metric_robust,0.7450660243630409,1,,,"successive_halving_pruned,eval_neg_not_evaluated,econ_not_evaluated",,primary_eval_metric_robust,finance_first,-999999.2549339756,True,32,0.25,False,0.21381676877291866,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,1,2,primary_eval_metric_robust,0.7450660243630409,2,4,0.65,5
True,float16,1.2224175179999293,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,2,1,,2,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.6,252,True,21,,low,,,,,,,,,,,,,,,,,,,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,,,0.7000000000000001,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.504528634218201,0.504528634218201,0.504528634218201,0.504528634218201,0.504528634218201,0.504528634218201,0.0,0.5032060284570136,0.5032060284570136,0.5032060284570136,0.5032060284570136,0.5032060284570136,0.5032060284570136,0.0,0.321959492298199,0.321959492298199,0.321959492298199,0.321959492298199,0.321959492298199,0.321959492298199,0.0,0.25905752173559865,0.25905752173559865,0.25905752173559865,0.25905752173559865,0.25905752173559865,0.25905752173559865,0.0,3.481067975362142,3.482714573542277,1,1,mean,0,time_flip+noise,time_flip+noise,time_flip+noise,time_flip,0,,time_flip,1,ff,,,,,,,,0.001646598180134795,0.001646598180134795,0.001646598180134795,0.001646598180134795,0.001646598180134795,0.001646598180134795,0.0,2,True,True,2.3,0.052428800000000025,2310.1763173522872,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.6,time_flip+noise,time_flip+noise,critic,0.001646598180134795,eval_sep,0.001646598180134795,eval_sep_agg_min,eval_sep,0.001646598180134795,1,0.01,eval_sep_agg_min,"successive_halving_pruned,eval_neg_not_evaluated,econ_not_evaluated,eval_sep_agg_min",0.001646598180134795,eval_sep,finance_first,-999999.9983534018,True,32,0.25,False,0.08219983504355807,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,1,1,eval_sep,0.001646598180134795,1,2,0.3,5
True,float16,1.6836366992498597,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,5,1,,5,2,objective,0,-0.1709340724872257,0.3117140944516886,0.30119691412727856,0.2633303422058212,1.0374576826471418,-0.035809911917099896,0.5191489361702127,-0.2903221202803711,165.0,1.1437987419310023,1.7636829728786543,1.0887584687806555,0.029658290100231355,0.019957680653723667,1,-0.008510638297872353,0.16825212510947973,115.0,705.0,primary_eval_metric_robust,0.7743530372778575,0.49888293556753843,1.0,0.34953790140957114,1.0,212.0,0.7,212.0,0.3,281.0,0.05,0.2,0.6,252.0,1.0,21.0,-0.011341017527109587,low,low,low,0.6,252.0,0.5,21.0,0.2,0.0941137588993568,0.13026284164005286,0.11502667060584632,1.0671159727473731,-0.01585223126337623,0.5106382978723404,-0.12206999517089134,280.0,1.1324577244038927,1.857796731778011,0.4085615928861961,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,1.0,0.17154369422906351,0.7000000000000001,5,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,,,,,,,nan,,,,,,,nan,,,,,,,nan,,,,,,,0.22559974590937296,0.9999527831872305,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,1,self_contrastive,1.0,0.7743530372778575,0.6667057573795319,0.22559974590937296,0.9999527831872305,noise,0.05,0.7743530372778575,0.7743530372778575,0.7743530372778575,0.7743530372778575,0.7743530372778575,0.7743530372778575,0.0,2,True,True,2.3,0.052428800000000025,1677.3334356837622,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.6,self_contrastive,self_contrastive,encoder,0.7743530372778575,eval_sc_gap,0.7743530372778575,eval_sc_gap,econ_sharpe_uplift,-0.011341017527109587,1,0.0,econ_sharpe_uplift,econ_sharpe_uplift,-0.011341017527109587,econ_sharpe_uplift,finance_first,-1000000.0113410176,True,32,0.25,False,0.9409708302255994,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,0,,,,3,5,1.0,5
True,float16,1.5877358609998282,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,2,1,,2,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.6,252,True,21,,low,,,,,,,,,,,,,,,,,,,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,,,0.7000000000000001,2,2,0.5014164305949008,0.5014164305949008,0.5014164305949008,0.5014164305949008,0.5014164305949008,0.5014164305949008,0.0,0.508570773995206,0.508570773995206,0.508570773995206,0.508570773995206,0.508570773995206,0.508570773995206,0.0,0.5105068654752064,0.5105068654752064,0.5105068654752064,0.5105068654752064,0.5105068654752064,0.5105068654752064,0.0,0.295520038943905,0.295520038943905,0.295520038943905,0.295520038943905,0.295520038943905,0.295520038943905,0.0,0.20441476782633625,0.20441476782633625,0.20441476782633625,0.20441476782633625,0.20441476782633625,0.20441476782633625,0.0,3.1862914164861045,3.201749245325724,1,1,mean,0,time_flip+noise,time_flip+noise,time_flip+noise,time_flip,0,,time_flip,1,ff,,,,,,,,0.015457828839619658,0.015457828839619658,0.015457828839619658,0.015457828839619658,0.015457828839619658,0.015457828839619658,0.0,2,True,True,2.3,0.052428800000000025,1778.633379371851,0.2,0.2,0.5,3.0,0.2,0.5,0.025,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.75,time_flip+noise,time_flip+noise,critic,0.015457828839619658,eval_sep,0.015457828839619658,eval_sep_agg_min,eval_sep,0.015457828839619658,1,,,"successive_halving_pruned,eval_neg_not_evaluated,econ_not_evaluated",,eval_sep,finance_first,-999999.9845421711,True,32,0.25,False,0.038537703939275886,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,1,1,eval_sep,0.015457828839619658,1,2,0.3,5
True,float16,1.8934467192500506,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,5,1,,5,2,objective,0,-0.17123687432767043,0.2810273531640531,0.30119691412727856,0.2633303422058212,1.0374576826471418,-0.035809911917099896,0.5191489361702127,-0.2903221202803711,165.0,1.1437987419310023,1.7636829728786543,1.0887584687806555,-0.34528848740502005,0.018863060304561224,1,-0.009929078014184411,0.10256450163317321,22.0,705.0,primary_eval_metric_robust,0.7757510741551717,0.49818025907606384,1.0,0.35654400245628065,1.0,212.0,0.7,212.0,0.3,281.0,0.05,0.2,0.6,252.0,1.0,21.0,-0.11199922420135877,low,low,low,0.6,252.0,0.5,21.0,0.2,-0.006634295448478822,0.12996003979960813,0.12595473981764432,0.6921691952421217,-0.01694685161253867,0.5092198581560283,-0.18775761864719787,187.0,1.0317995177296435,1.7570486774301755,0.40750613988750106,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,1.0,0.1551272354883008,0.7000000000000001,5,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,,,,,,,nan,,,,,,,nan,,,,,,,nan,,,,,,,0.224199116230011,0.9999501903851827,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,1,self_contrastive,1.0,0.7757510741551717,0.6638349692026774,0.224199116230011,0.9999501903851827,noise,0.05,0.7757510741551717,0.7757510741551717,0.7757510741551717,0.7757510741551717,0.7757510741551717,0.7757510741551717,0.0,2,True,True,2.3,0.052428800000000025,1509.069569774517,0.2,0.2,0.5,3.0,0.2,0.5,0.025,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.75,self_contrastive,self_contrastive,encoder,0.7757510741551717,eval_sc_gap,0.7757510741551717,eval_sc_gap,econ_sharpe_uplift,-0.11199922420135877,1,0.0,econ_sharpe_uplift,econ_sharpe_uplift,-0.11199922420135877,econ_sharpe_uplift,finance_first,-1000000.1119992242,True,32,0.25,False,0.9263203923180016,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,0,,,,3,5,1.0,5
True,float16,1.2132516936665827,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,4,1,,4,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.6,252,True,21,,low,,,,,,,,,,,,,,,,,,,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,,,0.7000000000000001,4,4,0.5014164305949008,0.5014164305949008,0.5014164305949008,0.5014164305949008,0.5014164305949008,0.5014164305949008,0.0,0.5031901627716238,0.5031901627716238,0.5031901627716238,0.5031901627716238,0.5031901627716238,0.5031901627716238,0.0,0.510326300668491,0.510326300668491,0.510326300668491,0.510326300668491,0.510326300668491,0.510326300668491,0.0,0.41400360853045487,0.41400360853045487,0.41400360853045487,0.41400360853045487,0.41400360853045487,0.41400360853045487,0.0,0.39898195531217384,0.39898195531217384,0.39898195531217384,0.39898195531217384,0.39898195531217384,0.39898195531217384,0.0,4.987914641698201,5.027489185333252,1,1,mean,0,time_flip+noise,time_flip+noise,time_flip+noise,time_flip,0,,time_flip,1,ff,,,,,,,,0.03957454363505075,0.03957454363505075,0.03957454363505075,0.03957454363505075,0.03957454363505075,0.03957454363505075,0.0,2,True,True,2.3,0.052428800000000025,2327.7689980686714,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.75,time_flip+noise,time_flip+noise,critic,0.03957454363505075,eval_sep,0.03957454363505075,eval_sep_agg_min,eval_sep,0.03957454363505075,1,,,"successive_halving_pruned,eval_neg_not_evaluated,econ_not_evaluated",,eval_sep,finance_first,-999999.9604254564,True,32,0.25,False,0.09434204963231974,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,1,2,eval_sep,0.03957454363505075,2,4,0.65,5
True,float16,1.8058050993333836,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,4,1,,4,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.6,252,True,21,,low,,,,,,,,,,,,,,,,,,,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,,,0.7000000000000001,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,,,,,,,nan,,,,,,,nan,,,,,,,nan,,,,,,,0.2565176909168561,0.9999560018380483,1,1,mean,0,self_contrastive,self_contrastive,self_contrastive,time_flip,0,,time_flip,1,self_contrastive,1.0,0.7434383109211922,0.7725375990072886,0.2565176909168561,0.9999560018380483,noise,0.05,0.7434383109211922,0.7434383109211922,0.7434383109211922,0.7434383109211922,0.7434383109211922,0.7434383109211922,0.0,2,True,True,2.3,0.052428800000000025,1577.0457632707269,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.75,self_contrastive,self_contrastive,encoder,0.7434383109211922,eval_sc_gap,0.7434383109211922,eval_sc_gap,primary_eval_metric_robust,0.7434383109211922,1,,,"successive_halving_pruned,eval_neg_not_evaluated,econ_not_evaluated",,primary_eval_metric_robust,finance_first,-999999.2565616891,True,32,0.25,False,0.22339205667094839,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,1,2,primary_eval_metric_robust,0.7434383109211922,2,4,0.65,5
