amp,amp_dtype,avg_epoch_s,composite_econ_metric,composite_sep_metric,critic_dropout,critic_ensemble_seed_stride,critic_ensemble_size,critic_hidden_dim,critic_num_layers,critic_positive_activation,distance_forward_interval,distance_forward_max_graphs,early_stop_best_metric,early_stop_enabled,early_stop_epoch,early_stop_eval_every,early_stop_metric_name,early_stop_min_epochs,early_stop_patience,early_stop_rank_mode,early_stop_triggered,econ_ann_return_uplift,econ_avg_cost_bps_applied,econ_bh_ann_return,econ_bh_ann_vol,econ_bh_calmar,econ_bh_cvar_95_daily,econ_bh_hit_rate_daily,econ_bh_max_drawdown,econ_bh_max_drawdown_duration_days,econ_bh_sharpe,econ_bh_sortino,econ_bh_total_return,econ_calmar_uplift,econ_cvar_95_daily_delta,econ_eval_topk,econ_hit_rate_delta,econ_max_drawdown_delta,econ_max_drawdown_duration_delta,econ_num_days,econ_pre_rank_metric,econ_pre_rank_value,econ_regime_confidence_mean,econ_regime_confidence_temp,econ_regime_exposure_mean,econ_regime_gate_enabled,econ_regime_high_count,econ_regime_high_quantile,econ_regime_low_count,econ_regime_low_quantile,econ_regime_mid_count,econ_regime_min_confidence,econ_regime_neutral_exposure,econ_regime_threshold_quantile,econ_regime_threshold_window,econ_regime_thresholding_enabled,econ_regime_vol_window,econ_sharpe_uplift,econ_signal_polarity,econ_signal_polarity_effective,econ_signal_polarity_requested,econ_signal_quantile,econ_signal_window,econ_slippage_bps,econ_slippage_vol_lookback,econ_slippage_vol_scale,econ_sortino_uplift,econ_strategy_ann_return,econ_strategy_ann_vol,econ_strategy_calmar,econ_strategy_cvar_95_daily,econ_strategy_hit_rate_daily,econ_strategy_max_drawdown,econ_strategy_max_drawdown_duration_days,econ_strategy_sharpe,econ_strategy_sortino,econ_strategy_total_return,econ_ticker_effective,econ_ticker_requested,econ_ticker_rows,econ_ticker_source,econ_turnover_cost_bps,econ_turnover_mean_daily,econ_weight,epochs_run,epochs_target,eval_acc,eval_acc_agg,eval_acc_agg_max,eval_acc_agg_mean,eval_acc_agg_median,eval_acc_agg_min,eval_acc_agg_std,eval_auprc,eval_auprc_agg,eval_auprc_agg_max,eval_auprc_agg_mean,eval_auprc_agg_median,eval_auprc_agg_min,eval_auprc_agg_std,eval_auroc,eval_auroc_agg,eval_auroc_agg_max,eval_auroc_agg_mean,eval_auroc_agg_median,eval_auroc_agg_min,eval_auroc_agg_std,eval_brier,eval_brier_agg,eval_brier_agg_max,eval_brier_agg_mean,eval_brier_agg_median,eval_brier_agg_min,eval_brier_agg_std,eval_ece,eval_ece_agg,eval_ece_agg_max,eval_ece_agg_mean,eval_ece_agg_median,eval_ece_agg_min,eval_ece_agg_std,eval_g_neg,eval_g_pos,eval_neg_aggregate_count,eval_neg_aggregate_include_base,eval_neg_aggregate_mode,eval_neg_eval_topk,eval_neg_mode,eval_neg_mode_effective,eval_neg_modes_aggregated,eval_neg_modes_configured,eval_neg_modes_enabled,eval_neg_modes_reported,eval_neg_modes_skipped,eval_neg_topk_enabled,eval_objective,eval_sc_acc,eval_sc_gap,eval_sc_loss,eval_sc_neg,eval_sc_pos,eval_sc_view_mode,eval_sc_view_noise_std,eval_sep,eval_sep_agg,eval_sep_agg_max,eval_sep_agg_mean,eval_sep_agg_median,eval_sep_agg_min,eval_sep_agg_std,ff_block_size,ff_blockwise,fused_optimizer,goodness_target,goodness_temp,graphs_per_s,hall_attack_edge_drop_prob,hall_attack_hub_fraction,hall_attack_hub_weight_scale,hall_attack_noise_mult,hall_attack_sign_flip_prob,hall_attack_timeflip_prob,hall_lr,hall_node_fraction,hall_steps,layerwise_hall_corr,layerwise_hall_mean,layerwise_hall_std,layerwise_neg_mode,layerwise_noise_std,mode,neg_mix_end,neg_mode,neg_mode_effective,objective_track,primary_eval_metric,primary_eval_metric_name,primary_eval_metric_robust,primary_eval_metric_robust_name,rank_base_metric,rank_base_value,rank_gate_failed,rank_gate_floor,rank_gate_metric,rank_gate_reasons,rank_gate_value,rank_metric,rank_mode,rank_value,residual_edge_detach_features,residual_edge_hidden_dim,residual_edge_max_delta,residual_edge_weight_enabled,score,self_contrastive_ff_neg_mode,self_contrastive_ff_noise_std,self_contrastive_ff_target,self_contrastive_ff_weight,self_contrastive_max_graphs,sep_weight,sequence_critic_dropout,sequence_critic_enabled,sequence_critic_force_chrono,sequence_critic_hidden_dim,sequence_critic_num_layers,sequence_critic_positive_activation,sequence_critic_weight,speed_weight,successive_halving_enabled,successive_halving_pruned,successive_halving_pruned_stage,successive_halving_rank_metric,successive_halving_rank_value,successive_halving_stage,successive_halving_stage_epochs,successive_halving_stage_frac,successive_halving_target_epochs
True,float16,1.2249852200000078,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,2,1,,2,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.6,252,True,21,,high,,,,,,,,,,,,,,,,,,,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,,,0.7000000000000001,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5170482876442912,0.5170482876442912,0.5170482876442912,0.5170482876442912,0.5170482876442912,0.5170482876442912,0.0,0.5216216324663547,0.5216216324663547,0.5216216324663547,0.5216216324663547,0.5216216324663547,0.5216216324663547,0.0,0.28912344145726987,0.28912344145726987,0.28912344145726987,0.28912344145726987,0.28912344145726987,0.28912344145726987,0.0,0.1867480463779166,0.1867480463779166,0.1867480463779166,0.1867480463779166,0.1867480463779166,0.1867480463779166,0.0,3.086015462875366,3.121420423189799,1,1,mean,0,time_flip+noise,time_flip+noise,time_flip+noise,time_flip,0,,time_flip,1,ff,,,,,,,,0.03540496031443263,0.03540496031443263,0.03540496031443263,0.03540496031443263,0.03540496031443263,0.03540496031443263,0.0,2,True,True,2.3,0.052428800000000025,2305.3339370086296,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.6,time_flip+noise,time_flip+noise,critic,0.03540496031443263,eval_sep,0.03540496031443263,eval_sep_agg_min,eval_sep,0.03540496031443263,1,,,"successive_halving_pruned,eval_neg_not_evaluated,econ_not_evaluated",,eval_sep,finance_first,-999999.9645950397,True,32,0.25,False,0.09117475560257145,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,1,1,eval_sep,0.03540496031443263,1,2,0.3,5
True,float16,1.7450662086666853,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,4,1,,4,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.6,252,True,21,,high,,,,,,,,,,,,,,,,,,,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,,,0.7000000000000001,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,,,,,,,nan,,,,,,,nan,,,,,,,nan,,,,,,,0.2561120664079984,0.9999537070592245,1,1,mean,0,self_contrastive,self_contrastive,self_contrastive,time_flip,0,,time_flip,1,self_contrastive,1.0,0.743841640651226,0.7748114864031473,0.2561120664079984,0.9999537070592245,noise,0.05,0.743841640651226,0.743841640651226,0.743841640651226,0.743841640651226,0.743841640651226,0.743841640651226,0.0,2,True,True,2.3,0.052428800000000025,1622.2540703257982,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.6,self_contrastive,self_contrastive,encoder,0.743841640651226,eval_sc_gap,0.743841640651226,eval_sc_gap,primary_eval_metric_robust,0.743841640651226,1,,,"successive_halving_pruned,eval_neg_not_evaluated,econ_not_evaluated",,primary_eval_metric_robust,finance_first,-999999.2561583593,True,32,0.25,False,0.2275453213218426,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,1,2,primary_eval_metric_robust,0.743841640651226,2,4,0.65,5
True,float16,1.7485080260000814,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,2,1,,2,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.6,252,True,21,,high,,,,,,,,,,,,,,,,,,,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,,,0.7000000000000001,2,2,0.4992917847025496,0.4992917847025496,0.4992917847025496,0.4992917847025496,0.4992917847025496,0.4992917847025496,0.0,0.5242069419038484,0.5242069419038484,0.5242069419038484,0.5242069419038484,0.5242069419038484,0.5242069419038484,0.0,0.5130287539423316,0.5130287539423316,0.5130287539423316,0.5130287539423316,0.5130287539423316,0.5130287539423316,0.0,0.28659007527083086,0.28659007527083086,0.28659007527083086,0.28659007527083086,0.28659007527083086,0.28659007527083086,0.0,0.1849278034021279,0.1849278034021279,0.1849278034021279,0.1849278034021279,0.1849278034021279,0.1849278034021279,0.0,3.0769369999567666,3.0972545544306436,1,1,mean,0,time_flip+noise,time_flip+noise,time_flip+noise,time_flip,0,,time_flip,1,ff,,,,,,,,0.020317554473876953,0.020317554473876953,0.020317554473876953,0.020317554473876953,0.020317554473876953,0.020317554473876953,0.0,2,True,True,2.3,0.052428800000000025,1615.0912423663467,0.2,0.2,0.5,3.0,0.2,0.5,0.025,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.75,time_flip+noise,time_flip+noise,critic,0.020317554473876953,eval_sep,0.020317554473876953,eval_sep_agg_min,eval_sep,0.020317554473876953,1,,,"successive_halving_pruned,eval_neg_not_evaluated,econ_not_evaluated",,eval_sep,finance_first,-999999.9796824455,True,32,0.25,False,0.02527408104113809,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,1,1,eval_sep,0.020317554473876953,1,2,0.3,5
True,float16,1.9100038207500347,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,5,1,,5,2,objective,0,-0.2324454499692017,0.326202999269793,0.30119691412727856,0.2633303422058212,1.0374576826471418,-0.035809911917099896,0.5191489361702127,-0.2903221202803711,165.0,1.1437987419310023,1.7636829728786543,1.0887584687806555,-0.5418026485060108,0.017052796079504405,1,-0.004255319148936176,0.15161382636137732,132.0,705.0,primary_eval_metric_robust,0.774616522093614,0.4967844297143124,1.0,0.35412742192118685,1.0,212.0,0.7,212.0,0.3,281.0,0.05,0.2,0.6,252.0,1.0,21.0,-0.5649845694745006,high,high,high,0.6,252.0,0.5,21.0,0.2,-0.9083890663120422,0.06875146415807687,0.11877985617783675,0.49565503414113093,-0.01875711583759549,0.5148936170212766,-0.13870829391899375,297.0,0.5788141724565017,0.8552939065666121,0.20444249400255776,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,1.0,0.17938404085748222,0.7000000000000001,5,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,,,,,,,nan,,,,,,,nan,,,,,,,nan,,,,,,,0.22533128410577774,0.9999478061993917,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,1,self_contrastive,1.0,0.774616522093614,0.6660328010718027,0.22533128410577774,0.9999478061993917,noise,0.05,0.774616522093614,0.774616522093614,0.774616522093614,0.774616522093614,0.774616522093614,0.774616522093614,0.0,2,True,True,2.3,0.052428800000000025,1499.0196046859787,0.2,0.2,0.5,3.0,0.2,0.5,0.025,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.75,self_contrastive,self_contrastive,encoder,0.774616522093614,eval_sc_gap,0.774616522093614,eval_sc_gap,econ_sharpe_uplift,-0.5649845694745006,1,0.0,econ_sharpe_uplift,econ_sharpe_uplift,-0.5649845694745006,econ_sharpe_uplift,finance_first,-1000000.5649845694,True,32,0.25,False,0.9251056016601016,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,0,,,,3,5,1.0,5
True,float16,1.2169414170000437,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,2,1,,2,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.6,252,True,21,,high,,,,,,,,,,,,,,,,,,,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,,,0.7000000000000001,2,2,0.5021246458923513,0.5021246458923513,0.5021246458923513,0.5021246458923513,0.5021246458923513,0.5021246458923513,0.0,0.5163699030166838,0.5163699030166838,0.5163699030166838,0.5163699030166838,0.5163699030166838,0.5163699030166838,0.0,0.5135523918818062,0.5135523918818062,0.5135523918818062,0.5135523918818062,0.5135523918818062,0.5135523918818062,0.0,0.2955066816593005,0.2955066816593005,0.2955066816593005,0.2955066816593005,0.2955066816593005,0.2955066816593005,0.0,0.20157462103316745,0.20157462103316745,0.20157462103316745,0.20157462103316745,0.20157462103316745,0.20157462103316745,0.0,3.1840769052505493,3.2059176762898765,1,1,mean,0,time_flip+noise,time_flip+noise,time_flip+noise,time_flip,0,,time_flip,1,ff,,,,,,,,0.021840771039327134,0.021840771039327134,0.021840771039327134,0.021840771039327134,0.021840771039327134,0.021840771039327134,0.0,2,True,True,2.3,0.052428800000000025,2320.5718537886682,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.75,time_flip+noise,time_flip+noise,critic,0.021840771039327134,eval_sep,0.021840771039327134,eval_sep_agg_min,eval_sep,0.021840771039327134,1,,,"successive_halving_pruned,eval_neg_not_evaluated,econ_not_evaluated",,eval_sep,finance_first,-999999.9781592289,True,32,0.25,False,0.08875671467144489,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,1,1,eval_sep,0.021840771039327134,1,2,0.3,5
True,float16,1.9912790383333079,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,4,1,,4,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.6,252,True,21,,high,,,,,,,,,,,,,,,,,,,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,,,0.7000000000000001,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,,,,,,,nan,,,,,,,nan,,,,,,,nan,,,,,,,0.25369776288668316,0.9999544421831766,1,1,mean,0,self_contrastive,self_contrastive,self_contrastive,time_flip,0,,time_flip,1,self_contrastive,1.0,0.7462566792964935,0.7700339357058207,0.25369776288668316,0.9999544421831766,noise,0.05,0.7462566792964935,0.7462566792964935,0.7462566792964935,0.7462566792964935,0.7462566792964935,0.7462566792964935,0.0,2,True,True,2.3,0.052428800000000025,1440.4122056599654,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.75,self_contrastive,self_contrastive,encoder,0.7462566792964935,eval_sc_gap,0.7462566792964935,eval_sc_gap,primary_eval_metric_robust,0.7462566792964935,1,,,"successive_halving_pruned,eval_neg_not_evaluated,econ_not_evaluated",,primary_eval_metric_robust,finance_first,-999999.2537433207,True,32,0.25,False,0.21196472637254743,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,1,2,primary_eval_metric_robust,0.7462566792964935,2,4,0.65,5
True,float16,1.214494760999969,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,4,1,,4,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.6,252,True,21,,low,,,,,,,,,,,,,,,,,,,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,,,0.7000000000000001,4,4,0.4978753541076487,0.4978753541076487,0.4978753541076487,0.4978753541076487,0.4978753541076487,0.4978753541076487,0.0,0.5083344998861075,0.5083344998861075,0.5083344998861075,0.5083344998861075,0.5083344998861075,0.5083344998861075,0.0,0.5065645338619201,0.5065645338619201,0.5065645338619201,0.5065645338619201,0.5065645338619201,0.5065645338619201,0.0,0.3562280738026767,0.3562280738026767,0.3562280738026767,0.3562280738026767,0.3562280738026767,0.3562280738026767,0.0,0.3049887299223386,0.3049887299223386,0.3049887299223386,0.3049887299223386,0.3049887299223386,0.3049887299223386,0.0,3.9389373858769736,3.957223574320475,1,1,mean,0,time_flip+noise,time_flip+noise,time_flip+noise,time_flip,0,,time_flip,1,ff,,,,,,,,0.018286188443501494,0.018286188443501494,0.018286188443501494,0.018286188443501494,0.018286188443501494,0.018286188443501494,0.0,2,True,True,2.2,0.052428800000000025,2325.373954107295,0.2,0.2,0.5,3.0,0.2,0.5,0.025,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.6,time_flip+noise,time_flip+noise,critic,0.018286188443501494,eval_sep,0.018286188443501494,eval_sep_agg_min,eval_sep,0.018286188443501494,1,,,"successive_halving_pruned,eval_neg_not_evaluated,econ_not_evaluated",,eval_sep,finance_first,-999999.9817138115,True,32,0.25,False,0.08819535427868502,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,1,2,eval_sep,0.018286188443501494,2,4,0.65,5
True,float16,1.6953615300000138,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,5,1,,5,2,objective,0,-0.1812248155644618,0.28984828474641083,0.30119691412727856,0.2633303422058212,1.0374576826471418,-0.035809911917099896,0.5191489361702127,-0.2903221202803711,165.0,1.1437987419310023,1.7636829728786543,1.0887584687806555,-0.0433274095574232,0.0195474004543576,1,-0.009929078014184411,0.16964166037449968,-10.0,705.0,primary_eval_metric_robust,0.7720785836378734,0.4995334925865286,1.0,0.3501329387732883,1.0,212.0,0.7,212.0,0.3,281.0,0.05,0.2,0.6,252.0,1.0,21.0,-0.15973766607140794,low,low,low,0.6,252.0,0.5,21.0,0.2,-0.07260429077633401,0.11997209856281676,0.12191529723703284,0.9941302730897186,-0.016262511462742296,0.5092198581560283,-0.1206804599058714,155.0,0.9840610758595943,1.6910786821023203,0.37297620161810996,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,1.0,0.160419072235849,0.7000000000000001,5,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,,,,,,,nan,,,,,,,nan,,,,,,,nan,,,,,,,0.22787014643351236,0.9999487300713857,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,1,self_contrastive,1.0,0.7720785836378734,0.6783751746018728,0.22787014643351236,0.9999487300713857,noise,0.05,0.7720785836378734,0.7720785836378734,0.7720785836378734,0.7720785836378734,0.7720785836378734,0.7720785836378734,0.0,2,True,True,2.2,0.052428800000000025,1665.762722394743,0.2,0.2,0.5,3.0,0.2,0.5,0.025,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.6,self_contrastive,self_contrastive,encoder,0.7720785836378734,eval_sc_gap,0.7720785836378734,eval_sc_gap,econ_sharpe_uplift,-0.15973766607140794,1,0.0,econ_sharpe_uplift,econ_sharpe_uplift,-0.15973766607140794,econ_sharpe_uplift,finance_first,-1000000.159737666,True,32,0.25,False,0.9393026574848116,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,0,,,,3,5,1.0,5
True,float16,1.2216169569999238,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,2,1,,2,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.6,252,True,21,,low,,,,,,,,,,,,,,,,,,,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,,,0.7000000000000001,2,2,0.4985835694050991,0.4985835694050991,0.4985835694050991,0.4985835694050991,0.4985835694050991,0.4985835694050991,0.0,0.5157028228057556,0.5157028228057556,0.5157028228057556,0.5157028228057556,0.5157028228057556,0.5157028228057556,0.0,0.5126595992263802,0.5126595992263802,0.5126595992263802,0.5126595992263802,0.5126595992263802,0.5126595992263802,0.0,0.2927126224050262,0.2927126224050262,0.2927126224050262,0.2927126224050262,0.2927126224050262,0.2927126224050262,0.0,0.19598748422904042,0.19598748422904042,0.19598748422904042,0.19598748422904042,0.19598748422904042,0.19598748422904042,0.0,3.0491403341293335,3.0678386290868125,1,1,mean,0,time_flip+noise,time_flip+noise,time_flip+noise,time_flip,0,,time_flip,1,ff,,,,,,,,0.01869829495747899,0.01869829495747899,0.01869829495747899,0.01869829495747899,0.01869829495747899,0.01869829495747899,0.0,2,True,True,2.2,0.052428800000000025,2311.690242852593,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.6,time_flip+noise,time_flip+noise,critic,0.01869829495747899,eval_sep,0.01869829495747899,eval_sep_agg_min,eval_sep,0.01869829495747899,1,,,"successive_halving_pruned,eval_neg_not_evaluated,econ_not_evaluated",,eval_sep,finance_first,-999999.981301705,True,32,0.25,False,0.08708710523821292,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,1,1,eval_sep,0.01869829495747899,1,2,0.3,5
True,float16,1.76103781300003,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,5,1,,5,2,objective,0,-0.18673189891410624,0.31902500315928417,0.30119691412727856,0.2633303422058212,1.0374576826471418,-0.035809911917099896,0.5191489361702127,-0.2903221202803711,165.0,1.1437987419310023,1.7636829728786543,1.0887584687806555,-0.23879240752803732,0.01845008848689693,1,-0.007092198581560294,0.14700173465811872,8.0,705.0,primary_eval_metric_robust,0.7730041493972142,0.5012572504459794,1.0,0.3542755190492361,1.0,212.0,0.7,212.0,0.3,281.0,0.05,0.2,0.6,252.0,1.0,21.0,-0.21629837442272304,low,low,low,0.6,252.0,0.5,21.0,0.2,-0.24892061665272003,0.11446501521317232,0.12341236642383385,0.7986652751191045,-0.017359823430202967,0.5120567375886524,-0.14332038562225236,173.0,0.9275003675082792,1.5147623562259342,0.3541724331608893,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,1.0,0.17620239832882575,0.7000000000000001,5,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,,,,,,,nan,,,,,,,nan,,,,,,,nan,,,,,,,0.22694653769334158,0.9999506870905558,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,1,self_contrastive,1.0,0.7730041493972142,0.6721751987934113,0.22694653769334158,0.9999506870905558,noise,0.05,0.7730041493972142,0.7730041493972142,0.7730041493972142,0.7730041493972142,0.7730041493972142,0.7730041493972142,0.0,2,True,True,2.2,0.052428800000000025,1609.673081195452,0.2,0.2,0.5,3.0,0.2,0.5,0.035,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.6,self_contrastive,self_contrastive,encoder,0.7730041493972142,eval_sc_gap,0.7730041493972142,eval_sc_gap,econ_sharpe_uplift,-0.21629837442272304,1,0.0,econ_sharpe_uplift,econ_sharpe_uplift,-0.21629837442272304,econ_sharpe_uplift,finance_first,-1000000.2162983745,True,32,0.25,False,0.9345470789867668,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,0,,,,3,5,1.0,5
True,float16,1.605530478999981,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,2,1,,2,2,objective,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.7,,0.3,,,,0.6,252,True,21,,low,,,,,,,,,,,,,,,,,,,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,,,0.7000000000000001,2,2,0.49575070821529743,0.49575070821529743,0.49575070821529743,0.49575070821529743,0.49575070821529743,0.49575070821529743,0.0,0.527538793362367,0.527538793362367,0.527538793362367,0.527538793362367,0.527538793362367,0.527538793362367,0.0,0.5258528677703858,0.5258528677703858,0.5258528677703858,0.5258528677703858,0.5258528677703858,0.5258528677703858,0.0,0.29552284926127964,0.29552284926127964,0.29552284926127964,0.29552284926127964,0.29552284926127964,0.29552284926127964,0.0,0.2080031566693134,0.2080031566693134,0.2080031566693134,0.2080031566693134,0.2080031566693134,0.2080031566693134,0.0,3.0794515212376914,3.1161551475524902,1,1,mean,0,time_flip+noise,time_flip+noise,time_flip+noise,time_flip,0,,time_flip,1,ff,,,,,,,,0.03670362631479884,0.03670362631479884,0.03670362631479884,0.03670362631479884,0.03670362631479884,0.03670362631479884,0.0,2,True,True,2.2,0.052428800000000025,1758.9202054631523,0.2,0.2,0.5,3.0,0.2,0.5,0.025,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_layerwise,0.75,time_flip+noise,time_flip+noise,critic,0.03670362631479884,eval_sep,0.03670362631479884,eval_sep_agg_min,eval_sep,0.03670362631479884,1,,,"successive_halving_pruned,eval_neg_not_evaluated,econ_not_evaluated",,eval_sep,finance_first,-999999.9632963737,True,32,0.25,False,0.042696435133666014,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,1,1,eval_sep,0.03670362631479884,1,2,0.3,5
True,float16,1.9158303197499436,econ_sharpe_uplift,eval_sep_agg_mean,0.1,1009,1,128,2,softplus,2,64,nan,0,5,1,,5,2,objective,0,-0.2053169872070768,0.3093270406670859,0.30119691412727856,0.2633303422058212,1.0374576826471418,-0.035809911917099896,0.5191489361702127,-0.2903221202803711,165.0,1.1437987419310023,1.7636829728786543,1.0887584687806555,-0.3743910466966801,0.018525094614657664,1,-0.012765957446808529,0.1457213792360501,-15.0,705.0,primary_eval_metric_robust,0.7770794257521629,0.5000009498386198,1.0,0.3453095055617635,1.0,212.0,0.7,212.0,0.3,281.0,0.05,0.2,0.6,252.0,1.0,21.0,-0.3757532617192404,low,low,low,0.6,252.0,0.5,21.0,0.2,-0.4872001398517576,0.09587992692020175,0.12483626216219147,0.6630666359504617,-0.017284817302442232,0.5063829787234042,-0.14460074104432097,150.0,0.7680454802117619,1.2764828330268967,0.2919379277573859,BWC,"SPY,MDY,BWC,AAON,AUTO",6546.0,requested_priority,1.0,0.17014375253517655,0.7000000000000001,5,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,nan,,,,,,,nan,,,,,,,nan,,,,,,,nan,,,,,,,0.22287299980719885,0.9999524255593618,1,1,mean,1,self_contrastive,self_contrastive,self_contrastive,time_flip,1,,time_flip,1,self_contrastive,1.0,0.7770794257521629,0.6571419636408488,0.22287299980719885,0.9999524255593618,noise,0.05,0.7770794257521629,0.7770794257521629,0.7770794257521629,0.7770794257521629,0.7770794257521629,0.7770794257521629,0.0,2,True,True,2.2,0.052428800000000025,1493.2203091213628,0.2,0.2,0.5,3.0,0.2,0.5,0.025,0.35,3,0.0,0.006,0.006,shuffle,0.05,ff_e2e,0.75,self_contrastive,self_contrastive,encoder,0.7770794257521629,eval_sc_gap,0.7770794257521629,eval_sc_gap,econ_sharpe_uplift,-0.3757532617192404,1,0.0,econ_sharpe_uplift,econ_sharpe_uplift,-0.3757532617192404,econ_sharpe_uplift,finance_first,-1000000.3757532617,True,32,0.25,False,0.9252737321986393,shuffle+noise,0.05,2.697421237500001,0.1,96,0.22000000000000003,0.0,False,True,128,1,softplus,0.0,0.08000000000000002,1,0,,,,3,5,1.0,5
