ticker,num_pairs,num_points,corr_real_hall,mae,rmse,kl_divergence,js_divergence,tail_abs_p99_real,tail_abs_p99_hall,tail_ratio_p99
MSM,150,3000,0.9936387520906631,0.000699298791717,0.001823952378979819,0.07150709344337527,0.0040047089770074715,0.053366717,0.05299669,0.9930663338350005
CFX,9,180,0.9974020838373927,0.0006973052151111111,0.0016059956455171734,0.24642505544248172,0.043666204290233435,0.06862569126,0.06837113304,0.9962906279656177
HR,132,2640,0.9956818756924315,0.0006946419207904134,0.0015216401310482307,0.04698330636266439,0.003543774147374358,0.043736875,0.04219851593000007,0.9648269550579475
RBA,60,1200,0.9925929606973218,0.0006944895309395128,0.0020256524210002114,0.1563765003874292,0.010708272999844662,0.06569367319999997,0.05109730991999999,0.7778117348445058
CACI,150,3000,0.9952004676111496,0.0006936317988544718,0.0017116035423121233,0.03533848704420937,0.003999843988973057,0.056139603,0.052458695869999905,0.9344329682915624
HIW,58,1160,0.9975570975451236,0.0006927430055377183,0.0014381642532210054,0.02364840887477667,0.006846641183903357,0.06240420164,0.06240420164,1.0
CCK,99,1980,0.9919111421402425,0.00069139554865,0.0022492295880086805,0.12975559061722428,0.006007062874738011,0.05992254684,0.055524529860000026,0.9266049723863844
CABO,83,1660,0.997859198658945,0.0006893215668620482,0.0015170286269842975,0.018648520485764028,0.002682217022430804,0.06681157409999999,0.06795137005000013,1.0170598577470147
FAF,150,3000,0.9970652381468037,0.0006845460211126667,0.0013474328750397238,0.03247222439014252,0.0031686251649030266,0.05711530893999974,0.05606204100999996,0.9815589208997144
EQH,79,1580,0.991431713669113,0.000683594544020689,0.0025969674460426645,0.09571444067429338,0.005314060168222209,0.07116564274000028,0.0695032,0.9766398127524271
CRBG,7,140,0.9972062847358861,0.0006797416927142859,0.0013298772877291868,0.1840539955146817,0.05781599673983525,0.0401402,0.0401402,1.0
JAZZ,150,3000,0.9946900473066226,0.0006788465950952769,0.002155388155986575,0.045788429997168506,0.0033856397482318603,0.06862080739999929,0.06982448208999999,1.0175409578465657
UFPI,111,2220,0.9956198344910734,0.0006787339633465072,0.001843139741540097,0.06869398491907251,0.004199796310974114,0.061708369049999996,0.060243682039999975,0.9762643700919523
NLY,126,2520,0.9955951782530436,0.000678133421202529,0.0017329154763591115,0.1048877947694618,0.005116695598136527,0.07330455,0.0698819877,0.9533103702294059
CUZ,150,3000,0.9963210575427662,0.0006755282844600591,0.0016168101175773602,0.02421966547566328,0.002444949824684929,0.060493603,0.05816228049999991,0.9614616689305134
VC,150,3000,0.9967168749679275,0.0006745321316440564,0.001965784614236734,0.01064079340227774,0.002767197902703985,0.07328779,0.07321617834999998,0.9990228706582635
CW,150,3000,0.992774258064538,0.000672341548625204,0.0021848623821540264,0.07437741860881111,0.0041854789738568765,0.056056175,0.056056175,1.0
NSA,150,3000,0.9965824647930539,0.0006713303071019435,0.0015374785890955977,0.026019317243463617,0.003191490882721376,0.063364625,0.057773285,0.9117592820915457
STOR,38,760,0.9871979618259431,0.0006702456710095698,0.0035873195048504356,0.10743760611985015,0.006055925516894843,0.05540288764,0.05285528351999999,0.9540167628706652
ALTR,20,400,0.9890004472103249,0.0006694987877475001,0.002504192870106208,0.1406069172416374,0.017223214965500513,0.07895915,0.07141550099999996,0.9044613702148511
POST,150,3000,0.9863909749225838,0.0006692811926041002,0.0034218757879303854,0.047949641968368095,0.0026856426336240714,0.04787876139999997,0.043272362139999396,0.9037903419949251
GGG,150,3000,0.9934757241929247,0.0006691893457163897,0.0016577561080443409,0.04976233412319223,0.002936006556873174,0.04063895003,0.0396699055799999,0.9761547862510044
HLI,79,1580,0.9908228932858111,0.0006658417357474684,0.002250657576805886,0.11295413288147219,0.006707713997352567,0.04794388502000001,0.04794388502000001,1.0
STWD,108,2160,0.9945992837368608,0.0006650092918954792,0.0015543341359664563,0.04755042858164306,0.005107902172896042,0.052268427,0.04648632249999997,0.8893767264126768
DLB,93,1860,0.9866074416758138,0.0006622198971150537,0.0026638817048979632,0.13028032933079992,0.008696455770703295,0.07223107,0.058198050870000004,0.8057204589382382
FULT,51,1020,0.9967661121674907,0.0006587603912968928,0.0015580954572515207,0.07245511771322853,0.007831740632576162,0.06367114599999996,0.06294381039999997,0.988576684327309
ACC,19,380,0.9891428354148584,0.0006583958362425509,0.002310060077253975,0.2904574832473486,0.017817535416080943,0.035084736,0.03632005599999999,1.0352096136621918
LOPE,150,3000,0.9891031074563732,0.0006578184935209026,0.0026376992153510333,0.09321366171785955,0.004144868101512654,0.050122118129999206,0.04952557149999976,0.9880981360673503
IBOC,150,3000,0.9939390606328142,0.0006573582408438667,0.0019663938920003853,0.049248328393921646,0.002628407141742694,0.056299795299999775,0.05464072949999997,0.9705315837977867
REXR,150,3000,0.9965873605977442,0.0006569670793357366,0.0014920056721758068,0.06431183162933404,0.0037949454310813027,0.052798996469999464,0.05277634,0.9995708920336708
DCI,150,3000,0.9935893491192399,0.000655788859585082,0.0017042223443299261,0.07659304516577492,0.00451206708808396,0.043212738,0.04322254481999977,1.0002269428056092
MMS,150,3000,0.9924976803597227,0.0006554256980546974,0.002136415567460511,0.07199240055434213,0.0037792301336708883,0.04663219037999952,0.04651733146999981,0.9975369179731053
HOMB,150,3000,0.9943116233384446,0.000654435630013164,0.0018532025390369127,0.03086000348024713,0.003258005774327086,0.05348696406999971,0.05329866136999999,0.9964794655431689
HRB,150,3000,0.9946459074532384,0.0006526461679332094,0.0019868173428939733,0.06272971935413779,0.002788744277886994,0.05451996689999974,0.05250345122999983,0.9630132631280098
ALV,108,2160,0.9956765293311133,0.0006523683417814711,0.0016994676698240377,0.056433171055530015,0.004377164054878027,0.055641378629999454,0.05448316766999985,0.9791843590414716
SON,150,3000,0.9925450431061374,0.000652270273341,0.00196513374000337,0.03400722144895711,0.0024513922314547574,0.05093987304,0.0488121397,0.9582304938544072
RGLD,150,3000,0.9967719644178098,0.0006518694823533334,0.0015638594261895018,0.037531167497634146,0.0036080106643337877,0.06547515,0.06373143,0.9733682167967543
ACM,150,3000,0.9926299222672322,0.0006495769618438306,0.0019541020493945636,0.0660430796277534,0.0029330574405481554,0.05028654038999995,0.04982440394999999,0.9908099376808222
AFG,150,3000,0.9936525494326817,0.0006485942131649258,0.0016821492176244627,0.057415120156114684,0.005968861950996912,0.04699923476999989,0.04565347326999981,0.9713663103966301
EGP,150,3000,0.995283404434671,0.0006477925603492693,0.0014754390829031505,0.01190734798274943,0.0019081704504122457,0.04819859,0.04737369599999986,0.982885515945588
ORA,133,2660,0.9963939289835042,0.0006464845828767698,0.0015424241707150312,0.037312250567527364,0.0027072043469222834,0.05565774221999951,0.05531961316999963,0.9939248514849318
KBR,150,3000,0.9912504659299414,0.0006456733931730256,0.0024596529735536887,0.04151508719994106,0.004440396341107433,0.060726292,0.060013525,0.988262629307253
SWX,150,3000,0.99520516570631,0.0006361141832803333,0.0015815811348227817,0.030090143946579637,0.002948894466500112,0.0462126287999997,0.045114899199999746,0.9762461121882778
TXRH,150,3000,0.9948564930854837,0.0006344018180863333,0.0018971505809355013,0.027950418510441794,0.0024085425741666735,0.05523275,0.052981874689999944,0.9592474517383246
AIRC,87,1740,0.9910022178002985,0.0006340031573364833,0.0022827997994492137,0.022950926969787518,0.0016904126481023627,0.04291745104,0.04146696947999996,0.9662029891139584
WTS,148,2960,0.9954121932858111,0.0006309224192269126,0.0017274262810422923,0.08626875448787377,0.003335831081067319,0.061784454,0.058335327,0.9441748404865729
IRT,136,2720,0.9964082212352107,0.0006294700077047052,0.0014766268436900898,0.05259794462050757,0.005197584793757376,0.05247105624,0.05153257237999989,0.9821142563681674
VST,27,540,0.997847043960758,0.0006292946256111112,0.0012467665864312526,0.11069536087668642,0.013269707141035356,0.052924916,0.05373829854000002,1.0153686127721018
OHI,150,3000,0.9957494048602462,0.0006267728302369846,0.0014238214491609077,0.041896785216458066,0.003186637387897111,0.04781835901999999,0.04438548927999954,0.928210214437416
