scenario_id,graph_index,date,ticker,constraint_mode,constraint_tolerance,target_drop,real_cum_return,hall_cum_return,hall_minus_target,abs_error,nontarget_mean_abs_delta,objective_track,energy_component,component_split_mode,encoder_checkpoint,critic_checkpoint,train_neg_mode,hit
73,1679,2018-09-18,AFG,exact,0.01,-0.1,-0.011209189891815186,-0.07337427139282227,0.02662572860717774,0.02662572860717774,0.004930935800075531,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
74,1247,2016-12-29,AFG,exact,0.01,-0.1,0.06356143951416016,-0.052424848079681396,0.04757515192031861,0.04757515192031861,0.0028972693253308535,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
75,1091,2016-05-18,AFG,exact,0.01,-0.1,0.012774467468261719,-0.12891411781311035,-0.028914117813110346,0.028914117813110346,0.0038130509201437235,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
76,2222,2020-11-16,AFG,exact,0.01,-0.1,0.21216809749603271,-0.1360735297203064,-0.03607352972030639,0.03607352972030639,0.003146049100905657,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
77,2755,2023-01-03,AFG,exact,0.01,-0.1,-0.03554868698120117,-0.11832642555236816,-0.01832642555236816,0.01832642555236816,0.0023909490555524826,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
78,1844,2019-05-17,AFG,exact,0.01,-0.1,0.01999032497406006,-0.106170654296875,-0.0061706542968749944,0.0061706542968749944,0.00264350650832057,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
79,2985,2023-12-01,AFG,exact,0.01,-0.1,0.04388868808746338,-0.13065922260284424,-0.030659222602844233,0.030659222602844233,0.0021272851154208183,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
80,2237,2020-12-08,AFG,exact,0.01,-0.1,0.12856590747833252,-0.1621779203414917,-0.062177920341491694,0.062177920341491694,0.004995618015527725,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
81,1396,2017-08-03,AFG,exact,0.01,-0.1,0.03471732139587402,-0.13692951202392578,-0.036929512023925776,0.036929512023925776,0.0023655612021684647,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
82,2137,2020-07-17,AFG,exact,0.01,-0.1,-0.004596412181854248,-0.07262390851974487,0.027376091480255133,0.027376091480255133,0.002973193535581231,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
83,2135,2020-07-15,AFG,exact,0.01,-0.1,-0.05770617723464966,-0.10976701974868774,-0.009767019748687739,0.009767019748687739,0.002552417805418372,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
84,213,2012-05-03,AFG,exact,0.01,-0.1,0.03957021236419678,-0.13623929023742676,-0.03623929023742675,0.03623929023742675,0.003467667382210493,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
85,2858,2023-06-01,AFG,exact,0.01,-0.1,-0.07375627756118774,-0.09306168556213379,0.0069383144378662165,0.0069383144378662165,0.002621439751237631,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
86,3037,2024-02-16,AFG,exact,0.01,-0.1,0.06913316249847412,-0.10762274265289307,-0.007622742652893061,0.007622742652893061,0.003542731748893857,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
87,2055,2020-03-20,AFG,exact,0.01,-0.1,-0.532413125038147,-0.1358742117881775,-0.035874211788177485,0.035874211788177485,0.0075158108957111835,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
88,2330,2021-04-26,AFG,exact,0.01,-0.1,0.06480169296264648,-0.0728415846824646,0.027158415317535406,0.027158415317535406,0.003010539570823312,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
89,2812,2023-03-27,AFG,exact,0.01,-0.1,-0.11229783296585083,-0.09948623180389404,0.0005137681961059626,0.0005137681961059626,0.0024098034482449293,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
90,610,2014-05-20,AFG,exact,0.01,-0.1,0.01100623607635498,-0.0834815502166748,0.0165184497833252,0.0165184497833252,0.002184690907597542,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
91,2190,2020-10-01,AFG,exact,0.01,-0.1,0.006007790565490723,-0.1302119493484497,-0.0302119493484497,0.0302119493484497,0.0032266508787870407,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
92,2777,2023-02-03,AFG,exact,0.01,-0.1,-0.029980599880218506,-0.08663356304168701,0.013366436958312994,0.013366436958312994,0.0031619304791092873,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
93,458,2013-06-19,AFG,exact,0.01,-0.1,-0.0022339820861816406,-0.10015279054641724,-0.00015279054641723078,0.00015279054641723078,0.0032130531035363674,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
94,1417,2017-09-01,AFG,exact,0.01,-0.1,-0.025928080081939697,-0.09342765808105469,0.006572341918945318,0.006572341918945318,0.002109445398673415,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
95,238,2012-06-08,AFG,exact,0.01,-0.1,-0.00790417194366455,-0.12408345937728882,-0.024083459377288813,0.024083459377288813,0.004187570884823799,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
96,1964,2019-11-06,AFG,exact,0.01,-0.1,0.0659782886505127,-0.06316089630126953,0.036839103698730474,0.036839103698730474,0.0027446963358670473,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
97,382,2013-03-01,AFG,exact,0.01,-0.1,0.03289473056793213,-0.07907992601394653,0.020920073986053472,0.020920073986053472,0.0024672362487763166,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
98,1863,2019-06-14,AFG,exact,0.01,-0.1,0.049959659576416016,-0.08478915691375732,0.015210843086242681,0.015210843086242681,0.0020949780009686947,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
99,1204,2016-10-27,AFG,exact,0.01,-0.1,0.004367351531982422,-0.09564828872680664,0.004351711273193365,0.004351711273193365,0.0024383720010519028,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
100,1853,2019-05-31,AFG,exact,0.01,-0.1,-0.028155148029327393,-0.13661843538284302,-0.03661843538284301,0.03661843538284301,0.0031099992338567972,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
101,1769,2019-01-30,AFG,exact,0.01,-0.1,0.06262922286987305,-0.11092227697372437,-0.01092227697372436,0.01092227697372436,0.0029963520355522633,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
102,2056,2020-03-23,AFG,exact,0.01,-0.1,-0.5363422632217407,-0.13041585683822632,-0.030415856838226313,0.030415856838226313,0.008226009085774422,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
103,2948,2023-10-10,AFG,exact,0.01,-0.1,0.035382747650146484,-0.13604527711868286,-0.036045277118682856,0.036045277118682856,0.0026183074805885553,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
104,269,2012-07-24,AFG,exact,0.01,-0.1,-0.03805708885192871,-0.11865192651748657,-0.018651926517486567,0.018651926517486567,0.0024936546105891466,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
105,59,2011-09-22,AFG,exact,0.01,-0.1,-0.033887624740600586,-0.08393841981887817,0.01606158018112183,0.01606158018112183,0.0030947555787861347,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
106,1809,2019-03-28,AFG,exact,0.01,-0.1,-0.02998793125152588,-0.13304883241653442,-0.03304883241653442,0.03304883241653442,0.0022440748289227486,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
107,1533,2018-02-20,AFG,exact,0.01,-0.1,0.016500353813171387,-0.1287124752998352,-0.0287124752998352,0.0287124752998352,0.00322548346593976,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
108,2795,2023-03-02,AFG,exact,0.01,-0.1,-0.014089047908782959,-0.12145799398422241,-0.021457993984222407,0.021457993984222407,0.0025609112344682217,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
109,1129,2016-07-13,AFG,exact,0.01,-0.1,0.020011305809020996,-0.13359731435775757,-0.03359731435775756,0.03359731435775756,0.002604865934699774,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
110,729,2014-11-06,AFG,exact,0.01,-0.1,0.04712104797363281,-0.1290467381477356,-0.02904673814773559,0.02904673814773559,0.0022226490546017885,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
111,2801,2023-03-10,AFG,exact,0.01,-0.1,-0.0668344497680664,-0.11178368330001831,-0.011783683300018305,0.011783683300018305,0.0022407795768231153,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
112,2164,2020-08-25,AFG,exact,0.01,-0.1,0.12285387516021729,-0.14045190811157227,-0.04045190811157226,0.04045190811157226,0.0023247837089002132,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
113,2251,2020-12-29,AFG,exact,0.01,-0.1,-0.046609461307525635,-0.1056286096572876,-0.005628609657287592,0.005628609657287592,0.002102459315210581,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
114,1354,2017-06-05,AFG,exact,0.01,-0.1,0.010451316833496094,-0.11440098285675049,-0.014400982856750483,0.014400982856750483,0.0028598362114280462,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
115,1920,2019-09-05,AFG,exact,0.01,-0.1,0.023990392684936523,-0.12442690134048462,-0.024426901340484614,0.024426901340484614,0.0030653474386781454,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
116,2487,2021-12-07,AFG,exact,0.01,-0.1,-0.021278858184814453,-0.13651156425476074,-0.03651156425476074,0.03651156425476074,0.002626286121085286,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
117,1103,2016-06-06,AFG,exact,0.01,-0.1,0.03502774238586426,-0.1124199628829956,-0.0124199628829956,0.0124199628829956,0.0020411228761076927,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
118,2630,2022-07-06,AFG,exact,0.01,-0.1,-0.00937187671661377,-0.11359292268753052,-0.013592922687530512,0.013592922687530512,0.0027206516824662685,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
119,72,2011-10-11,AFG,exact,0.01,-0.1,0.040944814682006836,-0.13481253385543823,-0.03481253385543823,0.03481253385543823,0.005087231285870075,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
120,1284,2017-02-23,AFG,exact,0.01,-0.1,0.09246885776519775,-0.13604766130447388,-0.03604766130447387,0.03604766130447387,0.0021717622876167297,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
121,2910,2023-08-16,AFG,exact,0.01,-0.1,-0.04634124040603638,-0.0948324203491211,0.005167579650878912,0.005167579650878912,0.004358165431767702,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
122,2785,2023-02-15,AFG,exact,0.01,-0.1,-0.03834432363510132,-0.1090012788772583,-0.009001278877258295,0.009001278877258295,0.0034915143623948097,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
123,1274,2017-02-08,AFG,exact,0.01,-0.1,0.054009318351745605,-0.14081519842147827,-0.040815198421478266,0.040815198421478266,0.00439772754907608,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
124,2900,2023-08-02,AFG,exact,0.01,-0.1,0.027193546295166016,-0.10253775119781494,-0.002537751197814936,0.002537751197814936,0.0020131655037403107,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,1
125,2678,2022-09-13,AFG,exact,0.01,-0.1,-0.010239660739898682,-0.12712693214416504,-0.027126932144165034,0.027126932144165034,0.002107852604240179,critic,critic_energy,legacy,runs/experiments/long_constituents/models/encoder.pt,runs/experiments/long_constituents/models/critic.pt,self_contrastive,0
