scenario,scope,series,num_tickers,total_return,max_drawdown,volatility,var_95,cvar_95,delta_vs_real_total_return,delta_vs_real_max_drawdown,delta_vs_real_volatility,delta_vs_real_var_95,delta_vs_real_cvar_95,delta_vs_baseline_total_return,delta_vs_baseline_max_drawdown,delta_vs_baseline_volatility,delta_vs_baseline_var_95,delta_vs_baseline_cvar_95
118,all,real,297,-0.08786490704258054,-0.14358294936485172,0.020165191317205254,-0.04734835756057577,-0.04948860481414139,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
118,non_target,halluc,297,-0.09053320999698589,-0.15243881184396557,0.020877870200726355,-0.04926339000624244,-0.05142597813939392,-0.002668302954405344,-0.008855862479113852,0.0007126788835211013,-0.0019150324456666742,-0.0019373733252525255,nan,nan,nan,nan,nan
118,non_target,real,297,-0.08786490704258054,-0.14358294936485172,0.020165191317205254,-0.04734835756057577,-0.04948860481414139,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
119,all,halluc,315,-0.010795060594907535,-0.1663707065318084,0.029439247219645946,-0.04271359589859745,-0.04577748847015872,-0.013384652235862382,-0.01845621819288734,0.001729060617910269,-0.003584604926376196,0.002341477368126975,nan,nan,nan,nan,nan
119,all,real,315,0.002589591640954847,-0.14791448833892107,0.027710186601735676,-0.03912899097222126,-0.0481189658382857,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
119,non_target,halluc,315,-0.010795060594907535,-0.1663707065318084,0.029439247219645946,-0.04271359589859745,-0.04577748847015872,-0.013384652235862382,-0.01845621819288734,0.001729060617910269,-0.003584604926376196,0.002341477368126975,nan,nan,nan,nan,nan
119,non_target,real,315,0.002589591640954847,-0.14791448833892107,0.027710186601735676,-0.03912899097222126,-0.0481189658382857,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
12,all,halluc,303,0.06530538264537644,-0.016388155585513098,0.00721170795027218,-0.006519932921767323,-0.00982985274877888,-0.005475819360335921,-0.0009835568169036524,0.0002484673578301514,-0.0005657783652903174,-0.0013467609880158209,nan,nan,nan,nan,nan
12,all,real,303,0.07078120200571236,-0.015404598768609445,0.0069632405924420285,-0.005954154556477006,-0.008483091760763058,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
12,non_target,halluc,303,0.06530538264537644,-0.016388155585513098,0.00721170795027218,-0.006519932921767323,-0.00982985274877888,-0.005475819360335921,-0.0009835568169036524,0.0002484673578301514,-0.0005657783652903174,-0.0013467609880158209,nan,nan,nan,nan,nan
12,non_target,real,303,0.07078120200571236,-0.015404598768609445,0.0069632405924420285,-0.005954154556477006,-0.008483091760763058,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
120,all,baseline_cov,309,0.02478384997392702,-0.017915966515644755,0.005709735887839917,-0.005269422272644631,-0.00881482726778511,0.004903543161397739,0.0007063216781612036,1.734723475976807e-18,0.00023982190649520646,0.00023982190649520646,0.0,0.0,0.0,0.0,0.0
120,all,halluc,309,0.019897090767295733,-0.018496300038472135,0.005861606194334544,-0.00578546016092005,-0.009014088744403079,1.678395476645278e-05,0.00012598815533382268,0.00015187030649462929,-0.0002762159817802125,4.056042987723822e-05,-0.004886759206631286,-0.0005803335228273809,0.00015187030649462755,-0.0005160378882754189,-0.00019926147661796824
120,all,real,309,0.01988030681252928,-0.018622288193805958,0.005709735887839915,-0.0055092441791398375,-0.009054649174280317,0.0,0.0,0.0,0.0,0.0,-0.004903543161397739,-0.0007063216781612036,-1.734723475976807e-18,-0.00023982190649520646,-0.00023982190649520646
120,target,baseline_cov,1,0.16832562794519434,-0.07072383412627037,0.025756875244012614,-0.02208703664499995,-0.073349312145,0.12647343957246915,0.02263968910850689,0.0,0.005728577855000003,0.005728577855,0.0,0.0,0.0,0.0,0.0
120,target,halluc,1,0.16832562794519434,-0.12566085811584327,0.03405509984224764,-0.040215988999999994,-0.04530892,0.12647343957246915,-0.03229733488106601,0.008298224598235024,-0.01240037450000004,0.033768969999999995,0.0,-0.0549370239895729,0.008298224598235024,-0.018128952355000044,0.028040392144999995
120,target,real,1,0.041852188372725196,-0.09336352323477726,0.025756875244012614,-0.027815614499999954,-0.07907789,0.0,0.0,0.0,0.0,0.0,-0.12647343957246915,-0.02263968910850689,0.0,-0.005728577855000003,-0.005728577855
120,non_target,baseline_cov,308,0.024347777724015973,-0.01777805578530467,0.005713071129626039,-0.005459703140429193,-0.008780495466235713,0.0045380481778589665,0.0006539457686339789,2.6020852139652106e-18,0.00022200127029876025,0.00022200127029876025,0.0,0.0,0.0,0.0,0.0
120,non_target,halluc,308,0.019447276607243547,-0.01862792597743501,0.005873445565155673,-0.005741059642754957,-0.009074756542274518,-0.0003624529389134601,-0.00019592442349636308,0.00016037443552963625,-5.9355232027003164e-05,-7.225980574004573e-05,-0.004900501116772427,-0.000849870192130342,0.00016037443552963365,-0.0002813565023257634,-0.000294261076038806
120,non_target,real,308,0.019809729546157007,-0.01843200155393865,0.005713071129626037,-0.0056817044107279535,-0.009002496736534473,0.0,0.0,0.0,0.0,0.0,-0.0045380481778589665,-0.0006539457686339789,-2.6020852139652106e-18,-0.00022200127029876025,-0.00022200127029876025
121,all,halluc,296,-0.03930755763186422,-0.050185796514656045,0.006765872228319091,-0.013065615216480184,-0.015671717488025892,0.0009438248248307968,-0.002522885060941782,0.00019910193492395263,-0.00010871471349966667,-0.0006754365682635002,nan,nan,nan,nan,nan
121,all,real,296,-0.04025138245669502,-0.04766291145371426,0.0065667702933951385,-0.012956900502980517,-0.014996280919762392,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
121,non_target,halluc,296,-0.03930755763186422,-0.050185796514656045,0.006765872228319091,-0.013065615216480184,-0.015671717488025892,0.0009438248248307968,-0.002522885060941782,0.00019910193492395263,-0.00010871471349966667,-0.0006754365682635002,nan,nan,nan,nan,nan
121,non_target,real,296,-0.04025138245669502,-0.04766291145371426,0.0065667702933951385,-0.012956900502980517,-0.014996280919762392,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
122,all,halluc,297,0.038845722955520356,-0.04529373850383045,0.012049819657023784,-0.014887080757023566,-0.0150347260156229,0.003257249285781638,-0.00751117948632507,0.0004995390551058437,-0.0025550480227845077,-0.0010045932462963009,nan,nan,nan,nan,nan
122,all,real,297,0.03558847366973872,-0.03778255901750538,0.01155028060191794,-0.012332032734239058,-0.0140301327693266,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
122,non_target,halluc,297,0.038845722955520356,-0.04529373850383045,0.012049819657023784,-0.014887080757023566,-0.0150347260156229,0.003257249285781638,-0.00751117948632507,0.0004995390551058437,-0.0025550480227845077,-0.0010045932462963009,nan,nan,nan,nan,nan
122,non_target,real,297,0.03558847366973872,-0.03778255901750538,0.01155028060191794,-0.012332032734239058,-0.0140301327693266,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
123,all,baseline_cov,310,0.01026100393568985,-0.01851625354029729,0.006947250085221937,-0.008825812804976737,-0.00901156458638709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,all,halluc,310,0.002150790949120518,-0.022607172225910244,0.007292377805013348,-0.010391584611031972,-0.010444674869645156,-0.008110212986569332,-0.004090918685612954,0.00034512771979141113,-0.0015657718060552352,-0.001433110283258066,-0.008110212986569332,-0.004090918685612954,0.00034512771979141113,-0.0015657718060552352,-0.001433110283258066
123,all,real,310,0.01026100393568985,-0.01851625354029729,0.006947250085221937,-0.008825812804976737,-0.00901156458638709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,target,baseline_cov,1,-0.06122448977570505,-0.10002593073439203,0.026502773514167393,-0.04430441299999997,-0.07907789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,target,halluc,1,-0.06122448977570505,-0.10002593073439203,0.026502773514167393,-0.04430441299999997,-0.07907789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,target,real,1,-0.06122448977570505,-0.10002593073439203,0.026502773514167393,-0.04430441299999997,-0.07907789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,non_target,baseline_cov,309,0.01050096980742321,-0.018326219048210413,0.006959001602644743,-0.008821404424733942,-0.008959441494433652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,non_target,halluc,309,0.002362683536186738,-0.022431143874047765,0.007302211662997628,-0.010392243453462499,-0.010397189675048537,-0.008138286271236472,-0.004104924825837353,0.0003432100603528842,-0.001570839028728557,-0.001437748180614885,-0.008138286271236472,-0.004104924825837353,0.0003432100603528842,-0.001570839028728557,-0.001437748180614885
123,non_target,real,309,0.01050096980742321,-0.018326219048210413,0.006959001602644743,-0.008821404424733942,-0.008959441494433652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,all,halluc,296,0.03661195541344586,-0.014912914399265231,0.008263100188780936,-0.010099398598921583,-0.015025229940743245,0.0028955967072152866,-0.0021734589027879725,0.0003269728381418875,0.0010857029977915256,-0.0022039317505478714,nan,nan,nan,nan,nan
124,all,real,296,0.033716358706230576,-0.012739455496477259,0.007936127350639048,-0.011185101596713109,-0.012821298190195373,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
124,non_target,halluc,296,0.03661195541344586,-0.014912914399265231,0.008263100188780936,-0.010099398598921583,-0.015025229940743245,0.0028955967072152866,-0.0021734589027879725,0.0003269728381418875,0.0010857029977915256,-0.0022039317505478714,nan,nan,nan,nan,nan
124,non_target,real,296,0.033716358706230576,-0.012739455496477259,0.007936127350639048,-0.011185101596713109,-0.012821298190195373,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
125,all,halluc,296,-0.051011682373276246,-0.1203835514456496,0.015012083665538172,-0.025659639713631756,-0.033659407424999975,-0.008565301726044638,-0.013433135834199694,0.0010192548912366494,-0.0021947605326908745,-0.0021525580457094212,nan,nan,nan,nan,nan
125,all,real,296,-0.04244638064723161,-0.10695041561144991,0.013992828774301523,-0.02346487918094088,-0.031506849379290554,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
125,non_target,halluc,296,-0.051011682373276246,-0.1203835514456496,0.015012083665538172,-0.025659639713631756,-0.033659407424999975,-0.008565301726044638,-0.013433135834199694,0.0010192548912366494,-0.0021947605326908745,-0.0021525580457094212,nan,nan,nan,nan,nan
125,non_target,real,296,-0.04244638064723161,-0.10695041561144991,0.013992828774301523,-0.02346487918094088,-0.031506849379290554,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
126,all,halluc,298,-0.001920519891124961,-0.04562506494741492,0.011569754162244658,-0.013669136366493442,-0.03146399403546982,-0.0023674049856645674,0.000148997160882125,0.0002552644740563253,-0.000425227725672982,-0.0005071322295302043,nan,nan,nan,nan,nan
126,all,real,298,0.00044688509453960634,-0.04577406210829704,0.011314489688188333,-0.01324390864082046,-0.030956861805939612,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
126,non_target,halluc,298,-0.001920519891124961,-0.04562506494741492,0.011569754162244658,-0.013669136366493442,-0.03146399403546982,-0.0023674049856645674,0.000148997160882125,0.0002552644740563253,-0.000425227725672982,-0.0005071322295302043,nan,nan,nan,nan,nan
126,non_target,real,298,0.00044688509453960634,-0.04577406210829704,0.011314489688188333,-0.01324390864082046,-0.030956861805939612,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
127,all,halluc,301,-0.02594013622587943,-0.03974472261323447,0.011202897686049531,-0.0163610900798842,-0.017129108013298443,0.001656817174777725,0.007973731081653224,0.00012670035399628583,-0.0021118889243791576,0.0006754924130564811,nan,nan,nan,nan,nan
127,all,real,301,-0.027596953400657154,-0.0477184536948877,0.011076197332053245,-0.014249201155505044,-0.017804600426354924,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
127,non_target,halluc,301,-0.02594013622587943,-0.03974472261323447,0.011202897686049531,-0.0163610900798842,-0.017129108013298443,0.001656817174777725,0.007973731081653224,0.00012670035399628583,-0.0021118889243791576,0.0006754924130564811,nan,nan,nan,nan,nan
127,non_target,real,301,-0.027596953400657154,-0.0477184536948877,0.011076197332053245,-0.014249201155505044,-0.017804600426354924,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
128,all,halluc,296,0.0696465294837596,-0.01735929801998337,0.013078386157461862,-0.011803793224271225,-0.01633367308876912,0.003511422629291827,-0.002889064150516374,0.00037814217517404686,0.0004955107081537173,-0.0017577243331081092,nan,nan,nan,nan,nan
128,all,real,296,0.06613510685446777,-0.014470233869466997,0.012700243982287815,-0.012299303932424942,-0.014575948755661011,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
128,non_target,halluc,296,0.0696465294837596,-0.01735929801998337,0.013078386157461862,-0.011803793224271225,-0.01633367308876912,0.003511422629291827,-0.002889064150516374,0.00037814217517404686,0.0004955107081537173,-0.0017577243331081092,nan,nan,nan,nan,nan
128,non_target,real,296,0.06613510685446777,-0.014470233869466997,0.012700243982287815,-0.012299303932424942,-0.014575948755661011,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
129,all,baseline_cov,307,-0.023759353437726727,-0.04738582812550429,0.010796640427798345,-0.020772280515532725,-0.031002279624024562,-0.013417384375708274,-0.0032564301051093425,-5.204170427930421e-18,-0.0006825170019724713,-0.0006825170019724228,0.0,0.0,0.0,0.0,0.0
129,all,halluc,307,-0.01847695975540342,-0.05871490463675655,0.011446766593583643,-0.021842138079314323,-0.03312098167296417,-0.00813499069338497,-0.014585506616361599,0.0006501261657852926,-0.0017523745657540696,-0.002801219050912032,0.005282393682323305,-0.011329076511252256,0.0006501261657852978,-0.0010698575637815982,-0.0021187020489396094
129,all,real,307,-0.010341969062018452,-0.04412939802039495,0.01079664042779835,-0.020089763513560253,-0.03031976262205214,0.0,0.0,0.0,0.0,0.0,0.013417384375708274,0.0032564301051093425,5.204170427930421e-18,0.0006825170019724713,0.0006825170019724228
129,target,baseline_cov,1,0.03129296548555671,-0.04899978540694072,0.01648884027279925,-0.02477831814835846,-0.03133615104835846,-0.03573297354376925,-0.01304584447185042,0.0,-0.0017030980483584666,-0.0017030980483584632,0.0,0.0,0.0,0.0,0.0
129,target,halluc,1,0.03129296548555671,-0.13261077331790816,0.020243094234976194,-0.025372982749999985,-0.044701602,-0.03573297354376925,-0.09665683238281786,0.003754253962176945,-0.0022977626499999897,-0.015068549,0.0,-0.08361098791096744,0.003754253962176945,-0.000594664601641523,-0.013365450951641537
129,target,real,1,0.06702593902932596,-0.0359539409350903,0.01648884027279925,-0.023075220099999995,-0.029633053,0.0,0.0,0.0,0.0,0.0,0.03573297354376925,0.01304584447185042,0.0,0.0017030980483584666,0.0017030980483584632
129,non_target,baseline_cov,306,-0.0239343575355091,-0.047496810478076634,0.010799026946152816,-0.02077834425774571,-0.0310011885409385,-0.013348978380546717,-0.003240112459458988,-6.938893903907228e-18,-0.0006791817697947358,-0.0006791817697946907,0.0,0.0,0.0,0.0,0.0
129,non_target,halluc,306,-0.01863560439836942,-0.05855624973667384,0.011445039669804428,-0.021900013603968944,-0.033083136508496744,-0.008050225243407039,-0.014299551718056192,0.0006460127236516053,-0.0018008511160179687,-0.0027611297373529332,0.005298753137139678,-0.011059439258597203,0.0006460127236516122,-0.0011216693462232329,-0.0020819479675582425
129,non_target,real,306,-0.010585379154962382,-0.044256698018617646,0.010799026946152823,-0.020099162487950975,-0.03032200677114381,0.0,0.0,0.0,0.0,0.0,0.013348978380546717,0.003240112459458988,6.938893903907228e-18,0.0006791817697947358,0.0006791817697946907
13,all,halluc,304,-0.008346243464198544,-0.02904249110419488,0.007235319970906336,-0.010566651440672202,-0.01106104026313158,-0.004342318327328454,-0.006233641055261141,0.00035734812579770077,-0.0002541228997856946,-0.0006959493735263101,nan,nan,nan,nan,nan
13,all,real,304,-0.00400392513687009,-0.022808850048933738,0.006877971845108635,-0.010312528540886507,-0.01036509088960527,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
13,non_target,halluc,304,-0.008346243464198544,-0.02904249110419488,0.007235319970906336,-0.010566651440672202,-0.01106104026313158,-0.004342318327328454,-0.006233641055261141,0.00035734812579770077,-0.0002541228997856946,-0.0006959493735263101,nan,nan,nan,nan,nan
13,non_target,real,304,-0.00400392513687009,-0.022808850048933738,0.006877971845108635,-0.010312528540886507,-0.01036509088960527,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
130,all,halluc,297,0.025557255385067146,-0.03943731676680573,0.019078398124163082,-0.024354911582235694,-0.032567939327306415,-0.006208027931627669,-0.002734204579472599,0.0005577107713331496,-0.0015609578951069313,-0.001961888316565654,nan,nan,nan,nan,nan
130,all,real,297,0.031765283316694815,-0.03670311218733313,0.018520687352829933,-0.022793953687128762,-0.03060605101074076,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
130,non_target,halluc,297,0.025557255385067146,-0.03943731676680573,0.019078398124163082,-0.024354911582235694,-0.032567939327306415,-0.006208027931627669,-0.002734204579472599,0.0005577107713331496,-0.0015609578951069313,-0.001961888316565654,nan,nan,nan,nan,nan
130,non_target,real,297,0.031765283316694815,-0.03670311218733313,0.018520687352829933,-0.022793953687128762,-0.03060605101074076,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
131,all,halluc,305,0.05333442817185241,-0.006312185912236035,0.004798299973338347,-0.003945310541557023,-0.004793210619369937,-0.0008653372114177937,0.0008380427043561678,0.0001094853770966962,0.00025852493585393297,0.0002831994708360685,nan,nan,nan,nan,nan
131,all,real,305,0.054199765383270204,-0.0071502286165922024,0.004688814596241651,-0.004203835477410956,-0.005076410090206006,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
131,non_target,halluc,305,0.05333442817185241,-0.006312185912236035,0.004798299973338347,-0.003945310541557023,-0.004793210619369937,-0.0008653372114177937,0.0008380427043561678,0.0001094853770966962,0.00025852493585393297,0.0002831994708360685,nan,nan,nan,nan,nan
131,non_target,real,305,0.054199765383270204,-0.0071502286165922024,0.004688814596241651,-0.004203835477410956,-0.005076410090206006,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
132,all,baseline_cov,308,0.04383623292923744,-0.008501891519753113,0.005760311754665586,-0.005835227708180502,-0.007546298360844154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,all,halluc,308,0.04742994553972668,-0.012974006398389637,0.005940103288894551,-0.00763229108602881,-0.00997004373937013,0.0035937126104892414,-0.004472114878636524,0.0001797915342289652,-0.001797063377848308,-0.0024237453785259768,0.0035937126104892414,-0.004472114878636524,0.0001797915342289652,-0.001797063377848308,-0.0024237453785259768
132,all,real,308,0.04383623292923744,-0.008501891519753113,0.005760311754665586,-0.005835227708180502,-0.007546298360844154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,target,baseline_cov,1,0.17806805872559694,-0.022072635565684395,0.01324902768408008,-0.015959131600000002,-0.016615897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,target,halluc,1,0.17806805872559694,-0.022072635565684395,0.01324902768408008,-0.015959131600000002,-0.016615897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,target,real,1,0.17806805872559694,-0.022072635565684395,0.01324902768408008,-0.015959131600000002,-0.016615897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,non_target,baseline_cov,307,0.043424990644763684,-0.00853474635401541,0.005762943131008706,-0.005805058458695748,-0.007615694436938109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,non_target,halluc,307,0.04702900891055606,-0.013173184013940076,0.005949317402558614,-0.0076835973569930735,-0.01004733475155049,0.0036040182657923747,-0.004638437659924666,0.000186374271549908,-0.0018785388982973253,-0.002431640314612381,0.0036040182657923747,-0.004638437659924666,0.000186374271549908,-0.0018785388982973253,-0.002431640314612381
132,non_target,real,307,0.043424990644763684,-0.00853474635401541,0.005762943131008706,-0.005805058458695748,-0.007615694436938109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,all,halluc,301,-0.06294836784219271,-0.10530416970667456,0.016256973715930344,-0.02873914622694517,-0.030325599095614643,-0.009204124396292146,-0.011168213928608228,0.0005537815070782819,-0.002024460523884334,0.0012093638481063193,nan,nan,nan,nan,nan
133,all,real,301,-0.053744243445900564,-0.09413595577806633,0.015703192208852062,-0.026714685703060837,-0.03153496294372096,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
133,non_target,halluc,301,-0.06294836784219271,-0.10530416970667456,0.016256973715930344,-0.02873914622694517,-0.030325599095614643,-0.009204124396292146,-0.011168213928608228,0.0005537815070782819,-0.002024460523884334,0.0012093638481063193,nan,nan,nan,nan,nan
133,non_target,real,301,-0.053744243445900564,-0.09413595577806633,0.015703192208852062,-0.026714685703060837,-0.03153496294372096,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
134,all,baseline_cov,310,-0.014624617066486212,-0.024049152900271986,0.007912555092271173,-0.012633792943281595,-0.01987529428219355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,all,halluc,310,-0.01709509909681739,-0.02363706289953149,0.008120293471526565,-0.012524812435476406,-0.020675663301096787,-0.002470482030331178,0.00041209000074049484,0.0002077383792553917,0.00010898050780518836,-0.0008003690189032353,-0.002470482030331178,0.00041209000074049484,0.0002077383792553917,0.00010898050780518836,-0.0008003690189032353
134,all,real,310,-0.014624617066486212,-0.024049152900271986,0.007912555092271173,-0.012633792943281595,-0.01987529428219355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,target,baseline_cov,1,-0.02613535307266568,-0.04083577972871799,0.009425418514912017,-0.011782635449999983,-0.03163221,0.0,0.0,0.0,-1.734723475976807e-18,0.0,0.0,0.0,0.0,0.0,0.0
134,target,halluc,1,-0.02613535307266568,-0.04083577972871799,0.009425418514912017,-0.011782635449999981,-0.03163221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734723475976807e-18,0.0
134,target,real,1,-0.02613535307266568,-0.04083577972871799,0.009425418514912017,-0.011782635449999981,-0.03163221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734723475976807e-18,0.0
134,non_target,baseline_cov,309,-0.014587145493251685,-0.024094261278149065,0.007934047963470161,-0.012663400756043022,-0.019904865069514565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,non_target,halluc,309,-0.017065706798240265,-0.02368085647880458,0.008143285908890198,-0.01254221783973361,-0.020707824279417485,-0.00247856130498858,0.0004134047993444856,0.00020923794542003667,0.00012118291630941122,-0.0008029592099029204,-0.00247856130498858,0.0004134047993444856,0.00020923794542003667,0.00012118291630941122,-0.0008029592099029204
134,non_target,real,309,-0.014587145493251685,-0.024094261278149065,0.007934047963470161,-0.012663400756043022,-0.019904865069514565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,all,halluc,296,-0.025346830586673086,-0.05608951006825691,0.007729517179262631,-0.011095542512913493,-0.015459630536587853,-0.002223575807151712,-0.003514541143736616,0.00024833163800919676,-0.0003918548295847035,-0.000474550882824323,nan,nan,nan,nan,nan
135,all,real,296,-0.023123254779521374,-0.05257496892452029,0.007481185541253434,-0.01070368768332879,-0.01498507965376353,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
135,non_target,halluc,296,-0.025346830586673086,-0.05608951006825691,0.007729517179262631,-0.011095542512913493,-0.015459630536587853,-0.002223575807151712,-0.003514541143736616,0.00024833163800919676,-0.0003918548295847035,-0.000474550882824323,nan,nan,nan,nan,nan
135,non_target,real,296,-0.023123254779521374,-0.05257496892452029,0.007481185541253434,-0.01070368768332879,-0.01498507965376353,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
136,all,halluc,300,-0.02386133302671256,-0.05916052354838408,0.008347783098916286,-0.017534988008539996,-0.022164025464999997,0.0008230576729632011,-0.011862350237387354,0.0006324428827177769,-0.002553834038994989,0.00026269298216667625,nan,nan,nan,nan,nan
136,all,real,300,-0.024684390699675762,-0.04729817331099673,0.007715340216198509,-0.014981153969545007,-0.022426718447166673,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
136,non_target,halluc,300,-0.02386133302671256,-0.05916052354838408,0.008347783098916286,-0.017534988008539996,-0.022164025464999997,0.0008230576729632011,-0.011862350237387354,0.0006324428827177769,-0.002553834038994989,0.00026269298216667625,nan,nan,nan,nan,nan
136,non_target,real,300,-0.024684390699675762,-0.04729817331099673,0.007715340216198509,-0.014981153969545007,-0.022426718447166673,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
137,all,halluc,307,0.06399289076363357,-0.02039638668494992,0.007744035158914001,-0.00955445518013355,-0.018068003458631916,-0.00026021115050567367,0.0007742612731411747,0.0003136840866594876,-0.0011208693297802344,8.856990861779226e-05,nan,nan,nan,nan,nan
137,all,real,307,0.06425310191413924,-0.021170647958091093,0.007430351072254513,-0.008433585850353316,-0.01815657336724971,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
137,non_target,halluc,307,0.06399289076363357,-0.02039638668494992,0.007744035158914001,-0.00955445518013355,-0.018068003458631916,-0.00026021115050567367,0.0007742612731411747,0.0003136840866594876,-0.0011208693297802344,8.856990861779226e-05,nan,nan,nan,nan,nan
137,non_target,real,307,0.06425310191413924,-0.021170647958091093,0.007430351072254513,-0.008433585850353316,-0.01815657336724971,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
138,all,halluc,304,0.005823734077736287,-0.028955867301250993,0.007880277018431994,-0.009475794469603964,-0.019448859201414488,-0.008864950090490487,-0.005184452814328555,0.0006578721236166034,-0.0017839698573089745,-0.0019219890044795823,nan,nan,nan,nan,nan
138,all,real,304,0.014688684168226773,-0.023771414486922438,0.00722240489481539,-0.00769182461229499,-0.017526870196934906,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
138,non_target,halluc,304,0.005823734077736287,-0.028955867301250993,0.007880277018431994,-0.009475794469603964,-0.019448859201414488,-0.008864950090490487,-0.005184452814328555,0.0006578721236166034,-0.0017839698573089745,-0.0019219890044795823,nan,nan,nan,nan,nan
138,non_target,real,304,0.014688684168226773,-0.023771414486922438,0.00722240489481539,-0.00769182461229499,-0.017526870196934906,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
139,all,halluc,295,-0.005780657661439648,-0.07702762694228404,0.012567487453687335,-0.020035193862900005,-0.02151644488711865,0.0023412114308554166,-0.0034192240495983794,0.00042646659519555985,-0.00013988060521412035,4.27857754237114e-05,nan,nan,nan,nan,nan
139,all,real,295,-0.008121869092295064,-0.07360840289268566,0.012141020858491775,-0.019895313257685884,-0.02155923066254236,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
139,non_target,halluc,295,-0.005780657661439648,-0.07702762694228404,0.012567487453687335,-0.020035193862900005,-0.02151644488711865,0.0023412114308554166,-0.0034192240495983794,0.00042646659519555985,-0.00013988060521412035,4.27857754237114e-05,nan,nan,nan,nan,nan
139,non_target,real,295,-0.008121869092295064,-0.07360840289268566,0.012141020858491775,-0.019895313257685884,-0.02155923066254236,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
