scenario,scope,series,num_tickers,total_return,max_drawdown,volatility,var_95,cvar_95,delta_vs_real_total_return,delta_vs_real_max_drawdown,delta_vs_real_volatility,delta_vs_real_var_95,delta_vs_real_cvar_95,delta_vs_baseline_total_return,delta_vs_baseline_max_drawdown,delta_vs_baseline_volatility,delta_vs_baseline_var_95,delta_vs_baseline_cvar_95
107,all,baseline_cov,309,-0.05148299658656763,-0.10399134927905485,0.013669535914393701,-0.032734279182039125,-0.03733806946124625,-0.0009926630621093224,-0.0005625088084109109,-5.204170427930421e-18,-5.22997473304046e-05,-5.229974733039766e-05,0.0,0.0,0.0,0.0,0.0
107,all,halluc,309,-0.06668356321213242,-0.1314602340767882,0.015433419906632958,-0.03574781527236244,-0.04070218219676376,-0.016193229687674116,-0.02803139360614426,0.0017638839922392516,-0.00306583583765372,-0.003416412482847908,-0.015200566625564793,-0.02746888479773335,0.0017638839922392568,-0.0030135360903233155,-0.0033641127355175104
107,all,real,309,-0.05049033352445831,-0.10342884047064393,0.013669535914393707,-0.03268197943470872,-0.03728576971391585,0.0,0.0,0.0,0.0,0.0,0.0009926630621093224,0.0005625088084109109,5.204170427930421e-18,5.22997473304046e-05,5.229974733039766e-05
107,target,baseline_cov,1,0.16842186396965997,-0.09484299034988819,0.031033536520724533,-0.036632672324000005,-0.040831482324,-0.004384654974868285,-0.0010176802556111086,3.469446951953614e-18,-0.00018728032400000538,-0.00018728032400000538,0.0,0.0,0.0,0.0,0.0
107,target,halluc,1,0.16842186396965997,-0.10033441596254145,0.030284686509294563,-0.040168752099999996,-0.044638485,-0.004384654974868285,-0.006509105868264364,-0.0007488500114299669,-0.0037233600999999963,-0.003994283000000001,0.0,-0.005491425612653256,-0.0007488500114299704,-0.003536079775999991,-0.003807002675999996
107,target,real,1,0.17280651894452825,-0.09382531009427708,0.03103353652072453,-0.036445392,-0.040644202,0.0,0.0,0.0,0.0,0.0,0.004384654974868285,0.0010176802556111086,-3.469446951953614e-18,0.00018728032400000538,0.00018728032400000538
107,non_target,baseline_cov,308,-0.052124905483549866,-0.1042944524671654,0.013650259178887642,-0.03270870706144834,-0.03734107721169186,-0.000983674519891009,-0.0005576050765325746,-3.469446951953614e-18,-5.1861498704862397e-05,-5.186149870485546e-05,0.0,0.0,0.0,0.0,0.0
107,non_target,halluc,308,-0.06736410561971073,-0.13175714481942347,0.015411373311781787,-0.035719713257337644,-0.04070467790844156,-0.016222874656051878,-0.02802029742879064,0.0017611141328941413,-0.003062867694594164,-0.0034154621954545564,-0.015239200136160869,-0.027462692352258067,0.0017611141328941447,-0.0030110061958893014,-0.003363600696749701
107,non_target,real,308,-0.05114123096365886,-0.10373684739063282,0.013650259178887646,-0.03265684556274348,-0.037289215712987,0.0,0.0,0.0,0.0,0.0,0.000983674519891009,0.0005576050765325746,3.469446951953614e-18,5.1861498704862397e-05,5.186149870485546e-05
108,all,halluc,296,-0.03295040481142786,-0.0755155014669846,0.010948319735015142,-0.01583879617308513,-0.028947778956554048,-0.012973560828279607,-0.02424667247198653,0.0008107564039665904,-0.002871562944228039,-0.002888727526351352,nan,nan,nan,nan,nan
108,all,real,296,-0.01997684398314825,-0.05126882899499807,0.010137563331048552,-0.01296723322885709,-0.026059051430202696,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
108,non_target,halluc,296,-0.03295040481142786,-0.0755155014669846,0.010948319735015142,-0.01583879617308513,-0.028947778956554048,-0.012973560828279607,-0.02424667247198653,0.0008107564039665904,-0.002871562944228039,-0.002888727526351352,nan,nan,nan,nan,nan
108,non_target,real,296,-0.01997684398314825,-0.05126882899499807,0.010137563331048552,-0.01296723322885709,-0.026059051430202696,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
109,all,baseline_cov,310,0.0411886942866766,-0.07162124482574894,0.016047792393407555,-0.03216048975516024,-0.0427102488340761,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,all,halluc,310,0.04033358025332889,-0.07502151000658952,0.016754113741751737,-0.034539560489131205,-0.043939995024527695,-0.0008551140333474816,-0.003400265180840578,0.0007063213483441827,-0.0023790707339709644,-0.0012297461904515958,-0.0008551140333477036,-0.003400265180840578,0.0007063213483441827,-0.0023790707339709644,-0.0012297461904515958
109,all,real,310,0.041188694286676375,-0.07162124482574894,0.016047792393407555,-0.03216048975516024,-0.0427102488340761,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0
109,target,baseline_cov,1,0.1571190060556782,-0.03744300789830168,0.017369152118827943,-0.023991526899999983,-0.0379285,0.0,0.0,0.0,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0
109,target,halluc,1,0.1571190060556782,-0.03744300789830168,0.017369152118827943,-0.023991526899999987,-0.0379285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.469446951953614e-18,0.0
109,target,real,1,0.1571190060556782,-0.03744300789830168,0.017369152118827943,-0.023991526899999987,-0.0379285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.469446951953614e-18,0.0
109,non_target,baseline_cov,309,0.04083303153194828,-0.07175619180255632,0.01606135741677018,-0.03228466215922225,-0.04272572374939674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,non_target,halluc,309,0.03997544432553224,-0.07516694498503351,0.016769462501053996,-0.03467143215123195,-0.043959449700982464,-0.0008575872064160439,-0.0034107531824771886,0.0007081050842838166,-0.0023867699920097005,-0.001233725951585725,-0.0008575872064160439,-0.0034107531824771886,0.0007081050842838166,-0.0023867699920097005,-0.001233725951585725
109,non_target,real,309,0.04083303153194828,-0.07175619180255632,0.01606135741677018,-0.03228466215922225,-0.04272572374939674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,all,halluc,299,0.0326521015954786,-0.03201719879572207,0.008587207880087428,-0.013527189772209692,-0.015143603692508351,0.004878568844384645,-0.0022489068649910182,0.0005078366745865162,-0.000874551720031886,-0.000973425900577406,nan,nan,nan,nan,nan
11,all,real,299,0.027773532751093954,-0.02976829193073105,0.008079371205500912,-0.012652638052177806,-0.014170177791930945,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
11,non_target,halluc,299,0.0326521015954786,-0.03201719879572207,0.008587207880087428,-0.013527189772209692,-0.015143603692508351,0.004878568844384645,-0.0022489068649910182,0.0005078366745865162,-0.000874551720031886,-0.000973425900577406,nan,nan,nan,nan,nan
11,non_target,real,299,0.027773532751093954,-0.02976829193073105,0.008079371205500912,-0.012652638052177806,-0.014170177791930945,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
110,all,halluc,301,0.03412015343343877,-0.03346970273251704,0.01229253874447182,-0.020877193995948482,-0.02684909671524916,-0.010513745639065375,-0.004375787993885716,0.000426750169340101,-0.0023433942358465527,-0.001846612152600749,nan,nan,nan,nan,nan
110,all,real,301,0.044633899072504146,-0.02909391473863132,0.011865788575131719,-0.01853379976010193,-0.025002484562648412,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
110,non_target,halluc,301,0.03412015343343877,-0.03346970273251704,0.01229253874447182,-0.020877193995948482,-0.02684909671524916,-0.010513745639065375,-0.004375787993885716,0.000426750169340101,-0.0023433942358465527,-0.001846612152600749,nan,nan,nan,nan,nan
110,non_target,real,301,0.044633899072504146,-0.02909391473863132,0.011865788575131719,-0.01853379976010193,-0.025002484562648412,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
111,all,halluc,296,-0.05394361995070451,-0.07742077471882702,0.010900636014506627,-0.024679984656417242,-0.02767919898614866,0.0008445895087141331,-0.01186660742259149,0.000641263342589805,0.0002074430699560495,-0.001613276240675681,nan,nan,nan,nan,nan
111,all,real,296,-0.054788209459418646,-0.06555416729623553,0.010259372671916822,-0.02488742772637329,-0.02606592274547298,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
111,non_target,halluc,296,-0.05394361995070451,-0.07742077471882702,0.010900636014506627,-0.024679984656417242,-0.02767919898614866,0.0008445895087141331,-0.01186660742259149,0.000641263342589805,0.0002074430699560495,-0.001613276240675681,nan,nan,nan,nan,nan
111,non_target,real,296,-0.054788209459418646,-0.06555416729623553,0.010259372671916822,-0.02488742772637329,-0.02606592274547298,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
112,all,halluc,301,0.047499356051107444,-0.04589964268326019,0.01102560386407743,-0.01115796406492664,-0.014812427691522998,0.006100319731247028,-0.012616465185097625,0.0008900405891535974,0.0006891051867693818,-0.002961375365642595,nan,nan,nan,nan,nan
112,all,real,301,0.041399036319860416,-0.033283177498162564,0.010135563274923832,-0.011847069251696022,-0.011851052325880403,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
112,non_target,halluc,301,0.047499356051107444,-0.04589964268326019,0.01102560386407743,-0.01115796406492664,-0.014812427691522998,0.006100319731247028,-0.012616465185097625,0.0008900405891535974,0.0006891051867693818,-0.002961375365642595,nan,nan,nan,nan,nan
112,non_target,real,301,0.041399036319860416,-0.033283177498162564,0.010135563274923832,-0.011847069251696022,-0.011851052325880403,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
113,all,halluc,300,0.03368472615450768,-0.013774341011719149,0.009931810116510998,-0.007734790194638323,-0.022112953535099997,-0.007886635759068783,-0.0030422839275395797,0.0002632802090423488,-0.00105163421454532,-0.0018573892993333473,nan,nan,nan,nan,nan
113,all,real,300,0.041571361913576466,-0.01073205708417957,0.00966852990746865,-0.006683155980093003,-0.02025556423576665,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
113,non_target,halluc,300,0.03368472615450768,-0.013774341011719149,0.009931810116510998,-0.007734790194638323,-0.022112953535099997,-0.007886635759068783,-0.0030422839275395797,0.0002632802090423488,-0.00105163421454532,-0.0018573892993333473,nan,nan,nan,nan,nan
113,non_target,real,300,0.041571361913576466,-0.01073205708417957,0.00966852990746865,-0.006683155980093003,-0.02025556423576665,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
114,all,baseline_cov,308,0.010823360413070526,-0.028849280020020296,0.00769755628372165,-0.007186710200923649,-0.021669187138896095,0.0,-1.1102230246251565e-16,0.0,-1.734723475976807e-18,-3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0
114,all,halluc,308,0.018943670618859043,-0.020935201433156303,0.007772658351391925,-0.0076906378471244185,-0.02025304103827922,0.008120310205788517,0.007914078586863882,7.510206767027527e-05,-0.0005039276462007712,0.0014161461006168725,0.008120310205788517,0.007914078586863993,7.510206767027527e-05,-0.0005039276462007695,0.001416146100616876
114,all,real,308,0.010823360413070526,-0.028849280020020185,0.00769755628372165,-0.007186710200923647,-0.021669187138896092,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.734723475976807e-18,3.469446951953614e-18
114,target,baseline_cov,1,0.08210382149108808,-0.02951453373710744,0.013583273084433422,-0.017453505899999996,-0.024965363000000004,0.0,0.0,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0
114,target,halluc,1,0.08210382149108808,-0.02951453373710744,0.013583273084433422,-0.017453505899999992,-0.024965363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.469446951953614e-18,3.469446951953614e-18
114,target,real,1,0.08210382149108808,-0.02951453373710744,0.013583273084433422,-0.017453505899999992,-0.024965363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.469446951953614e-18,3.469446951953614e-18
114,non_target,baseline_cov,307,0.010599022292736793,-0.02891149391146064,0.007691784127678827,-0.007219504275291479,-0.02165845040970683,0.0,-1.1102230246251565e-16,8.673617379884035e-19,-1.734723475976807e-18,-3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0
114,non_target,halluc,307,0.018744081243090793,-0.020972040121337576,0.007768972419463168,-0.007736751305991272,-0.020237691455342016,0.008145058950354,0.007939453790122952,7.718829178434208e-05,-0.0005172470306997953,0.0014207589543648105,0.008145058950354,0.007939453790123063,7.718829178434122e-05,-0.0005172470306997936,0.001420758954364814
114,non_target,real,307,0.010599022292736793,-0.02891149391146053,0.007691784127678826,-0.007219504275291477,-0.021658450409706827,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,-8.673617379884035e-19,1.734723475976807e-18,3.469446951953614e-18
115,all,halluc,301,-0.019340133415019944,-0.06644433945929196,0.016161524280257977,-0.0324661345689319,-0.03383269775980065,-0.0025389274511401494,-0.006867093093178678,0.0005420908020096933,-0.001469550332038192,-0.0011756600877076348,nan,nan,nan,nan,nan
115,all,real,301,-0.016801205963879795,-0.05957724636611328,0.015619433478248283,-0.03099658423689371,-0.03265703767209301,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
115,non_target,halluc,301,-0.019340133415019944,-0.06644433945929196,0.016161524280257977,-0.0324661345689319,-0.03383269775980065,-0.0025389274511401494,-0.006867093093178678,0.0005420908020096933,-0.001469550332038192,-0.0011756600877076348,nan,nan,nan,nan,nan
115,non_target,real,301,-0.016801205963879795,-0.05957724636611328,0.015619433478248283,-0.03099658423689371,-0.03265703767209301,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
116,all,halluc,299,-0.049308595853322035,-0.0893981959216621,0.01397003052237745,-0.027876642940886272,-0.03584289503812709,0.001386454176675933,-0.0023719011992718864,0.0005479959977587791,-0.0017639430284481644,-0.0013626521193979835,nan,nan,nan,nan,nan
116,all,real,299,-0.05069505002999797,-0.08702629472239021,0.01342203452461867,-0.026112699912438107,-0.03448024291872911,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
116,non_target,halluc,299,-0.049308595853322035,-0.0893981959216621,0.01397003052237745,-0.027876642940886272,-0.03584289503812709,0.001386454176675933,-0.0023719011992718864,0.0005479959977587791,-0.0017639430284481644,-0.0013626521193979835,nan,nan,nan,nan,nan
116,non_target,real,299,-0.05069505002999797,-0.08702629472239021,0.01342203452461867,-0.026112699912438107,-0.03448024291872911,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
117,all,baseline_cov,311,0.03653925402461233,-0.03199334772980322,0.008020693660830688,-0.010265860211232287,-0.011929224192304045,0.0,1.1102230246251565e-16,0.0,0.0,1.734723475976807e-18,0.0,0.0,0.0,0.0,0.0
117,all,halluc,311,0.034074997623809056,-0.03599348011963133,0.008399172641519164,-0.01145595394999535,-0.012107610165598259,-0.0024642564008032775,-0.004000132389827993,0.0003784789806884764,-0.0011900937387630626,-0.00017838597329421224,-0.0024642564008032775,-0.004000132389828104,0.0003784789806884764,-0.0011900937387630626,-0.00017838597329421398
117,all,real,311,0.03653925402461233,-0.031993347729803334,0.008020693660830688,-0.010265860211232287,-0.011929224192304046,0.0,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,-1.734723475976807e-18
117,target,baseline_cov,1,0.07428511976925134,-0.027596897513790686,0.013230068722872357,-0.019466835599999992,-0.024036840999999996,0.0,0.0,0.0,3.469446951953614e-18,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0
117,target,halluc,1,0.07428511976925134,-0.027596897513790686,0.013230068722872357,-0.019466835599999996,-0.024036841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.469446951953614e-18,-3.469446951953614e-18
117,target,real,1,0.07428511976925134,-0.027596897513790686,0.013230068722872357,-0.019466835599999996,-0.024036841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.469446951953614e-18,-3.469446951953614e-18
117,non_target,baseline_cov,310,0.03641966465154001,-0.03204969405634639,0.008018667911111391,-0.01025898214937847,-0.011945960348730834,0.0,0.0,0.0,1.734723475976807e-18,0.0,0.0,0.0,0.0,0.0,0.0
117,non_target,halluc,310,0.03394775375012804,-0.036062469723391555,0.008398256225923703,-0.011418160092624365,-0.012124921760648577,-0.0024719109014119667,-0.004012775667045165,0.0003795883148123118,-0.0011591779432458937,-0.00017896141191774302,-0.0024719109014119667,-0.004012775667045165,0.0003795883148123118,-0.0011591779432458954,-0.00017896141191774302
117,non_target,real,310,0.03641966465154001,-0.03204969405634639,0.008018667911111391,-0.010258982149378471,-0.011945960348730834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.734723475976807e-18,0.0
118,all,halluc,297,-0.09053320999698589,-0.15243881184396557,0.020877870200726355,-0.04926339000624244,-0.05142597813939392,-0.002668302954405344,-0.008855862479113852,0.0007126788835211013,-0.0019150324456666742,-0.0019373733252525255,nan,nan,nan,nan,nan
