epoch,loss,g_pos,g_neg,hallucinate_ratio,gate_ratio,hall_hardness,hall_close_ratio,energy_penalty,risk_loss,portfolio_loss,dist_forward_loss,goodness_target_used,neg_mix_end_used,neg_gate_margin_used,hall_lr_used,hall_steps_used,hall_node_fraction_used,rank_aux_loss,time_neg_gen_s,time_hallucinate_s,time_forward_pos_s,time_forward_neg_s,time_loss_terms_s,time_optimizer_s
230,0.311719,0.985421,0.048915,0.0000,0.0000,0.000000,0.0000,0.000000,0.310048,0.000000,0.073012,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.006249,0.000662,0.000000,0.000641,0.001505,0.023713,0.023937
231,0.317521,0.984549,0.049674,0.0000,0.0000,0.000000,0.0000,0.000000,0.310371,0.000000,0.073182,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.021699,0.000666,0.000000,0.000635,0.001479,0.024380,0.024145
232,0.317649,0.985317,0.050766,0.0000,0.0000,0.000000,0.0000,0.000000,0.311449,0.000000,0.073079,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.005181,0.001305,0.000000,0.001391,0.002795,0.028059,0.024227
233,0.314739,0.985317,0.049659,0.0000,0.0000,0.000000,0.0000,0.000000,0.309980,0.000000,0.073000,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.004544,0.000961,0.000000,0.001155,0.002025,0.025413,0.024218
234,0.316018,0.985212,0.049088,0.0000,0.0000,0.000000,0.0000,0.000000,0.310461,0.000000,0.072960,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.007630,0.000648,0.000000,0.000640,0.001324,0.023606,0.023937
235,0.317695,0.984305,0.050125,0.0000,0.0000,0.000000,0.0000,0.000000,0.310511,0.000000,0.073065,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.007750,0.000702,0.000000,0.000626,0.001348,0.023961,0.023851
236,0.316579,0.984061,0.049377,0.0000,0.0000,0.000000,0.0000,0.000000,0.310336,0.000000,0.073100,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.003364,0.000680,0.000000,0.000632,0.001316,0.023782,0.023839
237,0.317441,0.985212,0.049251,0.0000,0.0000,0.000000,0.0000,0.000000,0.310577,0.000000,0.073041,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.030657,0.000656,0.000000,0.000642,0.001352,0.023923,0.023870
238,0.316434,0.983991,0.049053,0.0000,0.0000,0.000000,0.0000,0.000000,0.310939,0.000000,0.072897,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.005632,0.000659,0.000000,0.000674,0.001384,0.023661,0.023890
239,0.312664,0.985352,0.048900,0.0000,0.0000,0.000000,0.0000,0.000000,0.310636,0.000000,0.072941,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.005484,0.000667,0.000000,0.000624,0.001333,0.024081,0.023913
240,0.317696,0.984863,0.049443,0.0000,0.0000,0.000000,0.0000,0.000000,0.310744,0.000000,0.073089,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.012058,0.000775,0.000000,0.000672,0.001424,0.024127,0.024285
241,0.314165,0.985073,0.048665,0.0000,0.0000,0.000000,0.0000,0.000000,0.311279,0.000000,0.073086,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.015459,0.000667,0.000000,0.000650,0.001341,0.023811,0.023945
242,0.318582,0.984515,0.047849,0.0000,0.0000,0.000000,0.0000,0.000000,0.309415,0.000000,0.073101,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.002818,0.000710,0.000000,0.000706,0.001484,0.023972,0.023971
243,0.320188,0.985107,0.050084,0.0000,0.0000,0.000000,0.0000,0.000000,0.311060,0.000000,0.073092,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.005905,0.001207,0.000000,0.001234,0.002641,0.026891,0.024342
244,0.318266,0.984933,0.049615,0.0000,0.0000,0.000000,0.0000,0.000000,0.310686,0.000000,0.073084,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.005611,0.001311,0.000000,0.001517,0.002559,0.028820,0.025378
245,0.316921,0.985979,0.050018,0.0000,0.0000,0.000000,0.0000,0.000000,0.309604,0.000000,0.073186,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.018390,0.000778,0.000000,0.000822,0.001862,0.025203,0.024506
246,0.317510,0.984898,0.049813,0.0000,0.0000,0.000000,0.0000,0.000000,0.310696,0.000000,0.072976,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.004035,0.000722,0.000000,0.000694,0.001488,0.024378,0.024293
247,0.315950,0.986049,0.049585,0.0000,0.0000,0.000000,0.0000,0.000000,0.309960,0.000000,0.073099,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.027052,0.000735,0.000000,0.000692,0.001454,0.024021,0.023983
248,0.312625,0.985421,0.048562,0.0000,0.0000,0.000000,0.0000,0.000000,0.309485,0.000000,0.073167,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.004491,0.000735,0.000000,0.000679,0.001415,0.024245,0.023936
249,0.313258,0.985421,0.048438,0.0000,0.0000,0.000000,0.0000,0.000000,0.309715,0.000000,0.073223,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.029822,0.000720,0.000000,0.000767,0.001549,0.023839,0.024043
250,0.313899,0.985491,0.048793,0.0000,0.0000,0.000000,0.0000,0.000000,0.309653,0.000000,0.073042,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.006051,0.000697,0.000000,0.000659,0.001385,0.024002,0.023974
251,0.316166,0.985421,0.049604,0.0000,0.0000,0.000000,0.0000,0.000000,0.309856,0.000000,0.073197,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.013028,0.000696,0.000000,0.000688,0.001437,0.023910,0.023942
252,0.315786,0.984445,0.048039,0.0000,0.0000,0.000000,0.0000,0.000000,0.310869,0.000000,0.073086,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.010070,0.000743,0.000000,0.000688,0.001482,0.024200,0.023942
253,0.314152,0.984410,0.048041,0.0000,0.0000,0.000000,0.0000,0.000000,0.310021,0.000000,0.072999,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.005593,0.000730,0.000000,0.000665,0.001453,0.023841,0.023880
254,0.311266,0.985142,0.047527,0.0000,0.0000,0.000000,0.0000,0.000000,0.311219,0.000000,0.072975,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.009932,0.000993,0.000000,0.001050,0.002161,0.026216,0.024609
255,0.317911,0.985561,0.048702,0.0000,0.0000,0.000000,0.0000,0.000000,0.310173,0.000000,0.072973,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.014924,0.001500,0.000000,0.001817,0.003005,0.028616,0.024502
256,0.311386,0.985142,0.048560,0.0000,0.0000,0.000000,0.0000,0.000000,0.309970,0.000000,0.073004,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.009988,0.000821,0.000000,0.000779,0.001572,0.024502,0.024313
257,0.315000,0.985107,0.047758,0.0000,0.0000,0.000000,0.0000,0.000000,0.309932,0.000000,0.073062,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.004343,0.000714,0.000000,0.000674,0.001424,0.024129,0.023982
258,0.314447,0.985247,0.047082,0.0000,0.0000,0.000000,0.0000,0.000000,0.310672,0.000000,0.072937,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.008859,0.000670,0.000000,0.000644,0.001347,0.023727,0.023876
259,0.314677,0.985631,0.048798,0.0000,0.0000,0.000000,0.0000,0.000000,0.311005,0.000000,0.073226,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.009544,0.000672,0.000000,0.000655,0.001392,0.024129,0.023948
260,0.312862,0.985177,0.048061,0.0000,0.0000,0.000000,0.0000,0.000000,0.309992,0.000000,0.073142,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.008657,0.000647,0.000000,0.000646,0.001350,0.023633,0.023899
261,0.312762,0.985840,0.047908,0.0000,0.0000,0.000000,0.0000,0.000000,0.310296,0.000000,0.072885,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.008693,0.000647,0.000000,0.000647,0.001339,0.023751,0.023871
262,0.314988,0.984619,0.048826,0.0000,0.0000,0.000000,0.0000,0.000000,0.309604,0.000000,0.072973,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.023790,0.000696,0.000000,0.000703,0.001418,0.023459,0.023880
263,0.313529,0.985526,0.048416,0.0000,0.0000,0.000000,0.0000,0.000000,0.310588,0.000000,0.073069,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.004487,0.000691,0.000000,0.000657,0.001365,0.023804,0.024071
264,0.308923,0.985665,0.048401,0.0000,0.0000,0.000000,0.0000,0.000000,0.310198,0.000000,0.073135,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.004792,0.000673,0.000000,0.000660,0.001367,0.023792,0.023913
265,0.309842,0.985247,0.047004,0.0000,0.0000,0.000000,0.0000,0.000000,0.309586,0.000000,0.073194,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.013454,0.000768,0.000000,0.000953,0.001952,0.025163,0.024463
266,0.312950,0.985003,0.047666,0.0000,0.0000,0.000000,0.0000,0.000000,0.309738,0.000000,0.073143,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.009909,0.000994,0.000000,0.001486,0.002920,0.027162,0.024482
267,0.312381,0.984794,0.047448,0.0000,0.0000,0.000000,0.0000,0.000000,0.309554,0.000000,0.073211,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.030664,0.000794,0.000000,0.000945,0.001798,0.025854,0.024349
268,0.314979,0.984828,0.047594,0.0000,0.0000,0.000000,0.0000,0.000000,0.310647,0.000000,0.073041,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.004413,0.000664,0.000000,0.000646,0.001348,0.023913,0.023970
269,0.315030,0.985003,0.047725,0.0000,0.0000,0.000000,0.0000,0.000000,0.310150,0.000000,0.073175,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.005203,0.000663,0.000000,0.000654,0.001364,0.023713,0.023845
270,0.310559,0.985944,0.048124,0.0000,0.0000,0.000000,0.0000,0.000000,0.309811,0.000000,0.073031,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.008188,0.000725,0.000000,0.000746,0.001533,0.023888,0.023959
271,0.314749,0.984375,0.048368,0.0000,0.0000,0.000000,0.0000,0.000000,0.309559,0.000000,0.073064,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.006731,0.000671,0.000000,0.000660,0.001368,0.023724,0.023864
272,0.312088,0.985840,0.047760,0.0000,0.0000,0.000000,0.0000,0.000000,0.310931,0.000000,0.073141,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.012217,0.000690,0.000000,0.000696,0.001571,0.024000,0.023903
273,0.313112,0.986014,0.048719,0.0000,0.0000,0.000000,0.0000,0.000000,0.311317,0.000000,0.073051,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.007688,0.000673,0.000000,0.000659,0.001381,0.023618,0.023880
274,0.318746,0.985700,0.049434,0.0000,0.0000,0.000000,0.0000,0.000000,0.310206,0.000000,0.072938,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.031313,0.000684,0.000000,0.000655,0.001395,0.023887,0.023906
275,0.311590,0.985700,0.049212,0.0000,0.0000,0.000000,0.0000,0.000000,0.310896,0.000000,0.073084,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.009298,0.000676,0.000000,0.000677,0.001385,0.023524,0.024073
276,0.315364,0.984340,0.046668,0.0000,0.0000,0.000000,0.0000,0.000000,0.309169,0.000000,0.073262,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.007620,0.000704,0.000000,0.000690,0.001465,0.024140,0.024013
277,0.313374,0.984515,0.047056,0.0000,0.0000,0.000000,0.0000,0.000000,0.309892,0.000000,0.073136,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.005448,0.001374,0.000000,0.001593,0.002743,0.029221,0.024386
278,0.310917,0.984584,0.047459,0.0000,0.0000,0.000000,0.0000,0.000000,0.310075,0.000000,0.072977,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.006004,0.001082,0.000000,0.001486,0.002643,0.027329,0.024341
279,0.313368,0.985282,0.048157,0.0000,0.0000,0.000000,0.0000,0.000000,0.310617,0.000000,0.073073,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.002717,0.000682,0.000000,0.000646,0.001373,0.024153,0.024007
280,0.319129,0.984096,0.048205,0.0000,0.0000,0.000000,0.0000,0.000000,0.310494,0.000000,0.073124,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.007687,0.000668,0.000000,0.000661,0.001379,0.023575,0.023909
