epoch,loss,g_pos,g_neg,hallucinate_ratio,gate_ratio,hall_hardness,hall_close_ratio,energy_penalty,risk_loss,dist_forward_loss,goodness_target_used,neg_mix_end_used,neg_gate_margin_used,hall_lr_used,hall_steps_used,hall_node_fraction_used
174,1.102473,10.431124,1.002883,0.0000,0.0000,0.000000,0.0000,0.610555,0.291127,0.019060,2.967163,0.100000,0.950000,0.047060,12,0.400000
175,1.114097,10.322221,1.007378,0.0000,0.0000,0.000000,0.0000,0.611988,0.292634,0.013539,2.967163,0.100000,0.950000,0.047060,12,0.400000
176,1.103397,10.167417,0.985666,0.0000,0.0000,0.000000,0.0000,0.603753,0.293848,0.011012,2.967163,0.100000,0.950000,0.047060,12,0.400000
177,1.103065,10.257427,0.982810,0.0000,0.0000,0.000000,0.0000,0.606606,0.291346,0.020059,2.967163,0.100000,0.950000,0.047060,12,0.400000
178,1.092538,10.501245,0.986908,0.0000,0.0000,0.000000,0.0000,0.613497,0.290995,0.010391,2.967163,0.100000,0.950000,0.047060,12,0.400000
179,1.098071,10.516609,0.993814,0.0000,0.0000,0.000000,0.0000,0.603753,0.290861,0.015680,2.967163,0.100000,0.950000,0.047060,12,0.400000
180,1.103471,10.240077,1.000398,0.0000,0.0000,0.000000,0.0000,0.610738,0.290785,0.016357,2.967163,0.100000,0.950000,0.047060,12,0.400000
181,1.095949,10.113663,0.954591,0.0000,0.0000,0.000000,0.0000,0.589012,0.292110,0.015024,2.967163,0.100000,0.950000,0.047060,12,0.400000
182,1.097624,10.571525,1.004980,0.0000,0.0000,0.000000,0.0000,0.622334,0.292088,0.011809,2.967163,0.100000,0.950000,0.047060,12,0.400000
183,1.095934,10.445017,0.978216,0.0000,0.0000,0.000000,0.0000,0.611667,0.290498,0.014027,2.967163,0.100000,0.950000,0.047060,12,0.400000
184,1.095375,10.182981,0.950129,0.0000,0.0000,0.000000,0.0000,0.595846,0.292383,0.015867,2.967163,0.100000,0.950000,0.047060,12,0.400000
185,1.097543,10.798956,1.005040,0.0000,0.0000,0.000000,0.0000,0.628401,0.291416,0.016283,2.967163,0.100000,0.950000,0.047060,12,0.400000
186,1.092396,10.401931,0.947026,0.0000,0.0000,0.000000,0.0000,0.587589,0.291180,0.009135,2.967163,0.100000,0.950000,0.047060,12,0.400000
187,1.088317,10.664164,0.971923,0.0000,0.0000,0.000000,0.0000,0.610097,0.291150,0.013645,2.967163,0.100000,0.950000,0.047060,12,0.400000
188,1.086143,10.677732,0.962588,0.0000,0.0000,0.000000,0.0000,0.602602,0.291020,0.008987,2.967163,0.100000,0.950000,0.047060,12,0.400000
189,1.087224,10.665328,0.964543,0.0000,0.0000,0.000000,0.0000,0.612300,0.290293,0.015735,2.967163,0.100000,0.950000,0.047060,12,0.400000
190,1.088001,10.726273,0.973389,0.0000,0.0000,0.000000,0.0000,0.614553,0.289470,0.013710,2.967163,0.100000,0.950000,0.047060,12,0.400000
191,1.076650,10.724237,0.952481,0.0000,0.0000,0.000000,0.0000,0.612144,0.289668,0.015299,2.967163,0.100000,0.950000,0.047060,12,0.400000
192,1.088260,10.688219,0.957996,0.0000,0.0000,0.000000,0.0000,0.600093,0.288896,0.013394,2.967163,0.100000,0.950000,0.047060,12,0.400000
193,1.079831,10.672035,0.941483,0.0000,0.0000,0.000000,0.0000,0.604448,0.289242,0.014950,2.967163,0.100000,0.950000,0.047060,12,0.400000
194,1.079204,10.862390,0.951936,0.0000,0.0000,0.000000,0.0000,0.607258,0.288767,0.012055,2.967163,0.100000,0.950000,0.047060,12,0.400000
195,1.084376,10.831828,0.969931,0.0000,0.0000,0.000000,0.0000,0.617822,0.288899,0.018748,2.967163,0.100000,0.950000,0.047060,12,0.400000
196,1.074627,10.909614,0.940195,0.0000,0.0000,0.000000,0.0000,0.613092,0.287909,0.008444,2.967163,0.100000,0.950000,0.047060,12,0.400000
197,1.077144,11.003777,0.951897,0.0000,0.0000,0.000000,0.0000,0.615042,0.289887,0.014264,2.967163,0.100000,0.950000,0.047060,12,0.400000
198,1.070378,10.898581,0.939196,0.0000,0.0000,0.000000,0.0000,0.610299,0.288876,0.012935,2.967163,0.100000,0.950000,0.047060,12,0.400000
199,1.085626,10.747239,0.935824,0.0000,0.0000,0.000000,0.0000,0.598959,0.289537,0.012932,2.967163,0.100000,0.950000,0.047060,12,0.400000
200,1.081371,10.865371,0.952558,0.0000,0.0000,0.000000,0.0000,0.615797,0.287294,0.012242,2.967163,0.100000,0.950000,0.047060,12,0.400000
201,1.069865,11.043539,0.961044,0.0000,0.0000,0.000000,0.0000,0.621625,0.288119,0.013527,2.967163,0.100000,0.950000,0.047060,12,0.400000
202,1.068130,10.930821,0.918576,0.0000,0.0000,0.000000,0.0000,0.598525,0.290027,0.011718,2.967163,0.100000,0.950000,0.047060,12,0.400000
203,1.067964,10.900967,0.935002,0.0000,0.0000,0.000000,0.0000,0.617788,0.287393,0.009225,2.967163,0.100000,0.950000,0.047060,12,0.400000
204,1.067796,11.076076,0.929670,0.0000,0.0000,0.000000,0.0000,0.604515,0.288052,0.009638,2.967163,0.100000,0.950000,0.047060,12,0.400000
205,1.071478,11.072169,0.935446,0.0000,0.0000,0.000000,0.0000,0.615341,0.287980,0.010985,2.967163,0.100000,0.950000,0.047060,12,0.400000
206,1.066873,11.131474,0.935072,0.0000,0.0000,0.000000,0.0000,0.618903,0.287768,0.009313,2.967163,0.100000,0.950000,0.047060,12,0.400000
207,1.064910,11.213333,0.922847,0.0000,0.0000,0.000000,0.0000,0.612899,0.286355,0.012645,2.967163,0.100000,0.950000,0.047060,12,0.400000
208,1.068349,11.154341,0.925163,0.0000,0.0000,0.000000,0.0000,0.612179,0.287099,0.012723,2.967163,0.100000,0.950000,0.047060,12,0.400000
209,1.063180,11.241823,0.919970,0.0000,0.0000,0.000000,0.0000,0.616923,0.287039,0.015708,2.967163,0.100000,0.950000,0.047060,12,0.400000
210,1.067935,11.228097,0.945286,0.0000,0.0000,0.000000,0.0000,0.621338,0.288432,0.009294,2.967163,0.100000,0.950000,0.047060,12,0.400000
211,1.069324,11.039132,0.929488,0.0000,0.0000,0.000000,0.0000,0.617831,0.286840,0.009973,2.967163,0.100000,0.950000,0.047060,12,0.400000
212,1.064318,11.104757,0.912078,0.0000,0.0000,0.000000,0.0000,0.614585,0.286212,0.011615,2.967163,0.100000,0.950000,0.047060,12,0.400000
213,1.058646,11.178103,0.917161,0.0000,0.0000,0.000000,0.0000,0.607777,0.287192,0.011787,2.967163,0.100000,0.950000,0.047060,12,0.400000
214,1.059737,11.211782,0.919953,0.0000,0.0000,0.000000,0.0000,0.618811,0.286523,0.010265,2.967163,0.100000,0.950000,0.047060,12,0.400000
215,1.061660,11.199854,0.916280,0.0000,0.0000,0.000000,0.0000,0.611532,0.286213,0.009651,2.967163,0.100000,0.950000,0.047060,12,0.400000
216,1.055764,11.425691,0.924985,0.0000,0.0000,0.000000,0.0000,0.617622,0.286147,0.007997,2.967163,0.100000,0.950000,0.047060,12,0.400000
217,1.054020,11.313550,0.896546,0.0000,0.0000,0.000000,0.0000,0.603295,0.285706,0.007746,2.967163,0.100000,0.950000,0.047060,12,0.400000
218,1.062959,11.404443,0.928502,0.0000,0.0000,0.000000,0.0000,0.624945,0.284808,0.014059,2.967163,0.100000,0.950000,0.047060,12,0.400000
219,1.054418,11.311269,0.907160,0.0000,0.0000,0.000000,0.0000,0.612141,0.284829,0.007831,2.967163,0.100000,0.950000,0.047060,12,0.400000
220,1.061102,11.252667,0.901097,0.0000,0.0000,0.000000,0.0000,0.604724,0.285527,0.012340,2.967163,0.100000,0.950000,0.047060,12,0.400000
221,1.048908,11.396380,0.910268,0.0000,0.0000,0.000000,0.0000,0.623034,0.285226,0.010676,2.967163,0.100000,0.950000,0.047060,12,0.400000
222,1.055679,11.346876,0.898697,0.0000,0.0000,0.000000,0.0000,0.608821,0.286982,0.007643,2.967163,0.100000,0.950000,0.047060,12,0.400000
223,1.048193,11.504857,0.916400,0.0000,0.0000,0.000000,0.0000,0.629752,0.285681,0.007264,2.967163,0.100000,0.950000,0.047060,12,0.400000
224,1.052980,11.384559,0.900742,0.0000,0.0000,0.000000,0.0000,0.615023,0.285101,0.012547,2.967163,0.100000,0.950000,0.047060,12,0.400000
225,1.047759,11.400727,0.893119,0.0000,0.0000,0.000000,0.0000,0.611481,0.285268,0.010376,2.967163,0.100000,0.950000,0.047060,12,0.400000
226,1.049789,11.519684,0.915799,0.0000,0.0000,0.000000,0.0000,0.624926,0.284021,0.013020,2.967163,0.100000,0.950000,0.047060,12,0.400000
227,1.046521,11.380347,0.893933,0.0000,0.0000,0.000000,0.0000,0.617372,0.284252,0.014893,2.967163,0.100000,0.950000,0.047060,12,0.400000
228,1.039601,11.625424,0.888883,0.0000,0.0000,0.000000,0.0000,0.609524,0.284260,0.013615,2.967163,0.100000,0.950000,0.047060,12,0.400000
229,1.040218,11.740732,0.890442,0.0000,0.0000,0.000000,0.0000,0.619883,0.283917,0.012682,2.967163,0.100000,0.950000,0.047060,12,0.400000
230,1.037377,11.729276,0.893441,0.0000,0.0000,0.000000,0.0000,0.616225,0.283331,0.006321,2.967163,0.100000,0.950000,0.047060,12,0.400000
231,1.042700,11.526440,0.885520,0.0000,0.0000,0.000000,0.0000,0.611308,0.284212,0.009133,2.967163,0.100000,0.950000,0.047060,12,0.400000
232,1.046848,11.623021,0.892896,0.0000,0.0000,0.000000,0.0000,0.621193,0.282590,0.010149,2.967163,0.100000,0.950000,0.047060,12,0.400000
233,1.040392,11.600240,0.863012,0.0000,0.0000,0.000000,0.0000,0.603729,0.283611,0.009526,2.967163,0.100000,0.950000,0.047060,12,0.400000
234,1.036829,11.857751,0.891644,0.0000,0.0000,0.000000,0.0000,0.621345,0.283357,0.014458,2.967163,0.100000,0.950000,0.047060,12,0.400000
235,1.034253,11.819677,0.883826,0.0000,0.0000,0.000000,0.0000,0.622491,0.282731,0.010822,2.967163,0.100000,0.950000,0.047060,12,0.400000
236,1.036994,11.864024,0.873609,0.0000,0.0000,0.000000,0.0000,0.613430,0.282554,0.007676,2.967163,0.100000,0.950000,0.047060,12,0.400000
237,1.036779,11.976504,0.885469,0.0000,0.0000,0.000000,0.0000,0.621313,0.282319,0.008825,2.967163,0.100000,0.950000,0.047060,12,0.400000
238,1.038394,12.034207,0.886053,0.0000,0.0000,0.000000,0.0000,0.620773,0.282759,0.006723,2.967163,0.100000,0.950000,0.047060,12,0.400000
239,1.031705,11.818639,0.867188,0.0000,0.0000,0.000000,0.0000,0.618071,0.281427,0.010045,2.967163,0.100000,0.950000,0.047060,12,0.400000
240,1.032623,11.998512,0.876649,0.0000,0.0000,0.000000,0.0000,0.628223,0.282114,0.009155,2.967163,0.100000,0.950000,0.047060,12,0.400000
241,1.030421,11.930562,0.870948,0.0000,0.0000,0.000000,0.0000,0.622737,0.281870,0.012187,2.967163,0.100000,0.950000,0.047060,12,0.400000
242,1.036070,11.850546,0.847807,0.0000,0.0000,0.000000,0.0000,0.602444,0.282287,0.013010,2.967163,0.100000,0.950000,0.047060,12,0.400000
243,1.042000,11.955366,0.894492,0.0000,0.0000,0.000000,0.0000,0.630120,0.281980,0.008986,2.967163,0.100000,0.950000,0.047060,12,0.400000
244,1.033851,11.976262,0.867808,0.0000,0.0000,0.000000,0.0000,0.621466,0.281793,0.010580,2.967163,0.100000,0.950000,0.047060,12,0.400000
245,1.025994,12.024421,0.857890,0.0000,0.0000,0.000000,0.0000,0.616689,0.281790,0.014369,2.967163,0.100000,0.950000,0.047060,12,0.400000
246,1.039815,11.982157,0.876926,0.0000,0.0000,0.000000,0.0000,0.619584,0.282003,0.012900,2.967163,0.100000,0.950000,0.047060,12,0.400000
247,1.029697,11.871327,0.866490,0.0000,0.0000,0.000000,0.0000,0.619406,0.280445,0.015555,2.967163,0.100000,0.950000,0.047060,12,0.400000
248,1.032363,12.164897,0.880019,0.0000,0.0000,0.000000,0.0000,0.632093,0.280412,0.008202,2.967163,0.100000,0.950000,0.047060,12,0.400000
249,1.028832,11.651427,0.843319,0.0000,0.0000,0.000000,0.0000,0.607506,0.280837,0.012510,2.967163,0.100000,0.950000,0.047060,12,0.400000
250,1.020705,12.122884,0.860902,0.0000,0.0000,0.000000,0.0000,0.627184,0.280725,0.008004,2.967163,0.100000,0.950000,0.047060,12,0.400000
251,1.016963,12.173231,0.857826,0.0000,0.0000,0.000000,0.0000,0.625250,0.280368,0.005835,2.967163,0.100000,0.950000,0.047060,12,0.400000
252,1.025352,12.078636,0.846905,0.0000,0.0000,0.000000,0.0000,0.616219,0.280077,0.007275,2.967163,0.100000,0.950000,0.047060,12,0.400000
253,1.028994,12.106178,0.864932,0.0000,0.0000,0.000000,0.0000,0.631582,0.279244,0.010812,2.967163,0.100000,0.950000,0.047060,12,0.400000
254,1.018462,12.001222,0.841009,0.0000,0.0000,0.000000,0.0000,0.618154,0.279468,0.005301,2.967163,0.100000,0.950000,0.047060,12,0.400000
255,1.020908,12.213340,0.853901,0.0000,0.0000,0.000000,0.0000,0.633507,0.279062,0.009200,2.967163,0.100000,0.950000,0.047060,12,0.400000
256,1.020243,12.053886,0.838992,0.0000,0.0000,0.000000,0.0000,0.617897,0.280046,0.008734,2.967163,0.100000,0.950000,0.047060,12,0.400000
257,1.015561,12.318609,0.852205,0.0000,0.0000,0.000000,0.0000,0.623298,0.278980,0.007660,2.967163,0.100000,0.950000,0.047060,12,0.400000
258,1.018388,12.308859,0.850414,0.0000,0.0000,0.000000,0.0000,0.625055,0.279791,0.008044,2.967163,0.100000,0.950000,0.047060,12,0.400000
259,1.021309,12.096228,0.843795,0.0000,0.0000,0.000000,0.0000,0.615537,0.278785,0.009155,2.967163,0.100000,0.950000,0.047060,12,0.400000
260,1.021141,12.430874,0.850290,0.0000,0.0000,0.000000,0.0000,0.630353,0.278638,0.008357,2.967163,0.100000,0.950000,0.047060,12,0.400000
261,1.024722,12.305894,0.861339,0.0000,0.0000,0.000000,0.0000,0.636894,0.278731,0.008511,2.967163,0.100000,0.950000,0.047060,12,0.400000
262,1.015210,12.273354,0.826384,0.0000,0.0000,0.000000,0.0000,0.610456,0.279050,0.007264,2.967163,0.100000,0.950000,0.047060,12,0.400000
263,1.016381,12.469848,0.861054,0.0000,0.0000,0.000000,0.0000,0.632680,0.278846,0.010844,2.967163,0.100000,0.950000,0.047060,12,0.400000
264,1.018126,12.375881,0.850906,0.0000,0.0000,0.000000,0.0000,0.628021,0.279369,0.008370,2.967163,0.100000,0.950000,0.047060,12,0.400000
265,1.012253,12.306859,0.822060,0.0000,0.0000,0.000000,0.0000,0.609531,0.279693,0.005342,2.967163,0.100000,0.950000,0.047060,12,0.400000
266,1.007803,12.519993,0.830500,0.0000,0.0000,0.000000,0.0000,0.620646,0.277363,0.009562,2.967163,0.100000,0.950000,0.047060,12,0.400000
267,1.017433,12.840564,0.857501,0.0000,0.0000,0.000000,0.0000,0.640095,0.279400,0.008371,2.967163,0.100000,0.950000,0.047060,12,0.400000
268,1.017367,12.529044,0.833404,0.0000,0.0000,0.000000,0.0000,0.623617,0.278442,0.007394,2.967163,0.100000,0.950000,0.047060,12,0.400000
269,1.020782,12.317095,0.815150,0.0000,0.0000,0.000000,0.0000,0.604219,0.275868,0.009481,2.967163,0.100000,0.950000,0.047060,12,0.400000
270,1.007198,12.766084,0.844458,0.0000,0.0000,0.000000,0.0000,0.629929,0.277208,0.009438,2.967163,0.100000,0.950000,0.047060,12,0.400000
271,1.015331,12.561318,0.822711,0.0000,0.0000,0.000000,0.0000,0.604548,0.277604,0.010303,2.967163,0.100000,0.950000,0.047060,12,0.400000
272,1.011095,12.659970,0.850317,0.0000,0.0000,0.000000,0.0000,0.639152,0.275986,0.010431,2.967163,0.100000,0.950000,0.047060,12,0.400000
273,1.007019,12.706780,0.811305,0.0000,0.0000,0.000000,0.0000,0.612956,0.276442,0.008674,2.967163,0.100000,0.950000,0.047060,12,0.400000
274,1.017236,12.725327,0.839807,0.0000,0.0000,0.000000,0.0000,0.622925,0.276230,0.011249,2.967163,0.100000,0.950000,0.047060,12,0.400000
275,1.010491,12.479977,0.825407,0.0000,0.0000,0.000000,0.0000,0.615509,0.277086,0.009360,2.967163,0.100000,0.950000,0.047060,12,0.400000
276,1.011584,12.717738,0.842501,0.0000,0.0000,0.000000,0.0000,0.635454,0.276726,0.006998,2.967163,0.100000,0.950000,0.047060,12,0.400000
277,1.005724,12.301159,0.789917,0.0000,0.0000,0.000000,0.0000,0.595410,0.277287,0.007289,2.967163,0.100000,0.950000,0.047060,12,0.400000
278,0.998367,13.135720,0.846031,0.0000,0.0000,0.000000,0.0000,0.645062,0.276605,0.005762,2.967163,0.100000,0.950000,0.047060,12,0.400000
279,0.998892,12.654259,0.799847,0.0000,0.0000,0.000000,0.0000,0.609738,0.275260,0.004598,2.967163,0.100000,0.950000,0.047060,12,0.400000
280,1.000214,12.844830,0.817006,0.0000,0.0000,0.000000,0.0000,0.621144,0.275870,0.006911,2.967163,0.100000,0.950000,0.047060,12,0.400000
